,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
145127,70106,11446,5121,26783,8847,8131,7130,51682,29719,31546,9223,23734,21706,33251,8536,25379,18383,10648,17090,6652,11599,10617,24553,10016,39192,30090,8094,27418,57926,31413,28245,29103,1154,3947,3877,62299,12235,6115,20724,9965,9076,7395,58257,33396,20981,8660,18640,20998,31711,12918,19039,23060,14134,11176,5469,10098,10416,15649,9624,33753,34817,6134,28654,52200,28667,20591,20927,1617,3406,2762
145632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,0,0,0,0,0,0
145834,71499,10950,5590,28743,10569,8213,7562,52214,28904,30732,9654,25326,21507,33925,7388,26718,18824,11809,16396,6539,11086,10612,23762,10209,38543,30221,7918,28377,58960,31367,29981,28819,1715,7000,4026,62470,12068,6439,21895,12215,8691,8061,60625,34257,23514,10035,21798,22642,32690,12344,20005,23261,14557,9283,4302,8478,9881,16903,9620,34430,35985,6299,29962,57475,28208,20660,21781,2620,5823,2736
146129,68184,10897,5059,28414,8905,8027,5425,48859,30646,27033,9663,21010,21210,33443,7329,26625,17587,12235,16053,7487,11720,10747,23947,9789,40476,30819,7606,28561,59662,29712,30720,29170,1303,5928,4267,61761,12461,6274,20314,11371,8971,6592,59123,33458,19144,9815,22560,20332,32625,11372,20347,21856,15083,9762,6049,8320,10184,17154,9681,36478,36522,6088,29012,55689,31903,20971,20712,2417,4092,2710
146331,72761,11430,5894,28104,11227,7160,6910,51592,30642,30213,8918,26320,22669,33402,9970,25256,19540,10726,16555,7097,11894,10184,25211,10702,40378,27274,8111,28825,54678,26799,30366,29715,905,4312,4500,64316,12471,6373,21509,12939,8792,7506,60436,36190,19973,9951,21802,22801,32822,13913,16135,24192,14423,10140,6145,9022,10226,19364,9884,37276,35208,6343,31150,53820,30227,20411,24870,2418,2761,3086
146432,71989,11371,5750,27119,10291,8412,7559,51347,31047,29816,9920,23266,22624,33589,9004,23365,17972,13764,17419,6860,11834,10762,26800,10961,41614,31900,7904,28347,61060,33308,28682,30549,1076,2922,4268,63973,12448,6589,22097,10984,9362,7956,59500,35620,20071,9940,19119,21756,32970,13041,17217,23455,16398,10981,5678,10247,9831,17065,9892,38009,37520,6271,29608,56347,31503,19588,21709,1756,3044,2798
146533,71350,11115,5634,28251,10493,8236,7483,49496,32194,29274,9897,22748,23273,33047,8529,25735,18030,11718,16885,6505,12110,10777,25062,10331,40192,31278,8256,29025,59092,33017,28647,29921,1285,3814,4091,62970,12131,6523,22021,12065,9179,7989,56439,34729,20796,9938,17996,20616,32138,12692,19270,22837,15917,9984,4442,9522,10160,16960,9801,35303,36862,6469,30962,57175,30587,20074,20524,1642,3854,2839
146634,71475,11443,5382,28055,10324,8012,6972,51750,30482,31105,9550,27456,22910,33550,9330,26671,18258,11241,16413,6859,11977,10771,25369,10468,40373,31292,8073,28590,58457,31491,29217,28823,1152,4063,4459,62862,12555,6455,20560,11229,9486,6924,57578,34339,21459,10265,23579,22710,32864,12843,18828,22771,15013,10181,6135,10723,10574,16898,9348,35197,36664,6300,28429,53808,30771,20884,20631,1386,4498,3124
146735,70080,10785,5343,26667,10322,8066,6507,50761,27466,27055,9595,27341,17555,31869,5204,25029,18280,10247,17155,6883,11961,10294,25458,10610,40845,29712,7601,27125,50849,31695,30200,28380,894,5057,4243,62513,12047,6249,20217,12845,10053,6859,56529,29526,19780,10196,16696,18595,31679,8626,19329,22145,15236,11087,5874,10029,10495,17978,9771,35644,35628,6255,29619,50238,32100,24431,20809,2085,3970,3142
146836,66785,11480,5329,26663,9561,8057,7215,51744,29104,30995,9779,22405,21529,33140,8448,25230,17913,13092,16052,6553,11837,10734,25133,10661,39536,31397,7601,26353,59604,29953,28018,28563,950,3810,3441,61709,12247,6300,20978,10525,9007,6894,59307,33455,20943,9331,23064,21674,32711,12753,17171,22660,15915,10897,6183,10683,9798,15640,9958,35115,36309,5979,26734,51578,31072,19818,20712,1399,3560,2698
146937,68455,11065,5150,25496,9048,8377,7007,51098,29218,28190,9255,25453,20184,31834,8426,25262,17931,11335,15907,6455,11654,10497,24163,9907,40809,29227,7636,27676,57516,30591,29343,29487,1723,5417,4059,60012,12222,6429,19420,10979,9731,7719,57771,33198,19692,9747,21308,19778,31512,11974,18835,22520,15131,9931,5528,9731,10023,17347,10007,34766,34423,6145,28595,54739,29674,21307,22244,2301,3669,2610
147030,69287,11388,5570,27350,10603,8396,5199,49782,28758,29873,9412,27469,20080,33824,7240,25510,17698,12319,17056,6903,11962,10798,25661,10311,41562,30361,8049,26730,59770,33588,30019,29753,1678,4407,4103,63366,11918,6476,21281,11729,9743,6739,57288,29442,19116,10282,16884,19654,33281,11556,16049,21651,15838,11258,5862,9714,10229,17483,9642,36996,36629,6522,28934,55025,30239,21370,20278,2587,4619,2890
147636,69917,11397,5745,26771,10433,8116,6239,47901,29987,26095,9460,21873,18536,29963,6060,26374,17591,12227,16761,5998,11716,10380,24601,10801,40035,29765,8105,27033,55402,29902,29192,30000,1253,5077,4246,62283,12435,6313,19411,11027,9650,7359,56378,33794,18326,9828,20361,20814,29957,10306,17925,21986,15085,10654,5917,9199,10625,17769,9659,35487,36122,5969,27489,52662,30912,18851,21203,1988,3860,2748
147737,70751,11352,5575,27129,10257,8098,7023,51181,29807,30084,9474,29931,21551,33711,7534,26872,18545,11914,15762,5208,11506,10839,26070,10776,41293,30670,7955,26801,56090,31014,29984,29697,1306,5289,4417,62705,12240,6328,20932,12022,10039,7601,59828,33227,21908,10105,23993,21756,32752,12864,18000,23364,15237,11068,5971,9962,10348,18322,10045,37210,36937,6203,27927,52850,31428,21548,22011,2189,4557,3074
148032,71356,11370,5713,28055,10572,8205,6633,51372,30331,29941,9765,28919,20591,33210,7704,26851,18322,12902,16132,6227,11212,10437,25447,10448,41836,30425,8408,27754,60425,29310,30693,30136,1418,5067,4480,62583,12257,6415,20477,12675,9480,6307,58717,32646,20378,10190,24108,20762,32765,11338,21004,21883,15470,10010,5710,9217,9891,17941,9480,37004,34857,6346,26621,54611,27553,22765,21701,2254,4352,3002
148133,71911,11336,5839,28588,11622,8285,7035,52393,31906,30685,10161,25192,23993,33043,8639,25808,18734,12902,17109,7422,12042,10620,25589,11026,42597,32099,8287,29467,64686,34093,30678,28929,1460,4656,4339,64510,12505,6489,21581,14214,9681,6722,59930,35075,21252,10840,22829,20071,33379,12826,19642,23706,16136,10736,6156,10318,10391,16144,9946,37149,36933,6545,29774,56901,31661,21745,19922,1816,3098,2877
148335,68671,11337,5131,27099,10077,8097,7791,49956,29205,28308,8598,25623,22427,32681,8991,24211,18311,8549,16162,6655,11578,10786,23016,9998,38134,29257,7624,26609,43197,30941,28050,28122,682,5172,4257,60489,12011,5451,21500,10282,9316,7674,57074,32688,19089,9117,23264,20095,31849,12332,16778,22224,13475,9550,5237,8858,10435,16537,9075,35009,35006,5688,28998,49937,26671,17789,18492,1223,4360,2744
148436,65558,11164,4911,27705,10202,8451,5976,50932,28522,29511,8547,22872,19892,33595,7512,23156,17442,9768,16907,6733,11592,10769,24071,9525,39854,29528,7633,28633,53379,31301,28771,29354,1449,4813,4154,60620,12284,5673,21239,12815,9210,6573,57155,31856,17917,9692,16941,18320,32233,11357,15330,20595,14521,10534,6527,10593,10311,16300,9092,34317,34403,6345,29160,51005,30895,20780,20799,1985,3738,2802
148840,71357,10972,5689,28102,10296,7655,6327,50813,29916,29867,8828,25920,23211,31803,9734,24334,18753,10538,16807,7211,11809,10307,24252,10266,39828,29180,8343,27770,57355,30907,29000,28277,1147,2227,4431,63799,12323,6406,21740,10071,9356,5778,58129,32927,20158,9845,23800,21959,32091,13154,16888,23123,14368,10806,5420,9572,9982,15818,9186,35078,34592,6113,28494,52821,29893,20719,20210,1563,2036,2667
148941,68725,11367,4507,27101,8902,7972,8084,51787,30408,30010,9261,29594,22152,33672,6991,24705,17237,10687,16053,6050,10904,10634,25381,9558,38900,29525,7419,26736,55556,28220,28782,29095,913,5699,4097,62110,12129,6081,20555,11585,9436,8783,61151,33389,21451,10117,23298,20027,32601,11919,21972,22596,14332,10719,5056,9759,10460,17569,9753,34471,35931,6401,27918,52058,29680,23133,19892,1912,5678,2496
149236,67258,11086,4978,26276,8275,6944,5541,50135,27361,29922,8237,25596,21408,31401,7353,23429,16325,10066,16451,6544,11601,9410,22012,8981,38619,26875,7427,27275,51486,26800,27532,28060,1072,3198,3656,59820,11947,5624,20717,9088,7863,5895,57848,29625,20423,8373,21192,20147,29164,10570,15189,21804,13391,10741,5389,9857,9447,15912,8596,34145,32081,5914,27313,49410,26401,19423,20076,1160,2485,2089
149337,69202,11217,5352,28158,8357,8220,6846,51267,30314,29450,9210,23452,21370,32432,9468,27103,16952,11454,17223,7084,11687,10884,24768,10259,40570,31273,7674,28484,57949,33686,29268,28732,1744,5740,4068,61208,12410,6164,21774,10152,9853,7558,60874,34663,22486,9599,21236,20309,32977,12178,17834,22043,15254,10866,6365,9945,10407,16279,9624,35921,35716,6040,29575,53916,31603,20013,19667,2011,5779,2910
149539,63429,10842,5564,25319,8353,8029,5797,51035,28704,29316,8888,23765,20260,33255,6414,25323,17328,11768,16409,7080,11655,10364,25746,9911,40661,29692,7620,27088,57688,30038,28803,28658,1760,3860,4112,59046,12079,6254,20040,11319,9207,6308,58609,30946,18063,9034,20404,19838,31512,9612,17119,21488,14114,10619,6639,9620,9983,18189,9461,36523,34630,6110,27607,48939,30319,19600,20765,2389,3476,2772
149741,68460,11299,5272,26623,9396,8296,5650,50200,27556,26798,9521,27176,24071,34178,9151,25254,18325,10180,14554,6044,10073,10863,24562,9933,37517,29080,7223,25059,54122,32031,28403,28794,1353,3922,3971,61294,12096,6314,19120,11012,8681,7471,58440,32283,20671,9550,25884,23183,32731,13517,18838,21751,15017,7906,5704,8199,10397,17383,9732,31677,35390,5970,25819,49796,30730,22229,19530,1396,4544,3012
149842,69935,11395,5608,27689,9470,7836,5826,50660,28705,28696,9104,27374,22897,32753,9016,26156,18348,11745,16294,6893,11608,10737,23829,10531,40854,30174,8232,27621,57290,31063,29933,27654,1634,6150,4282,61732,12174,6401,20265,10941,9144,7402,57057,31637,20798,9772,21362,22772,31809,12046,21329,21884,15071,9810,6689,10113,10309,16358,9745,34388,34563,6278,27753,52046,29282,23242,20164,2331,4277,2921
150019,71580,11388,5839,28213,10963,7912,6534,51789,31030,30563,9486,23812,22793,33847,9363,26217,18409,11957,16908,6895,11691,10735,25736,10867,40445,30894,8188,27761,59003,31447,30369,30202,1693,5057,4425,64730,12234,6237,21211,13051,8999,7153,59076,34525,19849,10340,23199,21111,32275,12317,18121,22876,15335,10594,6104,9863,10456,17461,9691,34777,35985,6276,28458,55263,30132,20798,20404,2077,2765,3123
150524,67703,11110,5794,27530,8522,7847,7792,50814,27167,30037,8758,21587,20971,30372,8816,26607,16806,9885,17344,7217,11849,10563,21462,10415,39305,27313,8342,27303,57979,26648,29621,28921,1345,5723,4100,60922,12297,6455,21623,9473,9282,7879,59429,32681,21061,9119,19347,19724,29768,11861,17044,22049,13786,10973,5606,9682,10312,16898,9425,33307,33674,6132,29738,54453,26620,20354,22210,2107,4885,3024
150625,70776,11218,5635,28647,9956,8466,7393,51302,28712,29345,9666,24798,23141,34740,11116,25529,18871,12190,16567,5825,11308,10608,26011,10314,41436,30946,7791,28240,58186,29564,29399,29725,1987,5404,3966,62283,12022,6161,21885,11308,10032,6986,59847,35213,21081,9769,24976,23265,33121,13137,16912,23306,15803,10297,4948,9328,10082,17082,9834,35903,36282,5973,30178,53815,32472,19572,22091,1884,3651,2957
150726,68123,11201,4838,26797,9305,8518,6358,51644,30011,30253,9179,25749,20463,34171,7082,25331,17382,11481,15924,6252,10570,10940,24050,9912,39479,30313,7559,27812,54248,29625,29461,29430,1284,6147,4199,61011,12192,6183,19114,11737,9353,6429,59542,32330,19495,10118,23958,20637,33182,10894,19653,21070,14700,9011,5332,8112,10045,15308,9729,33771,35869,6071,27565,50028,26960,21128,19732,1249,5171,2837
150928,70518,11135,5181,27745,10864,7725,7626,52083,30212,30796,9038,21820,21361,32442,8014,26308,17368,11059,17164,5961,11784,10562,24998,9877,40951,30865,8156,29565,57965,30691,31024,30271,1538,6720,4262,62911,12425,6391,20391,11673,9528,8909,60275,35703,20906,9590,19284,20077,31728,12762,16278,22395,15372,11128,4709,10127,9577,17222,9587,36715,35525,6435,31471,55004,29849,22007,22336,2084,5906,3009
151021,70828,11356,5621,27368,11069,8233,7038,50424,28533,28044,9636,30668,20152,33260,7540,25075,18481,11643,17164,6853,11959,10586,23962,11040,40062,30869,7955,27863,59851,30741,29306,28866,982,3720,4040,64789,12381,6593,20679,13230,9831,7073,58623,31379,21268,10207,22263,21971,32167,11759,20296,22322,15806,11612,6817,10768,10207,18504,10042,37740,36662,6515,29174,56412,31377,23239,20278,1749,3972,2989
151223,71875,11585,5984,29263,11348,8201,6654,50436,29867,29018,9484,27956,22646,33465,9453,26195,17678,12218,17708,6694,12017,10933,27931,11168,41768,32128,8425,28819,59301,33345,31483,30292,1111,4571,4495,64830,12465,6580,22244,13619,10251,7509,58864,33846,21817,10460,21954,20892,32610,13410,19973,22210,15846,11774,6336,10824,10436,19372,10065,38690,37450,6530,31003,56967,35491,23980,21687,1791,5148,3130
151324,70523,11264,5638,28727,9915,8100,5751,50876,30655,29963,9052,22712,22642,33149,8300,26823,17933,11753,16960,7046,11571,10703,24528,10583,40024,29619,7419,27787,56740,31222,28765,30157,1372,5487,3985,61951,12431,6495,21669,10813,8794,6821,58800,34341,21921,9891,20152,21430,31692,12145,18899,21919,14823,10816,5447,9422,10056,16257,9688,34631,36200,6185,29547,54011,31350,20947,21334,2010,4010,2789
151425,73011,11025,5533,26881,10463,7990,7679,50122,29371,27590,9774,27083,23599,32725,10095,25908,18533,11417,16448,6986,11392,10187,23405,10489,40175,30233,8184,27798,59288,28814,29646,29548,1413,4501,4486,63716,12455,6457,20474,12432,9417,7379,58817,35012,19779,10308,22360,21278,32035,13148,18451,23590,15469,9864,5284,9527,10361,17049,9770,36402,36309,6211,27760,54253,29088,22049,21813,1635,3939,3068
151526,71050,11216,5655,29162,10272,7858,7732,50867,29237,29279,9073,21449,22037,32593,9701,24848,18316,11751,17145,6454,11578,10030,25204,10259,41184,29538,8321,29280,57545,32278,30652,29934,1435,5763,4513,63711,12214,6319,21203,11891,8506,7834,57022,31663,18444,10038,16791,20540,30383,13042,17162,22799,15369,11114,6727,10548,10240,17004,9822,35245,35546,6264,31906,53220,32282,20827,21463,1907,4674,3112
151627,70108,11018,5710,27096,9508,8031,6174,51611,27774,29908,9058,29523,21237,33423,8208,25545,17809,12272,16403,6752,11702,10400,26312,9862,41436,29211,7994,27705,57344,29186,29850,29358,1212,5848,4308,62361,12034,6438,19654,9883,9239,6599,61152,31297,20919,9249,22302,20090,32496,11867,18470,21974,15756,10194,5813,9671,9567,18212,9563,36379,35685,6221,27432,53478,29957,23079,21408,1874,4924,2814
151728,68681,11325,5008,26769,10079,8515,6613,51489,27810,30000,9165,25345,21403,34522,9506,24024,17481,11157,16509,6173,11358,10895,24338,10145,40268,29780,7529,27215,54353,33163,28303,25329,1492,5151,3832,62448,12075,6145,20850,12012,9873,6834,56408,30157,19918,9982,21112,20887,33239,13212,19069,20931,14031,11137,5323,9665,10579,15441,9343,35869,35058,6188,28600,48602,31435,20911,18993,2206,4424,2673
151829,71286,11370,5554,26602,11575,7692,5762,48909,28021,27743,8829,26623,21712,30973,7414,24544,17940,10950,16569,6512,11935,10487,23446,10358,41188,28756,8240,28798,53939,30711,28840,27451,1350,4586,4298,63809,12439,6303,20147,13563,9077,6308,56624,31361,17971,10158,21196,20128,32089,11106,21504,21685,14588,9814,4616,9918,10133,16256,9715,33592,35296,6447,29376,50680,28773,23024,19374,1038,4626,3037
151930,71405,10660,5692,28287,9427,7383,8177,51971,31535,30859,9926,22962,21866,30396,8288,26136,17793,12310,16744,6183,11710,10224,23742,10581,40932,29274,8343,28945,59013,29809,31410,30564,1444,6724,4397,62731,12477,6452,21575,10111,8753,8470,60005,35543,22632,9390,22101,21016,29807,11388,17737,22870,14802,9670,4723,8904,9395,16846,9760,36422,34977,6454,30231,55528,29140,20953,21513,2186,5089,3187
152225,68754,11544,4878,26935,8937,7839,6755,50380,29764,28425,9334,24232,23061,32955,8303,25030,17359,10720,16741,7400,11881,10694,22721,9794,37295,28976,7942,28238,52653,28069,29589,28200,871,4834,4072,60208,12159,6043,20213,9272,9308,7480,59424,33962,19625,9701,20728,20449,31822,12564,16015,21853,13163,10852,4778,9669,10348,15170,9267,31985,33800,6097,28212,48918,26883,20026,20941,1895,3202,2834
152427,72024,11121,5789,29374,9687,7968,7953,50221,28301,28749,9741,24299,21833,31088,8789,24526,18169,10927,17240,6176,11688,10610,24374,10211,42169,30013,8528,28955,57366,28893,30295,29860,1247,5577,4468,63400,12340,6549,22241,10812,9498,8883,58356,33113,19418,9346,21428,20459,30984,12457,16456,23086,15216,10899,5393,10346,10344,17249,9668,36525,35419,6267,30483,52233,31261,21107,21997,1595,4632,3276
152831,68607,10953,5259,26526,10224,7737,5031,46975,27173,26055,8115,23025,20870,31927,8669,23972,17121,10487,15870,6303,11794,10496,23162,10604,39184,27535,7393,27636,50877,30498,27938,28052,1454,2801,3926,61325,12026,6108,19537,11247,8887,5474,53878,29201,15968,9463,17743,20112,31219,11926,18538,21181,14099,9503,6167,10110,10054,16208,9458,34003,33759,6169,29404,49945,28498,20239,19829,1292,2481,2677
153025,70560,11208,5930,28963,8620,7851,7656,52851,29106,31004,9267,26760,22990,33120,9453,25907,18801,12266,16978,7355,12134,10391,23229,10741,41106,31886,8422,28799,62050,30080,30882,29320,1481,4808,4488,62170,12421,6557,21659,10141,9526,7865,61060,32317,21752,9279,25170,22666,32333,13116,18752,23325,15771,9996,5711,10329,10333,17571,10013,36758,36460,6337,27067,54826,30394,22071,20485,2324,4866,3004
153126,72463,11353,5744,25825,10895,7740,6103,48210,29632,26984,8779,25671,20679,31273,9373,26695,17747,12636,16277,6337,11814,10554,24006,10938,39407,29785,8566,27118,56456,32936,30030,29301,1604,6742,4439,62307,12289,6520,19499,11970,9537,7518,57679,31589,21879,10061,17625,19011,31312,12514,21129,21326,15686,10608,5230,8760,10482,16821,9961,36619,36671,6550,27584,54098,35633,23627,20167,2083,5972,3142
153227,67217,11265,5595,27184,8044,7918,6421,49726,28474,29248,9331,27191,19929,32055,7198,25685,18135,12014,16864,5532,11704,10605,22770,10695,40099,31476,8117,28182,55165,32396,29712,28740,1286,4094,4186,60979,12391,6617,20140,9368,10078,7312,57139,31715,20002,9457,21433,19868,31093,12205,20706,22698,15353,10057,4463,9798,10312,18301,10002,34540,37086,6194,28601,53009,32331,24243,20560,1827,4316,2820
153429,68803,11134,4802,27864,9809,8138,7918,50850,31567,29315,8426,23995,22151,32377,9287,26348,18069,10601,16563,6958,11233,10613,21556,9639,38588,29384,7738,29067,54404,28208,29868,28911,1412,5254,4269,60893,12323,5979,21732,12289,9041,8200,59207,34070,19513,9807,23064,21247,32191,13879,18537,22134,14040,9609,5443,8958,10462,15699,9567,33765,35491,6053,29281,50737,29725,19694,19898,1616,5166,2910
153631,73466,11318,5786,28156,10912,8197,6964,50764,31541,29381,9525,24731,23715,33876,8120,26768,18871,12597,17115,7522,12071,10828,25387,10998,41059,31883,8125,29605,62279,32561,30050,29526,1128,3552,4425,64671,12458,6511,21498,12719,9790,7093,59519,34133,21717,9961,21871,21041,32977,12301,18269,23857,15103,10939,7215,11209,10489,17606,9932,37415,36924,6443,31040,58617,35170,19697,20537,1496,3278,3073
153732,71162,11057,5727,27653,9834,8617,5884,49325,28640,28634,9223,24326,20532,33943,7838,26436,17992,12742,17376,7070,12087,10617,26478,10642,42338,31566,8046,27987,63561,33782,30937,29224,1373,5211,4401,63135,12253,6509,21285,10610,9804,7531,58121,32105,21150,9704,20862,20443,33109,11825,20764,21767,15934,11367,6134,10321,10129,17258,9675,37283,36104,6152,28743,55987,32674,23767,21070,2388,5154,2980
153833,69728,11411,5777,26614,11244,8212,6371,51849,31232,30486,9642,28103,21264,32862,8414,25379,18164,11428,17525,6173,11980,10773,26916,10932,41077,31557,7827,26753,50750,31004,29867,31092,1657,4768,4340,63421,12392,6030,20549,13081,9314,7188,60929,34977,19967,10391,22621,19027,33239,12339,16010,22698,15216,11340,6717,10887,10472,18437,9730,35903,36907,6192,28623,51070,34214,19236,21508,2199,3399,3036
153934,70929,11323,5551,27700,10982,7863,6375,51344,27462,28989,8184,25328,21610,32231,10131,24108,17414,9889,16290,7430,11922,10400,23457,10308,38634,27608,8010,28414,54002,29169,30140,29253,1639,4944,4336,63596,12236,6146,20681,12742,8838,6913,57653,30620,19419,9694,19996,20697,31739,12853,17981,21661,13713,9911,6032,9619,10272,15296,9225,34031,33558,6369,28549,50814,28702,21410,21600,1876,4166,3107
154229,71164,11457,6148,26359,10513,8226,6630,51009,29857,30673,9796,25227,21346,32048,8279,26120,18243,11524,16305,6034,11458,9896,25779,10872,40090,30527,8331,27968,56680,31883,30528,29529,1703,5182,4389,63478,12300,6165,20933,11955,9944,7830,60057,32599,22579,10191,20225,20716,31597,12158,19130,22970,15579,10073,4160,9547,10254,16605,9668,35131,35479,6422,28536,53270,29277,20647,21006,2031,4879,2806
154330,68657,11369,5013,29105,7769,7821,6301,50819,30308,27756,9709,24275,21901,33088,8994,23782,18207,11684,16943,7053,11800,10662,25383,9650,41574,30472,7535,28054,55133,32028,27540,27695,1041,2822,4322,60701,12153,6479,22661,10760,9125,6596,57340,32702,18875,10124,21746,21772,31055,12368,16034,21545,15196,10909,5988,9838,10293,16197,9729,35067,36038,5905,29943,52242,30565,17937,18750,1857,2192,2824
154431,69710,11087,5308,27064,7337,6578,6961,51510,28052,28850,9147,25784,22994,31509,9381,26562,19154,10466,15251,6812,11567,10135,21990,9918,40191,28392,6885,27566,53439,27193,29288,27580,747,5586,4406,60317,12248,6147,20529,9880,9220,7104,60364,33032,20711,9693,22432,21816,31482,13436,19910,22752,14824,10037,5523,9086,10131,16127,9741,34502,35442,6191,27546,51397,29381,21706,19295,1642,4312,3173
154532,72127,11193,5455,27166,9119,8120,7006,52063,30410,31179,10056,23034,22555,34293,8870,26112,18148,13219,16471,6741,11941,10570,25483,10920,39687,31882,7490,26308,55763,32808,30056,30541,856,5837,4536,63142,12357,6056,20260,9582,9216,7990,59970,34126,20886,9389,24216,21421,32788,12577,20365,23256,15049,10122,6134,9948,10353,17533,9606,33295,35838,5896,27156,47442,30563,22210,21381,1395,4556,3055
154734,72204,11197,5544,28358,10704,8571,7232,50811,30685,28595,9302,26045,23780,34031,9771,23114,17976,12892,17268,7392,12034,10739,24237,10494,41350,31019,7821,28791,58923,31868,28801,29300,908,3923,4356,63781,12237,6356,21486,12626,9987,7534,58983,34162,18446,10047,20125,21272,32433,13080,15931,22583,15416,10738,7013,11054,10266,17924,9632,35877,36551,6384,31423,55121,32212,20643,21526,1369,3549,2653
154835,69705,11192,5783,26080,7314,7884,7165,50691,28030,31025,9272,21859,20158,31967,7467,27492,17831,13771,17046,6223,11608,10581,27091,10583,41596,31992,7954,26436,61425,33696,30406,30031,1162,6115,4033,61908,12426,6534,19975,8880,9380,8045,60470,32424,21012,9204,24289,19189,31842,11015,21893,23028,16061,10631,6353,9935,10299,16283,9782,35011,37402,6239,27233,56730,35505,22479,18497,2037,5665,2628
154936,69921,11253,5830,26654,10757,7863,8084,52406,30150,30005,9044,21636,22540,32001,11004,23701,17643,10848,16794,5943,11834,10647,23937,10448,41472,29707,8314,29066,56168,30512,28869,29574,1302,4220,4437,63313,12474,6638,19542,11957,9155,7438,58762,35868,19335,9680,22817,22161,31518,14109,15973,22334,14638,10002,5800,9695,10126,14917,9904,34344,35751,6266,30275,52378,28627,18780,20815,1467,3651,3254
155231,71909,10949,6001,28634,10320,8099,7936,49001,29621,27758,8290,26573,23985,29171,9588,27054,17239,12382,16928,6573,11865,10550,25896,10638,41698,30129,8429,28717,60646,31086,30711,29980,1040,4636,4642,63496,12394,6621,21196,11709,9450,8363,57737,33788,21620,9635,22856,22126,29127,12917,19357,22728,15191,10263,5255,9501,10213,17983,10029,36377,35487,6495,30064,55151,30182,21070,21610,1331,5002,3146
155635,68182,10923,4976,26785,8056,7868,7653,51737,28360,29865,8792,28504,22112,33806,9972,26079,17844,11776,16752,6675,11864,10683,23925,9654,41390,30613,7246,26703,56951,32029,29090,26423,890,4549,4174,61597,12227,6160,20836,10879,9715,7741,60857,28808,22640,10282,24478,20102,32788,13373,19243,23028,15267,10862,5719,10460,10017,15434,9683,37451,35499,5973,28017,53099,28645,21955,18482,1509,4151,3067
155938,69724,11096,5528,27955,8842,8394,8716,52242,29544,30034,8427,24513,21458,32812,8681,26030,18261,11610,17108,7169,11796,10198,24367,10357,41486,29921,8011,29040,59394,30721,29131,28039,1589,5748,4440,62965,12475,6474,20974,11820,9822,8689,60823,32686,22304,9776,21565,19718,32507,12775,18398,23413,15277,11112,5425,10013,10285,16790,9637,37486,36471,6421,29647,53735,32657,20466,20655,1866,5230,3142
156031,72200,11407,5535,27556,10875,7626,7037,50377,29838,28368,8841,24569,21332,32357,8769,24647,17843,11714,16916,6632,11784,10310,25025,10544,40919,28434,8053,27943,56548,30617,28699,29674,1287,5109,4417,64651,12318,6351,21341,12716,9544,7656,58518,33547,20786,10105,20388,20514,32637,12968,18337,22531,14337,11114,6524,10100,10241,16755,9907,35671,35378,6337,28148,50903,30735,19430,20571,1875,3831,3132
156233,73512,11508,5785,28881,10804,8141,8546,51437,30996,29066,9404,23365,21701,32700,9119,24111,19431,11684,17328,6817,11726,10920,26679,10920,41381,31196,7608,28328,56608,32207,28471,30210,1150,2773,4410,64534,12202,6383,21287,12798,9494,7911,57228,34330,17512,10388,22004,20776,33276,12672,15422,23962,14845,10762,6836,10122,10271,18561,9722,37204,36742,5985,30617,53635,33300,18976,21968,1781,2284,2946
156334,66163,10831,5434,25685,6261,7747,6824,49519,29375,26868,9255,26218,21459,33299,7263,25680,17501,12476,15987,6860,11656,10662,24036,9452,39934,30298,8215,28180,57910,30347,30222,28656,1282,4297,4233,60477,12500,6516,20378,9004,9706,6315,59318,29437,18487,8858,19960,20705,32138,11937,17770,22605,14833,10154,5195,9712,10072,16775,9443,36579,36124,6455,27684,53318,31695,21801,19678,1550,4188,2882
156435,72038,11282,5738,28514,10558,7976,6955,51483,30463,29659,9636,21527,22439,31829,9625,26683,18122,12999,16889,6394,11810,10617,25863,10815,42386,31050,8221,28912,62346,32752,30951,30184,1574,5442,4397,62967,12281,6500,21549,12249,9385,7441,60370,34570,19378,10041,21488,22002,32227,13209,18417,23123,15398,10213,6133,9326,10285,17806,9852,36695,37094,6370,29927,56054,32738,21962,21087,1736,4872,3083
156536,72019,11403,5780,27201,11186,7081,6690,49725,31214,28971,8610,21121,22616,32782,8871,24741,17412,11572,16555,6170,11266,10555,26035,10726,39493,30050,8351,29437,59215,33066,30866,30657,1836,6041,4480,64285,12104,6415,20116,12965,8564,7532,56364,36234,18387,10446,12653,20524,32322,12299,18237,21713,15258,10016,4006,8270,10655,17700,9747,34659,36876,6441,30801,55353,35334,22931,22950,2291,5589,3264
