,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
112819,245014,387376,2684,10149,3923,6397,2133,30237,5499,2313,756,246863,381595,3038,9875,4069,6397,2118,5507,2723,666
112920,240869,392560,1643,9468,2850,6397,2133,21196,4547,2242,756,244304,395740,1226,9390,3212,6397,2118,4837,2420,665
113215,246131,398149,5405,10021,3797,6392,2130,26312,5236,2358,756,246391,392885,4039,9657,4036,6394,2118,5408,2615,666
113316,243585,375787,4372,9538,3231,6396,2133,24569,5170,2204,756,243835,377332,3357,9759,3746,6396,2118,5535,2585,666
113619,244005,367320,2653,10187,3747,6376,2133,31160,5238,2173,756,246642,386338,2726,9806,4127,6397,2118,5020,2433,666
113821,242454,367117,2083,9617,3123,6397,2133,24635,4908,2306,756,242197,364845,1379,9787,3291,6397,2118,5403,2585,666
113922,239188,403175,1068,9434,1948,6385,2133,23404,4982,2354,756,239056,389956,1317,8671,1379,6397,2118,5274,2417,661
114116,246579,407215,3320,10065,3758,6397,2133,30409,5383,2454,756,246341,409931,1570,9732,3312,6397,2118,5524,2695,666
114217,243089,381977,1404,9855,3626,6397,2133,28616,5339,2368,756,242621,390233,955,9952,3691,6397,2118,5352,2664,665
114318,247973,414531,4599,10200,3664,6397,2133,30764,5371,2092,756,248343,409476,3209,9971,3584,6396,2118,5343,2511,666
114419,245798,412118,3503,9946,3905,6380,2133,29157,5139,2309,754,244972,415534,1506,9798,3922,6397,2118,4985,2772,650
114621,239385,379633,691,9866,3480,6381,2133,26048,5108,2334,756,243710,377777,1021,9231,2743,6397,2118,5211,2658,652
114823,243740,386306,1914,9680,3862,6397,2133,28167,5239,2302,756,245692,385001,1776,9600,3807,6397,2118,5241,2518,666
115017,244383,402065,3374,10160,3778,6397,2133,29062,5291,2397,756,246877,403906,3601,10092,4122,6397,2118,5459,2744,666
115219,245406,394539,3480,9765,2932,6397,2133,20468,5121,2154,756,246380,397743,3239,10085,3676,6397,2118,4971,2736,666
115320,243417,374638,1593,10031,3211,6397,2133,30418,5021,2229,756,243925,385112,1254,10088,3859,6397,2118,5274,2719,666
115724,247045,402797,5548,10190,3890,6397,2133,23009,5137,2314,756,248085,392515,4932,9763,3955,6397,2118,5148,2666,666
115825,243425,397425,2084,9479,3397,6397,2133,25156,5031,2279,753,243672,386615,1612,9205,3426,6397,2118,4918,2674,662
116221,240111,384007,1354,9185,3478,6397,2133,26928,5256,2216,752,243300,390591,1764,8679,3732,6397,2118,5240,2459,661
116423,240372,392923,831,9247,3042,6397,2133,23722,5003,2275,748,243646,390408,1324,9510,3364,6397,2118,4820,2547,665
116524,236994,383914,209,9577,3272,6397,2133,25235,5199,2394,750,238949,378157,262,9252,3090,6397,2118,5225,2616,642
116726,238734,355651,1325,9594,3742,6397,2133,26593,5036,2288,756,240731,344267,1069,9047,3423,6397,2118,5023,2420,662
117021,246369,401208,2679,9873,3944,6397,2133,25677,5345,2393,756,247125,406468,2013,9905,4097,6397,2118,5467,2651,666
117122,241726,393659,372,9305,3591,6397,2133,26847,5158,2313,746,243697,390713,581,9518,3702,6397,2118,5401,2559,663
117324,242410,385323,2368,9576,3888,6397,2133,24661,4689,2367,756,245127,377289,3024,9805,4117,6397,2118,5194,2740,666
117930,245991,392137,3361,10063,3762,6397,2133,25252,5356,2397,756,246356,385106,2525,8814,2392,6397,2118,5190,2583,666
118023,246928,420461,4518,10285,3947,6397,2133,28688,5153,2361,756,246800,419022,3248,10038,4105,6397,2116,5173,2661,666
118124,246842,412248,4981,10293,3800,6397,2133,29016,4919,2250,756,246542,405583,4956,9981,3846,6397,2118,4698,2295,666
118225,242818,381373,1329,9307,3904,6233,2133,21987,5049,2318,756,243463,375533,1360,9446,3659,6396,2118,5350,2523,665
118528,246223,395627,6105,9853,3868,6397,2133,31939,4985,2178,756,246769,395269,4139,9808,3740,6397,2118,5162,2436,665
118730,242876,389511,3962,9702,3797,6397,2133,26210,5235,2326,756,243555,376501,2812,9424,3697,6392,2118,5122,2643,666
118831,242519,397496,2818,9814,3949,6397,2133,22690,4739,2280,756,244447,383619,2045,9557,4062,6397,2118,4948,2573,666
118932,239932,422117,346,9234,2875,6397,2133,27495,4582,2357,732,247000,412977,2344,10014,3996,6397,2118,4875,2519,663
119025,246713,411289,6180,9525,3608,6397,2133,24466,5302,2297,756,247866,416873,4903,9963,3869,6397,2118,5457,2600,666
119126,244749,393171,1588,9972,3610,6397,2133,31843,5311,2392,754,246149,403061,1449,9533,3520,6397,2118,5364,2682,633
119732,242611,405513,2748,10167,3937,6397,2133,29628,5346,2303,755,245469,407332,2638,10124,4061,6397,2118,5365,2638,657
119833,246593,397289,5507,10068,3830,6397,2133,29908,5017,2332,756,247409,398625,4418,9842,3926,6397,2118,5288,2704,666
120010,243922,373416,1873,9062,3134,6397,2133,23472,4869,2335,756,244499,377830,869,9082,3693,6397,2118,5093,2609,666
120111,246941,396535,4797,10307,3946,6379,2125,25731,5293,2371,756,247444,395586,3752,10048,4096,6379,2115,5121,2566,666
120212,242024,393017,414,9572,3390,6397,2133,27098,5025,2291,745,240304,383293,25,8895,2650,6397,2118,5065,2686,612
120414,240562,393429,393,8731,3490,6397,2133,27551,5082,2452,747,238832,392208,80,8893,2738,6397,2118,5245,2754,615
120515,243176,410156,1204,9841,3822,6397,2133,28746,5369,2449,756,242958,404106,821,9720,3433,6397,2118,5414,2799,666
120717,234064,391147,923,9990,3889,6397,2133,28116,4987,2383,756,238436,394608,337,9428,3200,6393,2118,5121,2519,626
121416,229138,356900,55,7639,1304,6397,2133,24377,4250,1934,684,230192,358625,138,6421,1199,6397,2118,4414,2213,556
121618,245087,369720,3744,9550,3672,6382,2133,24284,4841,2213,756,246611,373647,3711,10036,3898,6397,2118,5016,2491,666
121719,237965,351050,200,8864,3113,6397,2133,24235,5193,2426,751,238709,345181,298,9061,3338,6397,2118,5195,2754,651
121921,244043,397450,2949,9953,3845,6397,2133,25310,4945,2319,756,245126,388856,2679,9981,3997,6397,2118,4997,2626,666
122317,243074,386157,1497,9133,3782,6397,2133,29158,5152,2342,754,244650,382692,2125,8426,3594,6397,2118,5175,2646,661
122418,246755,409736,3481,9980,3947,6397,2133,28876,5326,2443,756,246322,408194,2397,9878,4047,6397,2118,4895,2786,662
122620,239773,388728,2446,9579,3946,6397,2133,21403,4873,2262,756,240734,379727,1214,9295,4022,6397,2118,5025,2658,666
122822,246650,410504,6267,10135,3906,6397,2133,29371,5107,2354,756,246806,405170,5287,9887,3851,6363,2118,5345,2600,666
123117,243709,408042,2809,9923,3887,6394,2133,31391,5061,2382,756,245129,397163,2244,9763,3821,6391,2118,5193,2610,663
123420,241651,363467,1925,9465,3835,6397,2133,24375,5285,2333,756,242487,360158,2125,9134,3529,6397,2118,5404,2567,661
123521,246500,392638,5232,9305,3948,6397,2133,27404,4867,2457,756,246812,393241,3575,9258,4118,6397,2118,5188,2712,666
123723,237417,381209,532,9617,2815,6397,2133,29854,4895,2251,737,238917,374188,612,9317,2279,6397,2118,5333,2638,600
123824,246475,398436,3384,10031,3896,6397,2133,28657,5152,2334,756,247957,399478,4085,9963,4097,6385,2115,5367,2465,666
123925,243721,390357,1212,9949,3702,6397,2133,30161,5122,2270,756,245768,386316,1175,9905,3571,6397,2118,5184,2558,666
124220,243551,378935,2281,9731,3545,6393,2133,25583,4987,1779,756,241720,378373,1029,9809,3952,6397,2118,4457,2189,666
124422,235045,373686,578,8984,2320,6397,2133,27792,4733,2430,738,235956,369305,106,9463,2708,6397,2118,4952,2807,641
124624,243865,381425,1869,9480,3780,6383,2133,26819,5395,2335,752,244023,379397,1327,9509,3801,6389,2118,5379,2631,666
124826,244425,400653,5820,10182,3932,6397,2133,28184,5319,2328,756,243748,403474,3438,9781,4092,6397,2118,5534,2655,666
125222,244610,400545,2314,9411,3117,6397,2133,23284,4975,2257,756,246786,406553,2705,9812,3893,6397,2118,5271,2670,666
125424,244064,382851,3188,9563,3062,6397,2133,25889,5239,2234,756,244810,372533,3855,9833,3701,6397,2118,5278,2575,666
125525,247991,417478,3504,10158,3753,6397,2133,30140,5275,2419,756,248926,418021,3098,9890,3754,6397,2118,5396,2703,666
126325,242366,391630,2682,9812,3942,6397,2133,28434,5254,2336,756,242428,384402,1099,9427,3718,6397,2118,5333,2495,657
126426,240220,394823,333,9272,3111,6397,2133,26846,5098,2418,720,244346,389634,913,8918,3247,6397,2118,5123,2745,633
126628,247714,405135,3502,10251,3818,6395,2131,27320,5085,2234,756,247993,394001,3523,10033,3815,6333,2118,5295,2495,666
127226,236699,386985,1975,8669,2970,6397,2133,22555,4774,2003,756,239721,384931,2000,8464,3182,6397,2118,4693,2346,666
127327,244771,398470,2195,9698,3828,6397,2133,29761,5178,2363,756,244667,404169,1370,9687,3863,6397,2118,4900,2613,666
127630,244191,385239,4446,10211,3842,6397,2133,29432,5264,2201,756,245095,388669,4678,9872,4101,6397,2118,5278,2603,666
127731,236319,379266,242,9627,3169,6397,2133,28804,4833,2383,740,236256,379137,706,8872,1950,6397,2118,4896,2789,626
127832,245332,417503,2932,10214,3784,6397,2119,30157,5439,2391,756,246318,419409,2216,10086,4093,6397,2118,5244,2629,666
127933,244710,396578,2555,9684,3360,6397,2133,26589,4926,1952,756,246304,401740,2592,10021,4005,6397,2118,5080,2313,666
128026,241641,403805,1252,9399,3607,6397,2133,27317,5000,2239,756,241535,412363,482,9349,3522,6397,2118,4925,2666,666
128127,245277,385550,4160,9795,3830,6319,2133,28849,5303,2372,756,245517,397128,3707,9461,4025,6397,2118,5286,2734,666
128632,236934,391877,1447,9900,3241,6397,2133,26955,5379,2313,738,238510,403281,400,9829,3658,6397,2118,5465,2720,657
128935,244834,393679,2156,9589,3749,6397,2133,23214,5072,2180,756,245878,386103,3138,9856,3944,6397,2118,4259,2567,666
129028,243094,383087,2617,10147,3867,6387,2133,25877,5112,2130,756,246074,388276,1702,9324,3904,6397,2118,5206,2362,666
129129,245871,386977,2395,9356,3687,6397,2133,27071,5115,2414,753,246589,383978,1692,9473,4016,6397,2118,5517,2766,666
129331,244550,389989,3073,9730,3698,6397,2133,24913,5352,2319,755,245529,387113,2586,9678,3512,6397,2118,5444,2573,653
129634,240451,386499,244,9490,3326,6397,2133,23814,4710,2226,753,243965,379703,864,9628,3530,6397,2118,4999,2645,666
129937,243224,385763,1196,9160,2015,6397,2133,26960,5199,2340,703,243563,391559,798,8863,1483,6397,2118,5025,2590,596
130013,241252,399620,252,9532,3397,6397,2133,24972,5055,2417,750,244308,394654,908,9453,3159,6397,2118,4941,2567,665
130114,245535,384615,4361,8942,3869,6397,2133,22386,5230,2283,756,245533,369470,4126,9536,4127,6396,2118,5226,2740,666
130316,242619,405324,1453,9646,3363,6397,2133,29003,5354,2372,756,243036,396520,1181,9366,3225,6397,2118,5249,2739,666
130417,238671,387126,321,9489,3407,6397,2133,24645,4761,2354,752,239668,382202,395,9211,3194,6397,2118,4952,2592,653
130518,245639,390164,2652,10000,3756,6397,2133,28121,5193,2381,756,246513,376672,2229,9978,3784,6397,2118,5344,2598,666
130619,243905,417201,1785,10109,3583,6397,2133,27231,5155,2409,754,234766,420391,40,9311,2540,6397,2118,4889,2737,657
130720,244689,379467,1761,9658,3678,6397,2133,22267,4897,2261,756,245595,388760,2115,9009,3887,6397,2118,4929,2343,666
130821,244847,417118,2155,9950,3916,6397,2133,27306,5079,2332,756,245906,426589,1578,9602,3905,6397,2118,5281,2678,666
130922,243505,381417,1241,9688,3354,6397,2133,26816,4789,2282,754,246109,381470,2087,9904,3842,6397,2118,5087,2729,666
131217,241673,368709,1641,9693,3846,6397,2133,28933,4951,2299,756,244075,379397,1494,9093,3978,6376,2118,5449,2678,666
131419,245323,386652,4863,10027,3929,6397,2133,28526,5461,2415,756,246299,392079,3835,10001,4126,6397,2118,5458,2672,666
131722,247147,419612,3785,9736,3948,6397,2133,27236,5137,2062,756,245583,415460,1686,9159,3176,6397,2118,5134,2726,666
131823,243062,391932,1181,9364,3877,6397,2133,25107,4985,2427,754,244361,396388,1012,8617,3371,6397,2118,4878,2678,654
131924,236501,393591,200,8019,2450,6397,2133,23265,3627,2184,722,240986,372740,744,8480,2633,6397,2118,5099,2457,650
132017,239549,394201,2457,9736,3639,6397,2133,26204,5258,2360,756,237844,386697,1080,9488,3262,6397,2118,5330,2637,641
132118,244976,373140,4968,10170,3949,6394,2133,27197,5145,2325,756,245342,374773,4930,10138,4127,6397,2118,5158,2710,666
133019,247288,414435,5407,10312,3949,6397,2133,31694,5225,2370,756,247904,410726,4236,10189,4127,6397,2118,5589,2800,666
133625,243839,396448,4160,10003,3899,6397,2133,25464,5208,2273,756,244356,387179,2018,9179,3717,6397,2118,5181,2512,666
133827,245203,384233,3047,9952,3798,6391,2133,29830,5023,2376,756,246503,383088,2211,9288,3695,6397,2118,4992,2675,658
133928,243580,387402,3331,9968,3632,6379,2133,24973,5116,2276,756,242683,379207,1953,9376,3050,6392,2118,5169,2418,666
134021,244730,392299,1362,9585,3691,6397,2133,30702,5130,2274,751,246436,399789,1148,9273,3699,6397,2118,4768,2686,661
134223,248005,408103,4037,10298,3874,6397,2133,27132,5172,2399,756,247780,402862,2762,10027,3663,6397,2118,5445,2767,666
134324,245807,388257,4551,10038,3866,6397,2133,24301,5199,2422,756,246840,387616,3349,9534,3821,6328,2118,5261,2662,666
134425,247732,406627,4535,10144,3903,6397,2133,23911,5184,2435,756,247667,398890,3947,10067,3749,6397,2118,5345,2673,664
134627,237911,389747,120,9493,3069,6397,2133,25142,5021,2230,752,242661,378485,1045,9293,2772,6397,2118,4981,2626,646
134728,241424,355322,3265,8837,3919,6397,2133,21705,4767,2210,756,243105,365701,3818,8689,3885,6379,2118,5080,2325,666
134829,237909,365200,74,9770,2738,6397,2133,26918,4820,1984,737,241908,360853,363,9714,3076,6397,2118,5031,2287,643
135124,243119,382431,1248,9292,2971,6397,2133,27323,4833,2253,748,246045,389384,1854,9655,3564,6396,2118,5145,2653,665
135225,242480,388353,2088,9429,3936,6397,2133,27971,5048,2337,756,244366,384189,1264,9537,4069,6397,2118,5354,2779,666
135528,246234,413522,4572,10100,3948,6397,2133,28718,5309,2342,756,245781,402997,3243,9834,4001,6397,2118,5457,2781,666
135629,243544,398417,4011,8509,2686,6397,2133,24818,5228,2342,754,243981,396307,2906,8270,2360,6397,2118,5181,2540,636
135730,245428,396831,4415,10300,3887,6397,2133,24614,5357,2324,756,246648,390569,3837,9667,4066,6393,2118,5284,2483,666
135932,246477,398403,3079,9729,3494,6390,2133,27608,4719,2375,756,246626,396925,1697,9827,3695,6394,2118,5322,2735,666
136126,243438,369374,5344,9617,3118,6397,2133,23418,5106,2272,756,245263,373561,6169,9991,3964,6397,2118,4897,2649,666
136227,245300,376178,4304,9919,3946,6397,2133,30931,5315,2402,756,245311,380568,1741,9559,3927,6397,2118,5127,2432,655
136631,245095,394542,4615,9714,3940,6397,2133,28332,5258,2255,756,244798,384278,2416,9768,3943,6397,2118,5404,2665,666
136732,246440,399459,6098,10261,3931,6397,2133,30020,5166,2440,756,246886,396719,5134,10105,4127,6397,2118,5353,2632,666
136833,247061,415562,4311,10254,3823,6397,2133,34389,5131,2386,756,248293,413179,4824,10159,4121,6397,2118,5429,2725,666
137027,240422,389666,1181,10029,3560,6397,2133,27447,5322,2359,752,240672,387682,565,9482,3156,6386,2118,5242,2669,634
137128,247293,414824,3686,10338,3897,6397,2133,33400,5426,2369,756,247889,402633,4157,10070,4052,6375,2118,5285,2559,666
137229,245142,389571,5764,10163,3926,6397,2133,27945,5442,2411,756,246387,402194,5287,10122,4072,6397,2118,5646,2704,666
137431,248190,409403,4920,10221,3874,6397,2133,27828,5223,2382,756,248914,412833,3787,10024,3717,6387,2118,5117,2673,666
137532,233614,355478,583,8107,1047,6396,2133,23934,5018,2128,725,236036,358137,315,8077,1388,6397,2118,5062,2536,596
137633,243174,392704,3336,10124,3867,6397,2133,29291,5203,2402,756,244192,401021,2432,9731,3970,6397,2118,5419,2719,638
137936,246321,390467,4604,9968,3889,6397,2133,25292,5122,2314,756,245956,387759,3012,9448,3899,6397,2118,5050,2539,666
138130,244873,392609,3973,9519,3291,6397,2133,25303,5107,2368,741,243870,401966,3413,9709,3961,6397,2118,5148,2658,666
138231,247368,387638,4651,9949,3845,6397,2133,24440,5380,2279,756,247334,390525,3137,9540,3914,6397,2118,5430,2651,663
138332,233850,363142,70,9263,3388,6397,2133,24024,4799,2252,755,238487,363521,287,8770,3012,6397,2118,5031,2513,646
138534,247077,400909,3474,9727,3752,6397,2133,28498,5144,2275,756,247091,391868,4535,9863,3677,6397,2118,5217,2616,666
138837,245055,410423,3369,10135,3886,6397,2133,27874,5263,2369,756,246021,411014,3182,9756,4045,6397,2118,5254,2703,666
139233,243407,393709,2360,10132,3908,6397,2133,28081,5400,2386,756,245032,386682,2091,9537,3821,6397,2118,5304,2570,659
139435,247392,413997,6180,10351,3935,6397,2133,30972,5324,2313,756,247818,409206,4793,9895,3870,6397,2118,5453,2506,646
139637,244580,390027,3989,10003,3864,6397,2133,27287,5085,2366,756,244555,382720,4186,10194,4083,6380,2118,5015,2509,666
139839,243366,383216,1354,9143,2828,6397,2133,21055,4831,2121,756,246528,386525,3667,9454,3682,6397,2118,4890,2538,666
140117,244837,395888,1684,9689,3702,6397,2133,29453,5284,2155,743,246308,380859,2425,9785,4081,6397,2118,5327,2472,649
140319,239804,380154,1414,9976,3948,6397,2133,28581,4863,2357,754,241725,371712,1034,9879,3854,6397,2118,5134,2644,659
140420,246207,412902,4108,10294,3845,6397,2133,32573,5277,2269,756,247427,405034,4990,10149,3861,6382,2118,5526,2631,666
140824,241357,383575,1025,9415,3147,6397,2133,28444,5093,2146,756,243993,381950,1510,9674,3975,6397,2118,5326,2624,666
140925,246004,410930,4006,10273,3850,6397,2133,28580,5305,2375,756,245306,409440,1600,9874,3636,6397,2118,5307,2638,666
141119,245922,381887,3045,9626,3146,6397,2133,27900,5231,2306,756,245493,386076,1593,9652,3449,6397,2118,5110,2548,666
141422,244823,375662,4722,10155,3851,6397,2133,25941,5236,2459,756,243460,381923,2413,9608,4007,6397,2118,5329,2728,666
141826,245564,409394,933,9439,3700,6397,2133,28523,5258,2401,754,247221,401001,1512,9857,4073,6397,2118,5356,2741,664
142828,243546,392056,3206,10302,3743,6396,2133,25155,5266,2355,756,244275,383413,1474,9668,3615,6377,2110,5360,2604,666
143224,242772,376855,3593,9730,3499,6397,2133,28259,5402,2404,755,244469,375666,4291,10007,4084,6395,2118,5465,2781,666
143325,246723,401939,2848,10297,3876,6397,2133,26576,5369,2332,756,248079,399734,1895,9879,3892,6397,2118,5087,2718,666
143426,246884,386477,4278,10282,3918,6397,2133,28470,5276,2467,756,247693,391250,3754,10100,4042,6397,2118,5444,2796,666
143830,247153,403871,3219,10324,3918,6397,2133,30147,5384,2342,756,247700,402864,2579,9959,4023,6397,2118,5189,2568,666
144125,246953,399279,4964,9860,3922,6397,2133,31653,5173,2309,756,246141,399088,3093,9895,3669,6397,2118,5413,2734,666
144226,241214,391412,2594,9466,3896,6388,2133,26501,4996,2308,756,242249,385985,1922,9392,4075,6397,2118,5151,2625,665
144428,234174,415227,123,8856,2438,6397,2133,29886,4372,2273,741,237662,404987,592,9015,2368,6397,2118,5226,2514,661
144731,244746,411494,1717,10084,3586,6397,2133,24601,5022,2324,756,243198,407797,925,9620,2889,6397,2118,5049,2605,666
144832,247367,417667,5302,9872,3867,6397,2133,27143,5141,2261,756,247722,410359,3654,9841,3972,6387,2118,5318,2623,666
144933,244373,399107,3446,9383,3125,6397,2133,23477,4855,2158,756,244804,401544,2042,9322,2927,6397,2118,4706,2537,665
145127,239728,383438,1452,9663,2033,6397,2133,25931,4662,2254,756,240479,393545,888,9402,2268,6397,2118,5355,2612,665
145632,28,36,24,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145834,243026,399223,2570,9729,3717,6397,2133,26210,5275,2372,756,243451,398108,2566,9642,3679,6397,2118,5434,2743,666
146129,243914,391440,3326,10053,3900,6386,2133,24839,5370,2261,756,243488,390263,1186,9110,3628,6344,2118,4830,2242,666
146331,245243,398180,4983,10035,3727,6397,2133,32962,5286,2214,756,243863,385211,4310,10095,3826,6397,2118,5312,2541,663
