,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
163331,24300,21801,24083,26579,6008,5912,33738,32809,4614,4826,7275,9412,17688,12557,9917,10395,6692,8710,13335,16461,2190,2068,15898,13885,4667,5912,5441,4623,13780,12162,10167,9721,14953,16746,3548,2329,7225,7180,5645,6107,1695,1838,14854,13613,10159,10479,15152,16199,7382,9284,20209,14219,6640,7211,15008,15360,25375,23824,13384,11927,17612,8273,8066,12110,8046,11581,25026,23216,8564,5034,7401,7229,7942,8510,2285,2188,8626,8236,1753,1768,16808,21081,7696,7430,33414,29910,3770,4399,17968,17531,15002,14633,8541,8909,731,693,7146,5430,12428,12841,3449,2744,12648,15063,5964,5379,329,332,145,812,3394,2211,710,1744,1268,308
163432,21264,19102,22595,24999,6129,5846,31284,31629,5383,5199,6164,7852,14391,10565,8242,7898,6293,8740,11336,15013,1570,1792,14824,13292,4459,5640,4625,4620,12338,11306,8960,9824,12889,15118,3413,2423,6651,6319,6980,8385,1649,1829,14936,12782,10399,10173,15242,16345,7816,9093,20958,15010,6278,6545,17471,19266,20965,18969,11418,8752,17083,9198,8210,12477,8381,12069,22388,20886,6221,3582,7350,7264,7940,8510,2285,2188,8363,8039,1306,1678,15860,20410,8171,5212,34032,31893,3950,5140,21767,24016,17091,16913,9568,8845,593,817,7276,5401,12920,13230,3404,2081,13600,13981,6329,5687,587,598,43,666,3449,2327,1291,1809,1312,419
163836,24334,22563,25166,27680,6389,5942,33681,33478,5124,3726,6565,8985,15520,10785,7047,6281,6789,9506,12874,15055,2219,2024,19288,14978,5406,6011,6107,4909,12921,11949,9926,9217,13649,14827,3283,2337,6922,7205,6346,8129,1591,1861,15128,13300,9931,10211,15304,16483,7180,8918,18210,14244,4883,5698,16604,18216,26397,24391,12920,11555,18430,9536,8881,13670,8629,13099,23777,21764,7882,4649,7540,7112,7936,8497,2285,2188,8656,8254,1656,1557,16403,20164,5802,5878,31206,29117,3193,4408,21084,20851,14567,14853,8968,7955,679,858,7155,5756,12780,12744,2517,1854,9925,10982,6226,5922,463,356,233,855,3465,2448,1228,1892,1360,517
164030,23182,20663,23883,25306,5838,5394,32633,32175,4837,4983,6273,8133,15876,11643,8288,8294,6321,7850,12644,14771,1897,1964,18206,13403,4894,5568,4584,3860,12608,11353,9794,9683,13369,15439,3594,2556,6695,7070,6314,7491,1687,1740,14650,13303,10290,9959,14934,16022,8291,8715,19506,13518,5718,6053,16631,17556,23721,22454,12118,9634,17344,9118,8589,12868,8536,11953,23248,21862,8496,5621,7657,7720,7936,8510,2285,2188,8613,8332,1619,1410,16208,21186,7950,6264,32841,30621,4879,5319,20870,22785,17152,15985,10181,9203,618,999,7840,5922,13211,13418,3450,2101,12358,13353,5461,5184,550,427,100,927,3541,2575,1264,1747,1282,309
164131,21010,19389,22098,23785,5817,5697,33636,34591,5519,5353,6931,8982,16220,12630,9293,7716,6193,8071,11429,15261,2122,2071,17620,13955,5038,5271,6308,4884,13368,11595,9958,9468,12885,15503,3671,2506,6500,6544,7218,7967,1686,1828,15386,13614,10938,10646,15460,16190,8650,9238,20769,14312,5979,5798,17471,18915,22312,21368,11291,9411,15485,8377,8172,12992,8109,12055,20985,21155,7190,3563,6224,6749,7942,8510,2285,2188,7807,7929,1616,1544,17073,20004,7191,5134,34780,29861,3909,4216,18399,23122,15048,15140,6395,7643,848,1000,7952,6034,13114,13287,2675,2171,11950,14193,6789,5922,891,553,146,968,3488,2540,1323,1912,1344,529
164636,22193,21340,21787,25955,5373,5331,31932,35680,5100,4452,7283,9211,17641,14295,10607,9219,7344,9506,12117,12386,1138,1684,17114,13069,4880,5593,4032,3464,14328,13004,9944,9630,14329,15464,3500,2158,6948,7284,6983,8217,1706,1820,15672,13157,10838,10171,15188,16146,7915,9117,17862,13318,5148,6435,16349,18091,25110,22781,12038,12041,18109,8912,8791,13600,8158,11813,22835,20053,7982,3359,6778,7540,7940,8510,2285,2188,8559,8242,1726,1739,16854,21006,8384,6565,32217,28642,4393,4848,18634,21832,14365,15177,8255,10253,487,878,6547,5155,12301,12475,2904,3274,12950,16253,4733,3394,225,255,32,693,2780,2274,1345,1549,1138,119
164939,22257,19697,22886,23567,5976,5311,30262,31728,5771,4983,6569,7942,15484,11189,9593,8037,7083,9302,11232,14648,1699,2020,17002,14703,4607,6037,5278,4249,13463,12144,9846,9800,13967,15874,3554,2445,7034,7113,6250,7827,1670,1873,14800,13209,10800,10339,13500,13462,8907,8946,20310,12999,5871,5762,15689,16406,24139,21171,11645,10152,16826,8059,8874,13424,7611,11555,23414,20825,6776,4189,7612,7677,7942,8510,2285,2188,8666,8118,1764,1688,16596,21528,7812,6692,33004,29665,3927,4715,18508,20304,15841,16104,9531,10883,800,821,6762,4662,11948,11984,3541,3205,13335,16066,6376,5188,361,439,210,863,3089,1883,1406,1921,1276,240
165032,22471,19782,21078,23866,5768,5694,31666,33737,4595,4457,7455,8900,17156,12677,9777,9749,6684,8395,10788,13342,1955,1974,15836,11724,4860,5146,5957,4651,12309,10628,9433,8968,12574,14637,3644,2495,6427,6755,6804,7879,1681,1771,14779,13219,10015,9195,15197,16053,7349,8303,18860,14293,6215,6745,16644,17531,23160,22562,10830,9483,16897,7879,7683,11753,8115,12418,23030,22606,7093,4398,6080,6357,7942,8510,2285,2188,8024,7953,1663,1762,15672,18455,6028,5091,32148,27062,3413,3736,18025,19814,16122,16726,9047,9331,770,1078,7247,5969,12914,13073,3396,2419,12297,13527,6529,5282,477,578,216,832,2424,2208,1108,1709,1363,482
165436,23831,21809,22498,24102,5265,4856,31809,32926,5889,4844,7027,8615,18150,12309,11039,7072,6605,8103,13556,15821,1878,2214,16854,12518,4812,5140,4818,3924,13396,11915,9150,9699,13683,15255,3611,2585,6509,7183,6854,8416,1538,1822,15880,13530,11281,10223,14702,16043,9076,9417,20628,13878,5266,5475,17485,18299,23637,22909,12257,10056,17594,9034,8707,13515,8527,11612,24925,22333,8843,6037,6833,7522,7942,8509,2285,2188,8540,8363,1613,1474,16110,20812,7928,6786,32036,29523,4896,4885,20793,22830,14633,15071,6761,6619,769,858,6961,5562,12984,13038,2431,2153,10840,14873,6189,5403,337,491,271,1063,3562,2465,1125,1806,1363,424
165638,24533,21164,23451,26370,4470,4905,30919,31320,4191,3748,7268,8661,16498,11537,8897,8046,7215,9619,14952,16573,1847,1967,21297,14734,5214,5938,3930,3123,14171,12767,10567,10020,14782,16694,3616,2589,6934,7256,7379,8503,1676,1754,15904,13942,10748,10867,15134,17142,8752,10464,19692,15738,5284,6642,16830,17264,27548,24382,13856,11348,18358,9533,8963,14047,8246,12194,26085,23723,9252,5979,7487,7856,7917,8496,2285,2188,8574,8382,1672,1711,16723,22307,8788,8092,34084,31916,4285,5947,19476,19560,15205,14165,9088,7484,895,1033,7522,6201,13010,13125,3202,2153,12311,14407,6434,5541,491,346,338,1147,4305,2867,1435,1910,1347,402
165840,22811,21446,24198,27983,6026,6590,30406,32214,4766,5077,6576,8505,14467,10753,8763,8300,6452,8854,12989,13692,2102,1990,19758,14820,5303,6140,5984,5101,12434,11335,9041,9781,12914,14261,3596,2541,6789,7290,7027,8564,1434,1596,15746,13117,10202,10443,15319,16641,7514,8614,20164,14675,6406,6745,17539,18426,24353,23362,12183,9383,16648,8175,9233,14227,8632,12437,21760,19412,7836,4356,7587,7837,7916,8507,2283,2188,8647,8373,1585,1586,17445,22321,7511,6279,34779,31031,4132,4381,23157,22847,16578,15136,8599,7620,797,1001,7247,6066,12572,13072,3112,2052,11751,12193,5357,4611,785,618,176,989,3461,2423,1066,1859,1314,383
165941,24465,22379,24269,28584,5939,6075,32615,33033,4667,4855,7026,8739,16793,12453,9347,8786,6672,8729,14139,15891,2136,2087,19156,14241,5087,5790,5689,5137,14148,12124,9897,9630,14439,16443,3426,2504,6800,7082,6850,8277,1692,1843,15427,13237,10214,9749,15012,16502,7692,8719,20104,14914,6382,6567,16551,17735,26254,23401,10649,9417,18099,9208,9167,14312,8655,12311,23972,21429,9004,4711,7483,7574,7942,8510,2285,2188,8685,8358,1786,1598,16558,20333,7477,5056,31847,29449,3550,4017,19649,19937,16509,17105,8388,9488,801,1159,7494,5948,12680,13060,3549,2472,13606,14458,6640,5433,753,707,154,1049,3901,2291,1148,1937,1338,316
166438,24126,21221,24328,24987,6627,6435,36172,36191,6222,5696,7406,9462,18968,13228,10725,8189,6923,9710,11618,13866,2082,2063,18889,13228,5105,5820,5187,4347,14418,13166,10358,10128,14380,16249,3581,2473,6551,7248,7235,8502,1560,1714,15803,13323,10685,9568,15185,16648,7770,9136,17215,13860,5502,5871,17165,17823,24365,23080,13797,10758,17200,9302,7910,13605,6702,11038,24958,23060,6794,4471,5176,6150,7942,8506,2285,2188,8172,8220,1688,1856,15881,20933,6948,5799,27575,28560,3310,3044,17843,19637,15966,15524,8154,7133,556,774,7178,5458,12609,13153,3394,2430,13479,14702,6156,5053,469,659,203,713,3408,2230,1130,1806,1118,285
166640,23724,22407,25016,27600,5680,5777,34638,34484,5516,5546,6964,9502,17225,12464,9130,9417,6746,9255,14009,17486,1819,1878,19400,15706,5248,6480,4741,3818,12759,12262,10219,9937,15005,16918,3637,2519,6735,6944,7042,8212,1684,1833,15844,14138,10816,10292,15246,16988,7940,9215,19457,14492,5711,6210,17363,18766,24980,24733,13463,12840,18729,9975,8393,14022,8766,12553,26880,23792,9705,5801,7506,7587,7909,8508,2284,2188,8694,8377,1547,1711,15995,20567,8368,7076,31551,29915,3838,4039,21059,22546,17881,17462,9811,8375,868,1039,7520,5750,13092,12894,3381,1984,12683,12619,6358,5936,515,393,325,1128,3872,2670,1347,1898,1319,420
167036,22842,21542,23280,26188,5709,4234,31231,32845,5469,4803,6748,8574,16776,12044,9974,9306,6374,9141,12627,13185,1581,1522,16535,14791,4512,5919,4473,3566,12444,12100,9571,9314,14066,14852,3673,2424,6864,7209,6802,7941,1688,1881,14985,13891,11014,10237,14399,16325,9259,9147,20726,13341,5138,5198,16337,17648,23193,23551,11959,11795,17377,8864,8585,13099,8559,11913,23350,21785,8073,3156,7563,7845,7934,8510,2285,2188,8694,8229,1590,1441,17002,20446,7963,6413,34388,29218,5183,5355,20390,22108,15987,17058,10710,12846,800,1105,7496,5490,12742,13210,3555,3857,11355,15874,5121,4418,278,481,176,1006,3546,2358,1300,1792,1289,359
167238,24516,21619,25110,28261,6027,5811,34979,34214,5376,5384,6377,8487,15897,11616,8849,7995,7152,9041,15882,17473,2169,2217,21251,14952,4959,6347,5464,4469,14116,13014,10840,10347,15168,17007,3707,2598,6906,7285,7278,8586,1699,1781,14920,13728,10992,10807,15073,17542,9247,9765,22106,15316,5943,6272,17900,17889,25170,23049,10256,8466,18336,9517,9218,14261,8629,12317,24260,23108,9459,5746,7510,7618,7942,8501,2285,2182,8686,8396,1777,1883,17172,21718,6909,6074,32956,30305,3657,3112,21632,21153,15973,15976,7388,8016,855,1079,8107,6123,12911,13047,2725,2053,10658,12343,6203,6129,769,632,242,1228,4313,2480,878,1505,1362,825
167440,23867,21303,24127,25130,6387,6228,33486,32788,5903,4860,7782,8805,17399,12891,9983,8501,7122,8981,13534,15702,2159,2198,20088,14625,4939,5848,5077,4761,14609,13035,10303,10077,14386,16541,3638,2503,6536,6597,7347,8399,1694,1923,14955,12177,11439,10805,15409,16711,9649,10366,23094,15275,6656,6682,17118,18643,25467,23592,12057,10682,17012,7793,8936,12804,7555,11946,24298,23889,8621,4719,6300,6126,7942,8510,2285,2188,8462,8117,1766,1802,17053,21559,8468,6855,32800,31036,3803,4710,20817,23388,17163,16090,10097,7982,779,1236,7458,6155,13041,13515,3179,2100,11779,13089,6534,6302,735,812,213,1198,3805,2631,1326,1826,1322,560
167743,23622,21963,24439,27562,6241,5950,35228,35755,4592,4864,7240,9358,16651,12074,9708,9230,7383,9734,13750,16841,2191,2199,20205,14535,5048,6419,6478,5538,14496,13430,10449,10194,14471,16468,3613,2552,7180,7328,7314,8513,1716,1823,15532,13489,9821,9264,15659,16812,8587,9233,21141,14789,5810,6623,17113,18943,25536,24366,11941,10574,16744,8950,8807,13532,8394,12006,24014,22951,9506,5692,7101,7419,7942,8510,2285,2188,8626,8268,1735,1882,16898,20293,6789,6015,32331,30226,3339,3917,21282,22833,15104,15236,6372,7324,964,1303,8173,6294,13166,13365,3023,2234,13342,14074,6583,6090,787,663,131,1057,4219,2427,1432,1776,1355,633
168139,22782,20328,25804,28649,4713,5479,30312,30155,5098,5544,6766,8094,14345,9799,9255,7834,6631,8670,14237,17860,617,693,21446,15300,5243,5802,3836,3090,13690,12818,10675,10206,14330,16459,3583,2337,7048,7350,5463,7091,1657,1701,10576,10553,11239,10040,5097,4820,8521,9060,22014,14345,2895,3141,11789,14004,21384,20847,10383,8166,16658,8623,7388,11978,7487,11123,23854,22479,8964,6042,7285,7535,7912,8492,2285,2188,8267,8096,1797,1832,16915,21564,7797,7077,32853,31860,3659,4668,19923,22524,10860,9354,5831,5494,895,1285,7649,6321,10251,11483,3853,1993,14305,14536,5388,5434,807,624,134,996,3117,695,288,1184,1273,423
168240,21247,20439,21348,23693,5005,4904,29728,30286,4805,4368,6772,8607,15933,11372,7971,7341,6711,9216,10289,12980,1275,1353,15654,12328,4835,5818,3564,3071,13802,10281,9175,9795,13062,15594,3486,2444,6615,7147,6160,7633,1659,1716,15597,13973,10592,10218,15181,15597,8193,8879,18933,12957,6123,5939,16414,17283,23889,23476,11798,8477,17138,8151,8420,13294,8198,10958,21236,19818,8173,4612,7014,7701,7942,8510,2285,2188,8611,8329,1742,1639,16480,21140,7850,5285,30655,28343,4309,4788,17718,21657,16312,16495,10311,10261,678,970,7294,5698,12902,13121,3381,2653,13144,13955,6491,5120,509,669,157,1032,3528,2420,1136,1768,1348,357
168341,24161,23321,22676,25876,6259,6174,32434,32676,6145,6655,6630,9262,16861,12093,10042,8369,6206,8710,14752,15035,1395,1540,18528,14615,4619,6042,4671,4061,13127,11755,9896,10067,14405,16420,3566,2427,6427,6974,6061,6934,1712,1951,14157,13191,9635,9907,15371,15026,7457,8136,21882,14660,7131,7137,15747,16203,24263,22844,11282,10140,16433,7598,8826,12973,8443,11889,24522,22231,9192,5349,6682,7206,7929,8510,2285,2188,8295,8016,1526,1474,16055,19684,7815,6659,32142,29085,4157,5484,18563,22222,18253,18988,10216,12815,927,1061,7747,5862,12841,13055,3231,3661,10886,14599,6172,5265,700,716,101,1013,3777,2521,1338,1853,1324,439
168745,22560,19596,22416,24416,6393,5828,31463,31147,6092,6299,6395,7398,16086,11995,8782,8099,6441,8117,12181,13744,1684,1988,17753,13034,4961,5687,4689,4340,12126,11548,10257,9432,13513,14935,3452,2183,6959,7297,6559,7954,1718,1811,16656,13533,10597,9773,15854,16249,8060,9089,20035,13683,6207,5868,16529,17334,24846,22472,11965,11188,17787,9219,8950,13170,8118,12191,22265,21725,7302,4808,7588,7449,7918,8495,2285,2180,8495,8038,1529,1344,17243,20040,8529,6737,33363,28985,4215,4510,18840,20339,14141,15031,7705,8262,832,1087,7191,5783,12045,12600,2403,2548,11256,14666,6221,6176,362,452,200,1220,3786,2398,1227,1870,1336,785
168947,23232,21151,24541,26026,5889,5362,31612,29707,5420,5239,6563,9805,17040,13318,10291,9809,6458,8772,15188,17376,2062,2072,18190,15262,4699,6286,5218,4415,13077,12818,10776,10187,15053,16844,3657,2492,6749,7252,7287,8494,1693,1922,16122,13475,10798,10427,15741,17479,8596,9352,18143,11613,6644,6354,16584,17595,25155,25512,13218,13028,17114,9544,8616,13612,7898,10278,26718,24425,10467,6353,7463,7289,7942,8510,2285,2188,8700,8342,1696,1661,17001,21073,8650,7992,35102,30271,4124,5458,20768,22773,19450,19619,11769,13637,770,966,7843,5621,13067,13372,3696,2882,11894,12459,6114,4782,770,801,222,992,3887,2454,1298,1940,1356,462
169040,22238,20524,23217,25165,5327,5453,33165,33564,4767,4393,7203,8652,18113,12668,8348,8123,6858,9042,12256,16225,1324,1295,18789,14075,5181,5854,4657,3595,13037,11408,9992,9659,14263,16415,3640,2346,6984,6723,6847,8079,1648,1852,14040,13304,9481,9158,14889,14648,7410,8637,18872,12985,6522,5342,15540,17262,24090,21845,10310,8783,15180,8192,8575,13492,7055,11494,21555,20607,7926,4766,7294,7691,7917,8510,2285,2188,8423,8015,1713,1562,17182,21278,8511,6489,33254,30555,4647,5315,18034,20603,16812,16238,10828,9692,690,912,7308,5391,12402,12860,3553,2225,13855,14503,5745,4143,579,367,78,788,3474,2223,1166,1567,1312,171
169343,23557,20546,25808,28884,6134,6539,34234,33184,5532,5331,6464,8515,16552,11630,9676,8748,6554,8839,14286,17244,2058,1973,20415,14692,5227,6164,5600,4595,13438,13185,10435,9783,14788,16230,3629,2589,6533,6979,7195,8111,1682,1718,15551,13801,10977,10513,15605,16491,8307,8647,20102,13277,6606,5620,17580,19101,24580,24043,13229,11732,17844,9533,9080,14163,8694,12952,24797,22851,8656,5165,7575,7294,7942,8510,2285,2188,8681,8150,1702,1813,16965,20855,7114,5367,34843,32168,4007,3656,23052,24708,18374,16848,9941,10250,881,952,7579,5976,13162,13962,3168,2688,9663,11905,5534,5065,475,822,242,883,3179,2405,1371,1865,1310,586
169444,21131,19433,23279,25711,6154,6146,31754,32607,5104,4964,6506,7904,15624,11778,8920,8905,6434,8831,13545,15586,2111,2075,19769,15724,5038,6326,4999,4492,13126,12431,10202,9975,14474,15920,3489,2502,6570,7320,7262,8520,1700,1826,15226,13549,10449,9970,15180,15922,8512,9408,20983,14334,6115,6113,17863,18965,21960,21883,9669,9734,16928,7930,9060,14362,8490,12493,22774,21894,7852,4949,7613,7777,7942,8510,2285,2188,8679,8305,1672,1638,17292,20619,7430,6374,34397,29512,3924,4834,20940,22192,15818,16529,7634,8894,798,1054,7550,6099,13005,13241,2675,2523,12761,15195,6505,5847,584,703,159,1002,3598,2196,1276,1893,1310,392
169545,24074,21963,24751,27156,6104,5770,36392,36008,6067,5517,6799,9532,18493,13813,10515,9996,6590,8938,13829,16164,2230,2199,18026,13764,4556,5755,5503,4975,13127,12331,10473,10065,14387,16095,3645,2621,6922,6812,7487,8622,1692,1855,16636,13746,11313,10689,16004,17116,8881,9953,20116,14437,5701,6036,17812,18497,25783,24726,12739,11015,17229,9453,9017,14398,7761,12636,24293,22764,8872,5490,7570,7034,7942,8501,2285,2186,8700,8370,1714,1704,17413,20861,8103,6689,32622,29138,4278,5905,19541,22246,14515,13139,5092,4322,512,917,6940,5539,12711,13081,2473,1279,11703,12346,5466,4597,434,493,217,632,2975,2502,939,1242,1291,258
169747,23250,20667,22412,26076,5969,6371,33014,33113,5000,5389,6828,8945,16917,12440,9523,9397,7125,9182,12690,14716,2094,2205,18607,14470,5307,6080,6141,4679,14643,13290,10462,10245,15236,17081,3652,2587,6953,7453,6581,7956,1583,1818,15778,13498,10669,10789,15139,16363,7956,9667,19906,14661,5717,5762,16769,17459,26605,23009,13259,12053,18519,9937,9382,14558,8758,12935,26231,22800,9040,5171,7172,7892,7942,8510,2285,2188,8518,8378,1791,1734,16322,20395,5578,4610,31525,29519,2568,2816,19602,18965,15419,14963,9103,9027,747,965,6321,5072,12592,12927,3454,2761,12842,14320,6282,5755,803,610,204,811,3198,2146,1040,1920,1365,494
169949,22970,21009,23914,25810,6354,6146,31229,31727,4891,4975,6343,8394,14502,11406,8127,7830,6427,8154,13404,14553,1817,2051,18638,14050,4761,6128,5843,5479,12345,10985,9568,9402,13540,15131,3642,2553,7011,7106,7071,8261,1637,1763,15963,13771,11204,10540,15979,16680,8790,8858,22378,14150,6597,6111,17375,17808,23237,22109,10760,8819,17398,8732,9416,13581,8931,13090,22460,21524,8535,4024,7412,7709,7936,8510,2285,2188,8460,8159,1771,1848,17474,21887,7670,5450,34563,31316,4326,4734,18458,20413,16695,17082,9103,10926,974,1169,8122,6285,13312,13283,3070,2535,12449,14936,6820,6054,763,838,313,1344,4203,2653,1296,1901,1365,593
170631,25527,23306,26109,28264,6325,6093,36401,35632,5523,5179,7239,9533,17443,12779,9829,8382,7315,9439,14795,16745,2183,2205,21647,15318,5179,6166,5614,4933,14571,13077,10655,10193,14878,16738,3678,2643,7195,7305,7235,8425,1689,1903,16480,14348,11355,10798,15245,17111,9208,10168,22411,15633,6407,6274,17194,18110,27244,24898,13693,12311,18370,9797,9473,14819,8446,12919,26526,24552,8999,5729,6944,7433,7942,8497,2285,2186,8687,8395,1704,1781,17398,20886,7379,6159,32691,29861,3689,4693,20475,21503,15255,15565,6862,7217,951,1376,7800,6041,13029,13205,2971,1651,12515,12023,6751,6127,799,797,343,1168,3822,2457,1460,1888,1366,545
170934,23287,22900,24440,26776,6168,5586,35314,33909,5085,4592,6987,9876,18046,14086,10655,10394,7420,9591,15279,16825,2125,1953,20855,14891,5068,6270,5897,5141,14351,13411,10854,10216,15253,17092,3358,2395,6141,6967,6587,7916,1625,1723,14469,12488,10703,10345,15179,16674,8882,9291,21024,14499,6421,6169,16547,18169,24915,24988,12387,11838,17170,8961,8771,13574,7792,12179,25807,23445,9815,5111,5948,5610,7942,8510,2285,2188,8584,8101,1515,1741,17074,21352,7629,6250,34390,30378,3884,4629,20046,20008,18315,17651,8099,9011,763,1142,7615,5997,13090,13231,3084,3021,11320,14774,5497,4540,706,628,33,788,3623,2574,1345,1830,1272,159
171330,23847,22255,23198,26480,6278,5913,32902,32499,5366,4683,7059,9221,16277,11869,8907,8260,7123,8909,13364,16210,1913,1875,20178,14536,5317,5883,4998,4212,13953,13020,10273,10024,14222,16029,3687,2448,6654,6632,6266,7834,1586,1759,14702,12249,10367,10246,14834,16554,8201,9036,22143,14835,6468,6735,16454,18064,24516,23864,11389,10028,17975,9864,9018,13810,8666,12951,23643,22035,7992,5288,6398,5755,7942,8510,2285,2188,8466,7981,1526,1652,16634,20570,7406,5782,33861,30651,3027,3385,20188,22217,17554,16978,7642,7652,992,1193,8004,6240,12951,13359,2945,1926,12177,14563,6660,6115,691,649,197,1197,3947,2510,1131,1458,1276,560
171431,21601,20029,24242,28412,6192,6440,29838,33668,4882,4290,6286,8635,15624,12309,8802,7961,6844,9118,13757,15359,1931,2165,20763,15062,5414,6356,5861,5028,14439,13199,10652,10116,15208,16941,3203,2048,6820,6986,6552,8443,1578,1838,12389,12150,8788,8943,12542,13086,5996,7269,18274,13775,5665,5806,16481,18276,23007,21552,10077,9405,18079,9188,9041,13704,8587,12448,23374,21541,8099,5308,6127,6697,7942,8510,2285,2188,8474,8256,1700,1596,16892,21087,6623,5878,32644,30236,4041,4870,22980,24791,14949,15250,8188,7856,555,757,7341,5789,12587,12937,2808,1809,13344,13497,5857,4763,475,399,33,349,2907,2129,1217,1609,1337,83
171532,20684,19399,23182,25548,5883,6499,33265,33116,4702,4687,6882,8698,17239,12430,9617,8662,7033,9093,12646,14212,1881,2106,20007,15128,4938,6143,5424,5036,13305,12384,10227,10106,14230,16438,3550,2384,7017,6390,7264,8392,1684,1894,14326,12996,10311,10260,13594,13946,7177,8465,18319,13226,5417,5421,16519,18517,21940,21243,10660,10773,16240,8168,9396,13925,8314,12550,23438,21662,7539,5028,7017,7126,7942,8510,2285,2188,8635,8303,1488,1645,17410,21297,6177,4649,33457,28544,3247,3920,18576,22117,15204,16242,8479,9293,735,910,7770,6275,12285,13389,2927,2494,13016,14238,5604,4058,556,515,107,917,4050,2499,1501,1703,1120,137
171633,23468,21082,24852,27545,6091,6470,32479,33398,4824,3608,6890,8604,15924,10806,8403,6735,7045,9253,13446,15242,2086,2026,20472,15751,5403,6351,5562,4501,13661,13068,10788,10173,14202,16033,3525,2473,7119,7185,7418,8430,1710,1870,14906,13672,10441,10079,14780,16542,7619,8980,19830,14443,5963,6047,17354,19226,24570,23332,11917,10685,18089,9804,9041,14528,8640,12977,24176,22849,8902,4982,7490,7299,7942,8510,2285,2185,8695,8255,1742,1739,17160,20765,8217,6573,33754,31294,4061,5457,21268,23732,17007,17478,9867,9608,873,1306,7728,6435,13029,13397,3017,1918,12383,11408,6041,5514,577,616,330,1404,4202,2663,1191,1914,1359,433
172029,20406,18655,21638,23255,6144,5806,29701,31692,5067,3852,7053,8341,16385,11590,8886,8286,6818,8908,10860,13137,1840,2052,20225,14477,4977,5957,5794,4892,13430,12627,10138,9907,12941,15532,3489,2389,6244,5918,7480,8586,1689,1845,13159,11850,9244,9588,13279,14899,7574,6970,17402,12454,5456,5628,16956,17976,21065,19242,10766,9478,16490,7024,8614,12124,8139,11072,20790,19385,5856,2853,7137,6704,7942,8510,2285,2188,7982,7774,1635,1447,16339,19676,6804,4877,30374,27522,3035,3192,17289,18673,13962,14191,7868,8126,471,974,6548,5507,11836,12385,3097,2422,12952,16047,5921,5702,491,373,116,680,3355,1889,1236,1723,1228,276
172130,22879,20392,24128,27262,5953,5668,32843,34094,5577,4789,7050,9012,16553,12265,9674,9541,6487,8538,13836,16092,1994,2061,19866,14620,5349,5922,5596,4463,13738,12087,10749,10030,14359,16521,3588,2597,6807,6947,6441,7980,1612,1830,14958,13454,10827,10287,14691,16027,7737,9474,18794,15363,5288,7010,17207,18575,26390,23667,12778,10347,17756,8940,9099,13728,8686,11857,26023,23082,8195,5336,7084,6868,7942,8493,2285,2181,8668,8389,1715,1757,16847,20558,7152,5972,33116,30358,4117,4493,21826,22171,16326,17871,9867,9547,935,1408,8129,6414,13215,13496,2893,1915,11560,12729,6399,6066,761,680,334,1357,4480,2691,1445,1905,1335,585
172332,22456,20816,23268,26825,5608,6004,32914,33986,4735,3724,6282,8617,15774,11683,9018,8586,7229,8572,13156,15755,2205,2208,19035,14321,4821,5981,5890,4988,14685,13699,10947,10013,14441,16557,3282,2255,6732,7143,7378,8064,1676,1944,14615,13134,10903,9783,14054,15271,8348,9442,20660,14446,5479,5924,17502,19571,25976,23815,10697,9591,18032,9626,9354,14683,8814,12606,22239,20414,7566,5017,6538,6500,7942,8510,2285,2188,8619,8246,1761,1856,17373,20462,5178,4940,32488,29886,3674,4841,20537,24575,15119,14869,5562,6867,784,1054,8109,6105,12964,13225,2349,1926,10511,13714,5826,5272,625,504,227,571,4092,2425,1408,1472,1210,272
172433,22632,20133,20834,22818,4950,5234,31282,31843,5672,5873,6324,8568,16612,12179,10556,11073,6008,8602,12015,15599,1591,1650,16884,13235,5125,5682,4868,3850,12754,11876,9781,9737,13784,15421,3533,2237,6908,6944,6890,7977,1594,1731,14561,13177,10161,10592,15221,15726,8062,9573,21575,14501,6696,5891,16559,18886,20848,21383,10335,10514,17400,9381,8450,12802,8484,12954,21547,19798,7671,4581,6699,6931,7939,8510,2285,2188,8633,8209,1628,1730,16312,19180,7739,5978,33777,31020,4229,4671,21076,24283,16407,15752,7314,7741,733,930,7201,5631,13185,13429,3467,2393,13649,14955,5584,4538,622,544,105,882,3690,2635,1309,1841,1357,315
