,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
154229,1611,12567,21230,28357,11800,80460,36707,19684,30810,32536,47638,22030,63352,75607,72160,39868,19830,18159,9698,12090,1821,6442,4047,2627,16074,30418,4744,5256,10607,75761,17410,26335,28640,7985,6163,5190,13954,23213,23386,30652,150145
154330,1634,11618,22695,28053,11361,81368,39439,20811,31080,31326,53951,24441,65641,73824,61495,35347,17150,18292,9326,10545,1818,5646,3852,2628,15618,30380,4132,4966,9484,74680,9963,27289,27764,7986,5864,4229,16838,24333,24591,31483,144797
154431,1251,10824,20215,26568,10905,78628,32218,20087,29470,28970,53816,22203,65726,75730,67227,38196,18864,17438,9231,11902,1809,6203,3649,2689,17443,29497,4547,5303,11666,76658,16303,27296,27655,7759,6151,4816,14470,22364,23719,31559,143259
154532,2338,12347,22617,27992,13107,80077,39580,19519,27119,26323,49856,24260,67503,74746,70800,40494,19545,18189,9120,11917,1755,6418,4185,2495,17190,28718,4591,5294,12246,76717,17495,27077,30250,7925,6419,3967,14507,23795,24126,32339,148484
154734,1767,12766,21580,28609,12192,83212,40622,22214,32547,32104,52855,25411,67490,75116,61136,34264,18529,17848,9780,12382,1814,6020,3470,2705,15347,30082,4497,5753,10839,75129,15103,27153,29322,8001,5971,5088,16780,26137,26437,32372,148614
154835,1831,12161,22040,30047,14681,84547,43527,21357,30058,32651,45049,22736,65131,74762,68969,43466,19987,18036,10168,10610,1791,6346,4290,2582,15652,30844,4784,5867,12523,77666,19333,25243,28600,8048,6407,4529,14411,22513,22749,32026,151460
154936,1817,11799,20757,26012,11355,77753,35269,19628,31170,32338,55463,24333,64184,71505,65005,33164,17947,18077,9745,12288,1836,5694,3506,2316,16019,30927,4238,5513,12078,78077,11844,27310,29446,8026,6421,4446,14799,23214,24819,31161,148058
155231,1971,12975,21873,29438,12434,84895,37453,22667,31944,31769,54746,24060,61909,72519,66250,39743,19848,18205,10032,11851,1818,5778,4057,2208,13954,31187,4477,5923,11222,75439,14469,26185,30076,8067,6377,5007,15767,23202,25398,31199,153529
155635,1052,10902,20788,26842,12229,85239,37410,20733,29684,29376,52216,25908,69243,75894,69025,40250,19869,17688,8980,11255,1798,5618,3832,2458,17147,29288,4435,5450,11212,75993,16439,24038,25116,7837,6338,5139,15943,24324,24064,30683,147992
155938,1811,12383,22366,28025,11686,83883,37755,21969,30893,32960,48611,24464,65218,76057,70035,38458,17805,18045,9607,11894,1801,5344,3966,1970,17217,30517,4292,5705,12973,76912,15549,26234,29490,8067,6346,4189,15554,23915,24820,31384,151148
156031,1771,11180,22666,27462,11344,80713,37020,19599,30765,31389,49771,23452,66767,72887,67643,38734,17688,17516,9488,12045,1812,5673,3890,2445,15337,29955,4434,5456,11079,73859,13997,26289,29210,8054,6031,4926,15980,24897,24442,31371,151715
156233,2145,13147,23439,29144,12103,82314,40741,21400,31339,32520,51927,24194,65995,74970,60588,33685,18791,18061,9979,11613,1827,6722,3752,2664,17438,30361,4498,6018,9976,76123,9977,27547,30164,7999,6092,5300,16089,24007,25281,30973,152054
156334,1236,11353,21670,28726,12415,81473,37752,20691,29620,31772,48967,24170,68019,70052,62240,39287,20319,17920,9964,10671,1776,5849,3412,2641,15601,30790,4505,4979,10136,71427,15745,24992,28306,8009,6387,4224,13361,21557,24384,31255,150343
156435,2035,12264,22595,29886,13443,84665,41190,22485,32322,32964,51323,24259,63843,73935,69090,38783,19669,18131,9833,11648,1836,6310,4092,2692,16861,30718,4444,5311,11766,75181,18270,27535,29492,7815,6304,5121,15497,22593,25050,31870,149393
156536,2162,13387,22276,27355,13009,78870,43609,21445,31374,34299,50379,22261,60383,65945,71079,38131,19593,18117,9692,11998,1807,6244,3765,2699,14929,30607,4155,5129,12255,70041,19600,27713,30563,7971,6245,5759,14169,20747,23461,30304,152243
156637,1550,10992,19974,25453,9345,78717,31464,18951,30609,30656,49834,21117,60648,69151,68289,35225,17302,17514,7781,10726,1761,5717,3665,2560,15125,28720,4362,5080,11634,71779,13911,27119,28902,7844,5767,4070,13208,20118,23864,30069,143059
157336,1234,10407,19491,27748,12522,85772,34705,20178,29554,28833,47129,26953,68458,72941,66655,39815,17665,17307,8913,10380,1797,5317,3934,2207,15875,28581,4465,5569,12393,76139,17139,23642,24740,7909,5839,4841,14208,23495,24455,30361,145006
157437,2460,13787,23548,30553,13259,87207,40267,21745,32178,34000,51386,25731,69222,75748,71694,41359,19468,18407,10187,12097,1834,6291,4301,2438,16545,31294,4618,5496,11854,77007,22000,26184,29477,7992,6351,5397,16243,25309,25277,30540,152960
157942,1904,11533,18138,22390,10147,72778,33088,17047,28570,31503,48113,22755,60068,73380,71430,37890,19352,16685,7716,12266,1827,6002,4027,2260,13522,28320,4517,5462,12681,72582,14100,26958,29977,7977,6288,5115,13797,20892,24613,27756,143804
158035,2120,13045,22482,29398,13346,77857,38614,21326,30982,32791,44596,20037,60493,72503,73080,40554,20182,17757,9408,11103,1835,6873,3810,2640,14563,29956,4655,5657,12315,70393,16996,26725,30614,8071,6453,4767,14617,23892,25730,29842,151140
158136,1457,11154,19173,24060,10315,77917,31472,19634,31240,28374,51889,22636,61987,72217,59319,37275,17771,17395,9697,11137,1834,5632,3673,2291,13797,30076,4710,4960,10207,72323,15584,25443,28758,8056,6275,5177,15258,24887,24129,30523,147170
158338,1709,12297,21416,24934,10828,78017,36162,19629,29468,30363,49607,24218,64743,73147,66056,36415,18677,17989,9263,11417,1795,6211,3493,2447,15265,29216,4355,5214,11912,74963,14700,27319,29273,7795,6109,4553,13570,23348,24526,32041,148159
158540,1928,12023,21730,27001,12302,80891,38190,21159,31815,31573,47525,25313,66433,75128,69847,39491,19578,17766,9420,10745,1817,5672,3817,2428,15783,29994,4378,5209,12176,71498,18325,26806,27778,7961,6328,5299,15779,24689,24386,32214,147826
158843,1873,11286,20792,27488,11533,81366,36789,21103,30355,30339,48864,25452,68017,75416,68110,39710,20142,17861,9413,12328,1805,6551,4053,2264,17070,29345,4521,5923,12435,75114,16150,27775,29489,8068,6347,5115,14381,22102,22945,31019,147380
159138,1843,12000,21371,27551,11734,82522,36568,20399,31489,30053,51861,24265,65352,73803,67027,36680,18764,17197,8999,11697,1751,5575,3682,2678,16535,29397,4372,5930,11876,74706,13843,27700,28939,7855,6059,5063,15798,23619,24169,31203,146102
159239,1177,10750,19334,23326,8636,78905,27841,17751,30283,29341,56012,21381,60931,74425,56802,36930,19945,16267,9250,13015,1818,5474,3419,2311,15515,29412,4595,5898,10434,77500,18203,26788,28065,8019,6450,4316,15165,22959,23866,32508,145423
159340,805,11662,20811,25466,11171,79084,40091,21984,30465,32641,55020,21896,61425,70528,69483,37506,20066,17134,8658,11436,1832,5900,2964,2605,14308,29292,4200,4451,9967,72636,9594,28071,28955,7873,6062,4356,13570,19746,24464,29521,142648
159441,1572,10786,21099,28796,12472,81719,37411,18689,27900,28165,50711,23201,66799,73378,64353,36298,19376,16775,9390,10706,1572,5739,4340,2275,16134,29027,4705,5806,12480,73334,16356,27519,28185,8023,5710,4834,13681,22787,21239,31401,146630
159744,2073,11544,21347,26146,11295,77774,37385,20210,30055,30532,53439,24637,67491,72818,62281,32459,18564,18147,8990,11712,1775,5544,3086,2646,16216,29631,4124,5012,10475,76328,10331,27666,29164,7920,6043,4254,14464,19765,22744,29840,144239
159946,1066,9502,17931,21974,7545,75552,30187,20472,33399,28232,46309,23431,60468,67112,75703,37310,15781,17206,8373,10137,1829,4502,3192,2106,13779,28944,3853,4618,12139,68971,17591,23244,24623,8038,5771,4838,15193,25488,25431,30591,143792
160123,1248,11671,20579,26014,10547,78030,38322,18925,30331,31094,47478,23157,63153,68598,69619,36771,17956,17010,8588,9949,1696,4054,3169,1291,12961,29115,4511,4274,10544,71919,15891,25124,28844,7964,6073,4202,13591,21810,24857,30137,144347
160729,1460,11590,21834,29750,12508,83874,38140,21671,31784,31007,47880,25536,67680,77676,63915,40534,20089,17672,9599,12388,1791,6437,3496,2470,17651,30156,4659,5862,11726,76435,19901,25597,26371,8051,6428,5561,14554,25278,24980,33008,152184
160830,1654,12210,21340,26414,10619,82291,34586,23456,33988,33798,55859,22470,65057,73634,68248,35491,18731,16775,9237,12898,1100,6632,3548,2174,17293,29836,4533,6110,11166,76803,11312,27781,29930,7714,6299,5017,17378,25420,26039,31620,148995
160931,2166,12602,21714,28701,13278,84804,38037,21665,29767,32586,48726,24947,68323,76039,67171,41414,19229,18227,9536,11043,1819,5551,3896,2314,16773,30180,4403,5589,10949,76321,18406,25151,28923,7933,6231,4140,15631,24659,24689,32022,147933
161327,1371,11709,22051,24926,8291,75964,33283,21339,32089,31906,51967,25190,62889,72204,68454,36908,19317,17877,8981,11086,1767,5944,4054,2406,15649,29663,4434,5273,11476,77731,14473,27759,29336,7998,6145,4717,15509,22368,25106,30798,147551
161630,1257,12105,20667,27034,12207,83288,40679,21970,32179,30559,54449,25612,68419,73023,71643,40311,18684,17799,8993,12056,1818,6502,3786,2624,17240,29926,4285,5231,11006,72938,17422,26058,27947,7878,6064,4667,15943,24589,25566,32287,148062
161731,2191,13566,22976,29817,11837,84987,38797,22953,32112,33371,49329,25639,67755,77367,64437,37912,19173,17876,9602,11705,1816,6283,3123,2303,16691,30409,4465,5652,10763,75437,15722,27224,30167,7967,6326,5740,15676,23563,24185,31932,149039
161832,1708,11798,20895,28662,13066,83578,39353,22083,30633,32531,46846,21267,59185,74439,66731,42182,19632,17910,9065,9244,1788,5136,3227,2676,14056,30102,4136,3570,8402,76307,17511,26464,28142,7942,6394,5259,14971,24431,24550,31141,144882
162026,1918,12432,18906,26885,10772,80174,28227,20864,31692,33239,50055,21859,61907,72227,71245,36921,20187,17434,9356,11010,1813,5338,4117,2171,15307,29910,4568,5223,11710,76483,14408,27282,28914,8060,6299,4866,12803,16253,22275,29007,143767
162228,1737,11647,21521,28868,12125,81603,37985,19327,29972,31020,51051,24956,65668,72707,66476,34946,19140,17958,9188,11032,1769,5346,4143,2468,15295,29836,4353,5025,12090,74232,17940,26326,29019,7791,6259,5380,16268,25875,25724,31556,148734
162329,1544,12846,22183,28274,12257,84295,37585,21365,31444,30157,48530,25465,69676,77435,75457,41477,20004,17956,9489,12205,1699,5624,4254,2057,17603,29550,4773,5734,12076,76157,19108,25776,28520,8007,6339,5642,15050,23453,23551,31600,149106
162733,1784,12522,22909,28334,12176,83033,38283,20845,32411,31960,54451,24914,66216,75416,69227,34593,18281,17572,8944,11817,1797,5676,3894,2418,16876,29128,4298,5464,12156,75765,13575,27766,29808,7842,5919,5503,15383,25297,25413,30918,146434
162935,1830,12006,21508,27029,10170,76634,38927,19578,30360,31189,49671,23004,61468,72229,69731,39547,18026,17384,8307,11899,1823,5788,3957,2319,14329,28757,4194,4566,11782,72648,15008,24659,28623,7955,6214,4893,15041,22145,23631,30099,143085
163129,2017,12969,21541,27936,11319,79879,38086,20103,29241,31074,48677,26712,69448,75703,70866,41792,20105,17824,9203,11050,1820,6451,4192,2725,16017,29448,4579,5641,12222,74851,20950,26381,29034,7929,6417,5035,14539,23162,22278,30399,149104
163331,1868,11937,23096,28191,13280,85593,41726,21202,30240,30310,51261,23826,67535,74892,56292,39711,18190,18308,9544,11789,1812,5524,2717,2313,14808,29871,4604,3795,8291,73153,18277,26412,28084,7923,6100,4863,16346,24216,25281,31309,150037
163432,1547,10541,17524,22991,11507,76099,37231,18568,30460,28970,50905,23805,67022,74667,73519,39878,19608,17224,8500,10304,1836,5862,4110,2408,15844,28433,4529,5659,12562,76592,14685,26560,28592,7850,5919,4547,13470,20291,23565,30768,143541
163836,2408,12676,23296,27909,11349,85115,40620,21674,32258,34202,51833,23543,64213,70801,68567,37504,18883,17159,8417,12373,1744,6467,2623,2420,16351,29758,4245,5444,10087,72081,11982,27366,29790,7955,5676,5293,15313,20591,24658,29021,148605
164030,1743,12187,21760,28175,11922,80285,36912,21201,30888,30835,48015,23679,64602,72528,69307,39114,18528,17866,8757,11575,1805,6253,3976,2580,16212,30188,4440,4845,11478,75754,15750,26933,29182,7852,6048,4427,14064,22354,24767,30547,144694
164131,1668,11068,20247,24758,8846,77515,36081,19907,29571,30139,52347,24578,66649,73022,69756,37454,20156,17852,9078,11553,1835,6236,3266,2592,17202,28532,4451,5459,11907,75959,13795,26895,26414,7756,6127,5194,15031,24028,25283,30377,145974
164636,1668,12874,21135,26045,10247,79224,38068,20103,30733,30014,47010,24459,66666,71279,68187,38049,19560,17597,9354,9513,1784,5793,3522,2185,15350,29823,4450,5265,10328,70749,17971,25571,29816,7953,6106,5810,16279,25804,24235,31783,151790
164939,1809,11581,20682,26022,10410,77638,37994,19075,30416,30707,50246,23015,62969,72938,60538,39810,18920,17720,9037,11167,1826,5889,3194,2547,14903,29982,4410,5024,9370,73077,15738,25211,27918,8008,6246,5101,13249,21732,24118,31595,149852
165032,1607,11229,20633,25578,12222,75764,35430,18995,28868,28051,51232,23610,65864,72346,59824,35768,15949,17806,7705,11232,1828,5043,3663,2597,16568,28471,4441,4952,10814,75342,12835,26754,27077,7969,6128,4997,16050,24640,23580,30787,144676
165436,1945,12078,21087,28472,12151,83626,38514,19658,30022,28631,47635,25607,65929,72615,71335,37434,19020,17759,8969,11530,1807,5831,3716,2669,15994,28132,4112,5020,12318,74972,16999,27384,29571,7980,6120,5287,15640,24564,24613,31554,146816
165638,2237,13540,22519,29894,13921,85612,41035,22305,30642,33460,43351,26570,67811,72905,64239,41918,20243,18344,9866,11697,1824,6725,4033,2650,17422,30948,4498,5500,10407,74103,19117,26893,30525,8041,6327,5883,15199,21909,22723,30968,151787
165840,1973,11667,21344,26617,10245,80705,35163,21558,31172,33034,54124,24406,67074,73743,70802,37487,21333,16744,8753,12070,1787,5973,4067,2689,16533,29821,3867,5518,12131,78825,15142,27571,27923,7889,6489,5680,14460,19258,22723,30385,147085
165941,2022,13133,21085,29807,11658,86334,35344,22786,32276,32436,51682,24676,67216,73354,62910,36109,19250,17998,9511,12393,1758,5724,3733,2229,16734,30055,4421,5620,11056,76289,14383,27533,29715,8034,5559,5449,15423,23424,24424,30745,148768
166438,1922,11983,21551,25632,13293,79687,39984,21033,33219,31828,53721,25267,64308,70838,61195,35348,17702,18121,9438,10820,1752,5912,3956,2615,15995,30647,4064,4822,10411,71987,14438,23017,29035,7875,6201,5160,16654,26552,27397,31594,152436
166640,2135,13048,22832,30108,13966,86893,42806,22625,31535,34389,49785,24477,66658,75558,69738,36642,18256,18503,9777,11499,1806,6319,3738,2625,16923,30521,4309,5307,10566,75649,17062,27440,30869,8059,5932,4885,16158,24042,26058,30737,149670
167036,2102,11776,21135,25438,12092,79781,38807,21574,30970,30110,46394,24840,66003,71388,69380,39858,19658,17909,8767,9659,1836,5719,4051,2535,15740,29053,4593,5102,10827,73263,17089,27168,29312,7958,6149,5678,14713,23695,25511,31349,147067
167238,1642,12836,22503,29316,12830,88247,34257,23327,33739,33263,51849,25385,67018,75107,69278,37733,19694,18531,10265,12394,1836,7034,4097,2703,17923,31598,4514,6427,11391,75437,12973,27763,29951,8062,6030,4777,14904,22139,25528,31262,152167
167440,1825,12069,22272,27780,13128,84389,38550,21791,32291,31699,52281,25416,69101,76198,69291,39041,19400,17415,9695,11818,1803,6592,4118,2661,17663,30262,4739,6420,11278,75784,16874,26147,28177,7940,6505,5666,15889,24325,24593,31312,151831
167743,1859,12965,21995,30401,13282,85768,37609,22738,33758,32483,53657,25343,66984,73334,70117,36839,18930,18284,9955,12137,1807,5907,4102,2654,17997,30605,4593,5897,11545,75440,14135,27198,28539,8066,6093,5274,15932,23284,25815,31121,153612
168139,1190,11759,20415,28104,12885,85375,34006,23749,31085,33570,45951,15242,39387,60108,66087,40982,18619,17922,9894,7758,1818,5128,3045,2279,14713,30969,4113,4127,9276,73952,16831,25677,28266,8008,6295,2697,13717,17764,22329,31494,148814
168240,2155,11551,22483,25055,10806,76160,33198,16730,27350,29312,43680,24856,66999,72804,65219,36493,18877,17375,8875,9680,1822,5219,3228,2315,15238,28690,4295,4359,10386,72452,14449,25528,28405,8053,6207,4841,13956,21977,23861,30009,148610
168341,1885,11808,21591,28626,12352,86922,37214,22550,30064,30024,51957,23051,67193,75955,62479,36705,18303,18152,9069,9927,1736,5515,3645,2400,15727,30496,4709,5103,8674,76709,16336,26937,27574,7703,5699,5415,16355,23761,23807,31675,145952
168745,1667,12108,21592,26243,10326,79491,38793,19992,29986,29860,51831,26393,69318,71858,63431,37537,19390,17744,8792,10536,1674,5402,3721,2341,16210,29525,4480,4681,10561,72683,16211,27224,30036,7886,6233,5163,14178,22382,22592,31094,144355
168947,2101,12817,21995,30254,15168,85606,42709,20990,29865,31854,50171,25032,69026,74189,66240,41021,20165,17357,10300,11570,1781,6919,4229,2656,16611,30825,4654,5650,10817,78161,19878,23690,29637,7609,6242,5573,15187,24827,24159,32250,147725
169040,1780,11517,22157,25927,10911,81382,31985,21366,31559,30802,47098,22783,62888,71505,65035,41107,19187,17785,9166,9622,1803,5306,4130,2406,15266,30206,4641,4692,11232,71825,16519,25451,27053,8065,6213,4992,15409,24942,25699,30249,148583
169343,2118,13502,22821,28603,12984,85594,40284,23647,31974,33959,53295,23989,66216,75332,76329,39595,19914,18146,9691,11257,1830,6145,3541,2681,17157,30289,4476,5671,10852,77795,13639,27795,29840,7953,5971,4076,14731,22676,25473,32425,149521
169444,1595,11951,19731,25836,11386,79208,35100,20351,31106,33543,51568,24035,67325,74981,72337,37162,19988,17689,9884,11978,1778,5912,4121,2573,16890,30040,4570,5645,12773,75787,14617,26893,28499,7817,6181,4833,13833,22913,24172,32044,147886
169545,2246,13287,22668,28946,12358,86801,39861,23179,33194,28963,52883,27145,68889,71870,68961,37652,19378,18324,9565,12799,1833,6538,4275,2662,16193,30463,4472,5947,12760,73035,17688,26595,29745,7971,6337,5583,16368,26341,27115,32048,149481
169747,2089,13209,22956,28607,12526,80165,42127,19780,30932,32592,52770,24732,66248,72331,63084,35130,18875,18549,10212,11820,1827,6753,2885,2675,15814,30762,4357,5840,9888,74108,10633,27651,30645,8048,6196,4739,15278,24573,25776,32220,152411
169949,1862,12331,20569,26871,11641,81187,34579,21575,29761,31497,53436,25248,69816,76854,65340,39553,20853,17711,8453,11829,1835,6392,3979,2594,17558,29349,4309,5966,12441,75970,13920,27716,28517,7962,6455,5177,14324,20582,23214,30286,145477
170631,2187,13862,23503,30048,14308,89772,42681,24022,34528,33932,53415,27195,69080,75882,67501,36780,19665,18238,9968,12411,1834,6857,3993,2698,18149,31138,4548,6148,10896,76475,14942,27771,30934,8028,6435,5565,16796,24697,26470,32267,153515
170934,2219,12924,21970,28714,13231,86231,40634,23267,32154,33823,52108,24342,66505,74447,62870,39189,19640,17586,10198,11191,1584,6104,3371,2478,17268,31241,4142,5489,11098,77419,16248,26704,29006,8052,6271,5426,16666,26184,25901,31885,153125
171330,1772,12667,21795,29147,12403,84332,36215,22219,31531,31434,51463,24082,67536,75088,66803,39505,19251,18124,9625,10918,1835,6228,3604,2247,16829,30648,4309,5290,9988,75827,13869,27949,30370,7902,6276,4837,15662,22912,24315,30548,150771
171431,1511,11867,20841,27322,12498,79324,34704,21851,31448,34334,53422,18314,56875,70052,77472,37372,19097,16880,10069,11084,1693,6046,3502,2188,14661,30888,4384,5107,10090,76099,14043,26783,29926,7992,6043,4434,14154,22512,24450,31198,151849
171532,1691,11676,20718,24806,11278,76773,37951,20824,31317,32529,52167,20940,60956,71291,66815,35805,20466,18016,9790,11349,1760,6508,4085,2518,16808,30422,4661,5725,11320,74788,11396,26877,27682,8013,6364,5057,14558,24673,24685,31937,149589
171633,2135,12983,21216,28213,12388,82732,38526,22068,31879,34303,51589,24294,64907,73770,73502,38336,19647,18286,9764,11860,1834,6361,4014,2267,17820,30643,4680,5525,11629,76979,16407,27679,30308,7959,6248,5331,15192,21486,24425,29488,151005
172029,1312,10862,18072,21819,9244,72440,32033,17968,30004,32953,51400,20613,58136,68608,61154,32694,17880,17084,9399,10934,1769,5419,4245,2468,15623,29794,4580,5651,11413,70918,11958,25760,26313,7891,6236,4898,13800,22730,24599,30829,148725
172130,2026,12523,22756,28230,13473,81524,39506,22661,31256,33089,51673,24782,66889,72281,72762,37000,19744,17914,9943,11566,1808,6342,3095,2683,17839,30653,4286,4959,10848,76417,15596,27270,29244,7973,6070,5041,15937,23466,24409,31906,148310
172332,2005,12908,23436,28494,10663,81044,35049,21867,30360,30627,51171,23127,62095,73087,74700,36250,19826,18133,10059,12209,1770,5959,3681,2203,17299,30818,4664,6563,12173,75812,12102,27792,30166,7996,6404,4328,14543,22761,24982,31407,152322
172433,1230,11529,19374,26650,11256,79183,34415,18930,27575,29371,48088,24771,65442,74161,70502,38314,18369,17927,8607,9631,1733,5369,3590,2213,15926,29308,4151,4755,10201,78733,17748,27417,29273,7807,6279,4211,14560,23730,24616,32622,145318
172534,1694,12901,21129,27798,13328,83294,40657,22222,32309,32349,52058,25503,66537,74960,61798,41049,20088,18464,10116,12291,1808,6608,4113,2601,16648,31090,4646,5268,11169,73905,17667,27707,30448,8071,6385,3692,14958,23055,24539,31987,150325
172635,1637,11093,21020,25630,10872,80442,34211,21450,29272,30274,52591,23738,64922,69107,66460,35260,18206,17579,8816,12233,1815,6054,3382,2710,16820,30106,4040,5054,11340,72565,12689,27592,27692,7878,6361,4187,14532,22486,24291,29782,142888
172938,1970,11587,22337,25818,10330,77184,36282,18996,29947,31735,51076,25050,66136,72356,70596,38203,19927,17188,9204,12289,1822,6120,3820,2599,16701,29320,4452,5916,12145,74378,16639,25600,27091,7955,6343,5047,14786,21527,25018,30217,149592
173132,1539,12166,20370,26637,11707,78444,34013,19813,31063,31168,49887,22768,60306,74352,71516,38076,18857,17401,8365,10737,1820,6001,3224,2515,17282,28831,4116,5285,11883,77275,15017,23900,24579,7390,6311,6214,16917,26921,25697,31170,146594
173233,928,10819,19604,22242,8293,72851,34236,18669,29898,30611,48436,21520,59519,72959,66533,33619,17022,17305,8532,9308,1724,5752,3597,2216,15554,29101,3786,5040,11872,71476,12825,25631,28552,8014,5931,6069,14646,24994,24713,30985,146890
173334,1197,11050,19921,24623,9106,80368,33826,22428,32906,29171,51213,23408,65112,71923,73939,36141,18393,17492,8723,11138,1836,5411,3892,2416,17409,30194,4339,5327,13086,73087,21226,26205,27399,7742,6126,4736,15970,24607,25364,31203,145299
173435,1869,12082,20762,27753,9764,81144,35619,19064,30025,31573,46940,24429,65510,71919,69084,38383,19818,16883,9460,10070,1814,5837,4112,2490,14431,29475,4626,5175,11293,73427,16582,26390,28524,8037,6392,5174,13576,22379,23165,31065,150360
173536,2059,12877,22294,30144,13329,83668,39779,22012,32177,31593,46121,26246,67503,74780,71351,37389,19924,18232,9299,12183,1774,6110,3866,1978,16948,29973,4683,5610,12191,76114,16212,26499,30005,8053,6369,5915,15673,23832,24086,31730,153787
173637,1632,12699,22082,29673,12288,90369,40111,23950,34035,32460,54323,25646,69050,78027,69859,37646,19453,18543,10351,12925,1828,6867,3602,2713,17809,31220,4358,6387,12041,74726,16742,27527,30818,8073,6348,5737,17154,26337,26141,31829,154508
173738,1440,10810,17657,23985,10506,73103,33765,18598,24437,30666,45304,22487,61176,65383,68370,37310,17551,16980,9515,9553,1792,5273,3021,2606,15269,28350,4387,4484,10279,71660,15410,24535,26451,7724,5738,4750,13743,20643,21265,30168,143975
173839,2437,13022,23801,31607,13281,88241,38103,23434,31401,33423,48474,25930,70139,74000,69130,39923,18725,17444,9799,10554,1788,5683,4052,2304,17070,30585,4559,5233,10005,76584,19497,26196,28617,8035,5988,5537,16426,25075,23904,32910,149899
173940,1700,11677,19767,25994,11929,77635,37092,19690,29608,32134,48958,24315,68063,74712,66901,43230,20578,17708,9438,10361,1836,5379,3710,2450,15488,28310,4691,4686,10577,75096,16912,25722,27360,7892,6169,5057,13150,21678,23398,31710,146631
174437,2491,12192,22996,29636,12897,82376,38924,21833,29819,33292,52719,24635,68772,73085,65311,40004,20677,18192,9489,12483,1822,7022,2825,2541,18053,30704,4356,5635,8806,76203,13803,26247,28929,7788,6029,4835,14122,22588,24798,31230,149894
174841,1904,11378,21003,24686,10893,79933,36162,20795,31482,33134,49916,22511,64552,71958,69042,36135,19478,17503,8908,11640,1795,6046,3934,2389,16190,30409,4680,5635,13089,72000,17949,27418,28109,8048,5624,5110,15401,21044,23471,30974,148363
175035,1933,12491,23168,30771,14743,87886,41698,22854,31685,33326,50239,23883,67525,74819,70205,41907,20024,18271,10097,11255,1832,6583,3566,2704,16883,31011,4578,4774,9915,78312,17860,27475,30373,8040,6075,4870,15043,21693,24768,30826,152147
175136,1842,12927,22461,30584,13423,86886,39976,22835,32548,32271,48515,25630,67434,76716,65506,39319,20577,18090,9294,11817,1828,6510,3920,2681,15748,30140,4356,5105,11837,75996,19912,27100,29166,8063,6304,5241,15201,23859,24714,32274,148711
175237,1422,12251,21508,22728,11284,79959,38319,18940,30426,31886,48569,25696,67802,72436,73037,40628,20724,18222,9484,11896,1802,6039,3580,2589,16288,29907,4489,5392,12391,75273,15782,26297,29194,8040,6249,4499,13871,20990,24192,30700,147633
175338,1870,12655,21227,28342,11084,84326,33895,20950,30565,28808,53760,25529,69384,77035,57827,34333,19693,17940,9602,11863,1811,5819,4451,2235,16095,30225,4780,5903,10579,76221,19653,26380,28547,8042,6521,5982,15776,22805,23766,32516,151090
175439,1887,11958,22703,28222,10715,81026,34997,19646,30289,32970,46950,23752,63586,71717,68746,35746,19293,17394,9150,10744,1800,5846,4002,2303,15568,29617,4614,4985,11257,73615,16366,27519,29456,7809,6139,5158,15133,20822,24613,30564,145835
175540,2170,12712,21993,28929,12162,85116,36159,21598,32477,33471,56566,22918,65150,74427,70297,35215,20079,18282,9706,12262,1830,5840,3428,2526,17130,30603,4235,6352,11784,78165,13528,26992,28442,7783,6046,5507,15682,20952,24202,30041,148521
175742,1218,11222,20984,25637,9196,78808,33665,19577,30579,31321,52003,26175,65450,72221,66113,36901,19677,17923,10038,12565,1809,6638,4097,2723,18218,30645,4691,6357,11853,74775,16270,27578,28517,8053,6365,5550,14804,21988,23171,31143,149608
176037,1489,11413,19135,27453,11842,78888,37972,21498,31755,32647,51927,25541,66218,74882,57132,41019,21024,17957,9496,11922,1817,6426,3699,2412,15681,29994,4631,5637,10785,77263,16513,27419,28650,7918,6366,5319,14001,23001,24664,32071,151403
176239,1872,11726,19062,22787,11685,77337,36813,21125,28747,33024,47313,22039,61027,73042,72688,36961,19424,18300,9610,11230,1832,6051,3487,2544,15389,30444,4550,5007,13018,74376,14961,27423,29418,7990,5658,5213,13574,22389,23960,30075,147990
176441,1876,12682,21331,25377,10071,78921,35873,18802,30187,31751,49304,23215,63591,76166,68510,36778,19880,17294,8627,10196,1606,4727,3850,1624,16051,29540,4532,4614,12064,76189,16242,27653,30039,8007,6288,5621,14893,21359,24962,30487,148823
176542,1968,12821,23086,29709,12823,82244,40255,22356,31463,34369,47899,23652,67047,75541,66691,45616,21915,18268,10161,11510,1836,6521,3742,2648,15211,31287,4557,5332,10547,78724,17350,26416,30733,8073,6460,4256,14481,23451,26275,31091,152229
176744,1572,11908,20443,26936,11779,80862,39402,20724,31428,31735,49405,23579,63248,72536,66349,36578,17135,17878,9086,11915,1796,5810,3482,2539,15749,29186,4200,4888,11443,74659,13713,27305,29623,7950,6142,4979,13963,21385,24736,29912,147092
176845,1972,12867,21899,29163,12535,84588,38684,20741,32096,33537,51318,25507,68105,74550,61672,39657,18704,18074,8801,11237,1835,6024,3957,2723,15227,29923,4552,5096,10937,72283,15334,26728,29743,8014,6244,6074,17189,26712,27245,29452,147835
