,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
102109,1875,12652,22619,28768,13086,85410,41093,21898,30908,31245,53246,24218,65867,71188,58758,29336,17019,17605,9059,12147,1804,5995,3319,2638,16916,30003,4318,5425,10354,74348,9117,27359,30205,7826,6020,5164,16948,24719,25350,31566,147573
102311,1706,12149,20432,26572,13108,78128,40417,21862,31425,32384,51071,24880,66412,74611,72021,41038,20343,18267,9613,12229,1810,6655,3810,2427,17136,29988,4530,5590,12778,76604,15401,27727,29215,7913,6303,4476,14366,22094,23936,30740,148280
102513,1936,11629,20326,24522,10314,73857,37756,20737,30945,32297,52322,24231,65112,71017,70574,31739,16963,17718,9361,12283,1809,6091,3658,2674,16876,29922,4044,5164,12856,76756,14267,27143,29116,7877,6220,4992,14747,23147,24432,31753,147899
102614,1953,11779,22228,27583,11451,79126,39491,20026,31191,31682,50561,22189,61517,70933,68387,39023,19749,17539,9242,9651,1809,5969,3402,2543,15434,29631,4220,4216,10281,77196,13275,27971,29039,7950,6158,4326,13946,21581,25543,30647,146548
102715,1726,12064,20504,26959,11595,77157,37347,20098,28348,28549,49295,22358,61461,72415,62162,35196,18505,17872,9340,10758,1813,6074,4282,2658,15381,29678,4476,5542,11662,75046,17100,27362,28186,7961,6275,4769,15344,22730,22865,31756,149568
102816,1717,13326,22000,27315,12399,78101,41686,20351,32197,32854,53755,24433,64087,71441,66557,37123,20527,18436,9801,12594,1797,6217,3497,2685,16082,30001,4585,5531,10181,77263,11465,26520,29915,8022,6083,4889,14454,23167,25412,30489,151101
103010,1431,10675,21017,25599,10279,77655,29636,20208,31148,30809,51223,22659,62241,72309,69284,35749,17820,17298,8542,10405,1829,6112,4040,2604,15562,29677,4244,4779,11560,76354,14376,26886,28750,7894,5889,4485,15062,22909,24485,31105,147606
103111,1452,11347,21230,25261,10156,80688,34694,20428,28184,26330,50066,26079,67506,71691,65150,35039,17636,17949,8895,10596,1809,5831,3320,2512,17772,29430,4048,5637,11504,73992,12829,26127,28663,7840,6499,4718,16608,25280,24883,31167,146117
103212,1527,12178,21388,25634,11308,76220,38508,17709,28616,29462,51009,23282,62557,71966,69534,34664,17200,18021,8777,12316,1800,6224,3266,2687,16486,29605,4150,5210,10426,74710,14145,27472,29967,7739,6323,5109,15830,25314,24146,30831,149311
103414,1693,13055,22132,26237,10259,85052,36386,21386,31253,31865,49395,26177,66388,74291,61260,40440,19740,17607,9850,12278,1796,6133,3851,2308,16814,30400,4530,6053,12314,72061,19696,26897,29122,8063,6346,5438,15276,22492,23946,31728,150460
103515,1839,12323,21982,28476,12153,85254,37083,22680,31439,34545,52634,21787,63723,74289,70793,34288,19635,17385,9589,12165,1743,6560,3508,2541,17463,30980,4274,5898,12000,78898,11904,27301,29665,7918,6222,4561,16358,22501,24640,31458,147661
103818,1946,12393,22804,28946,11843,81957,37265,19751,31891,33644,51097,25664,69037,75101,67505,37685,19947,18192,9468,12486,1836,6202,3777,2458,16763,30947,4652,5675,12739,76135,14961,27211,29497,7983,6454,5015,15644,25076,25865,31517,151038
104012,2026,13054,22564,28528,13420,84755,40800,22061,30343,32352,47430,23931,67578,74866,63484,39140,20252,18147,9900,10666,1834,6745,4085,2668,14470,30685,4751,4849,11538,75528,19404,25777,28802,7956,6468,5302,16047,25463,24763,32113,152570
104416,1540,12586,20999,26862,10757,81475,37073,20408,30845,31029,52153,22601,64849,76140,64553,39836,20733,18425,9930,11925,1836,6340,3868,2583,15642,30874,4500,5303,11283,75412,18574,27830,30386,8037,6494,5288,14532,19344,22049,30599,150534
104820,2023,13148,21030,27061,12141,80495,38287,21186,29593,31972,46656,23589,62402,72369,66753,35271,19998,17905,9464,11417,1813,5770,4062,2499,15541,30767,4528,5839,11895,74393,14237,24910,29722,7897,6035,5939,15218,22615,24191,30553,147738
105014,1741,12160,22607,28909,11988,85396,35012,22369,31530,31499,56449,24918,68358,78099,61141,37937,20519,18433,9711,11644,1832,6370,3395,2597,16735,30609,4583,5628,10379,77836,12596,27603,29567,8039,6352,4954,15208,23426,25632,32392,148937
105115,1858,12547,21856,28418,12898,84250,40055,21741,30026,30366,48909,23188,67441,76913,74284,40940,19360,17659,9217,9952,1749,5969,2870,2463,16840,29952,3787,5236,10374,75345,13857,28358,30641,8023,6317,3803,15396,20653,22390,30246,144430
105216,1504,11331,19160,26685,12334,77014,35776,20299,30536,32010,50191,23799,66047,69923,61391,34083,18058,17596,8732,10881,1772,5584,4080,2003,15479,29462,4238,5064,12104,73222,13427,25697,26133,7846,6177,4724,13800,23778,24969,32170,143821
105620,1164,10038,19447,26304,12925,80647,33604,20425,28756,33063,50354,25357,66510,71851,63477,38540,19821,16292,9449,10857,1703,6206,4217,2578,16924,29862,4700,6052,11597,73353,15583,26142,27476,7900,6389,5158,13759,22220,22975,30949,148427
105923,1675,10885,20326,25975,10408,77757,32408,20510,32295,33513,50343,24395,66632,69935,72790,35894,18355,17484,8688,12258,1704,5927,3358,2248,16784,29424,4361,5669,12348,74413,12763,27144,28166,7777,6206,4209,14575,23733,25404,31886,145119
106016,1538,12777,22240,27914,9940,81955,32826,21380,32231,30942,50514,25774,68166,73714,53071,37006,19833,17788,9434,10487,1835,6390,3767,2209,15558,30361,4612,5256,11872,71152,17104,26164,30139,7927,6193,5626,16049,26625,27683,31785,150453
106319,1899,12087,20017,24732,10851,79987,35931,20968,29531,30743,49786,23870,66239,73764,62032,37194,18944,17966,9817,10660,1822,5736,2955,2579,15844,29418,4399,4761,11088,74474,15205,26565,27995,8000,6206,5146,14274,23482,23995,31778,149693
106521,2330,12532,22553,27569,11306,81723,38447,20015,30123,33182,51961,23951,64609,72658,66383,37332,19605,17914,9198,11443,1752,6570,4068,2430,15746,30637,4730,5061,10960,77237,16032,27922,28964,8036,6199,4490,14687,20742,23729,31645,150867
106824,1901,13040,21126,28071,11623,83917,40332,22448,33490,34061,55241,24040,65971,74339,63442,37366,19329,18310,10034,12501,1833,6658,3837,2656,17151,31141,4513,5866,11844,75157,16555,28061,29595,8072,6250,5858,16070,23154,24515,33356,154146
107018,1631,12511,22193,27138,11571,82568,38005,21932,33093,32763,55515,25173,66320,73662,62593,38514,20745,17797,9641,12154,1823,6728,3637,2625,15609,30429,4352,5336,11469,73591,13222,26716,29049,7929,6256,5498,17031,25876,25702,32075,151261
107321,2070,12610,22519,27987,13080,83246,40644,21690,31802,33459,50265,22316,62128,71669,65763,41878,19341,17970,8899,11664,1799,5266,3578,2336,14980,29806,4453,4870,10522,73901,13786,26508,30295,7937,6207,5116,15165,22285,25755,30363,148228
107422,1930,13592,21988,26187,11473,77530,42728,21578,31262,33475,49519,22517,61531,69829,67541,38349,19211,18287,9474,12157,1823,6067,3219,2696,15567,30598,4459,4648,11460,72634,19526,26510,30809,8021,6145,5265,13999,19833,24419,29533,149369
107725,2063,13605,23135,29904,12492,85751,39932,23307,33658,33006,50214,22961,64824,76527,70252,36713,19692,17900,9257,12311,1833,6712,4166,2609,16689,30352,4486,6061,11839,77552,15822,27934,30306,7855,5843,5011,15432,22966,26263,31301,149916
108020,2418,13219,23189,30098,13419,88337,41655,21751,31987,33470,45131,22989,63066,72129,69050,39240,19306,18112,10013,11493,1828,6417,3733,2625,16548,30942,4616,5185,11288,76365,16378,27062,30448,8052,6455,5593,16159,26722,27427,31876,153423
108121,2221,13276,22815,29357,12843,85326,39108,21823,32806,34249,50293,23510,63966,76285,71113,36845,20126,18691,10051,12250,1834,7183,4535,2687,15026,31026,4819,6148,13584,75740,16597,27135,31173,8073,6520,5340,15507,23380,25282,30790,153454
108222,1754,11008,19207,25926,11642,81777,35645,20976,29843,32120,48903,24543,68098,75891,69950,39177,19389,17817,9179,10715,1810,6311,3604,2670,16371,29661,4228,4900,11455,77487,15925,26727,28478,7392,6213,4878,15163,22670,23414,31611,148387
108323,1700,12748,22217,28934,11315,83893,33459,21216,32165,32536,53876,25300,68328,75986,69441,37000,19725,17993,9814,13230,1797,5799,4137,2439,17721,30608,4771,5806,12230,75848,18074,27684,29253,7997,6223,5029,15227,23263,25044,30317,149703
108525,1822,12021,22352,28028,11283,82942,34880,22750,30214,30613,52315,24294,65679,72636,68409,37140,19170,17337,9595,11146,1808,5837,3678,2621,16849,30090,4274,5328,10286,77757,12793,27494,29365,7908,6405,5332,14726,20833,23687,30580,146569
108828,2254,12787,22169,28950,13883,81404,41408,19941,28755,29705,43388,26100,66559,74275,76486,39943,19408,18123,9250,10776,1804,5628,3943,2703,15238,30240,4417,5573,11604,72518,15589,26959,30153,7969,6269,5396,15412,24734,23848,31031,152065
109123,1890,12633,21472,26664,11169,76842,35210,19389,30266,30768,46580,24301,64117,70709,72728,37687,17897,17736,9115,11266,1834,6522,3169,2555,16583,29100,4138,5051,10947,71636,13023,27133,29039,7982,6067,5249,13847,22646,24498,30492,149078
109830,2169,12766,22444,28254,11868,79363,40397,20788,29281,33912,42942,23397,62598,71912,70104,41501,20084,18122,9584,11592,1820,6364,3711,2408,16302,30731,4755,5794,11523,74790,17564,24683,29358,8009,6345,5420,14704,22732,24738,30332,154293
110007,2102,13642,23533,29824,14272,88499,44501,23447,33864,34699,50803,22883,64678,75391,66213,39067,20043,18675,10177,11702,1836,7267,3841,2715,16432,31378,4643,5808,11515,75602,15648,27597,31288,8015,6378,5209,16357,24879,25948,30861,154822
110411,1425,10959,21299,27765,12459,81840,36978,21261,30820,32200,51262,25391,67371,73626,66342,37905,19939,17638,8770,11120,1804,5437,4119,2565,16966,29869,4427,5776,12140,75649,17707,27214,26979,7956,6172,5218,15826,24332,25154,30917,146135
110613,1516,12200,19180,25187,11332,79371,36359,20106,29270,31820,50039,23528,64295,73016,72852,38343,19275,17627,9299,12230,1770,6168,3698,2396,16691,30104,4457,5656,12268,74510,15793,26910,28373,7972,6346,5295,14804,22147,23182,30530,150915
111009,2238,13364,22389,29875,14032,84697,38791,20915,31237,32634,47466,24301,65525,72004,72727,38345,19119,17221,10005,10680,1732,6545,3307,2557,17091,31096,4213,5366,11431,73021,16154,27285,29769,8057,6455,5640,16177,25726,26048,31519,154279
111211,1405,11365,21267,26580,12688,85423,37783,21748,32802,34213,53441,21658,65658,76757,70727,39807,19483,18276,10223,12257,1834,5891,3643,2457,17089,31258,4318,5816,10094,78831,17342,27534,27331,8055,6145,4937,14611,21862,24309,32821,151932
111312,1182,10554,20449,24005,9486,79935,32665,20697,30287,32472,50981,25141,67099,75453,72939,37118,20150,17929,9605,10884,1836,5615,4218,2541,17251,30051,4666,5771,12302,77258,15523,26408,27177,7963,5957,5200,14036,19792,21809,31732,145613
111413,1829,11714,20278,25017,13152,78224,36004,20630,31335,34208,53080,22383,63176,71427,64033,34205,20066,17299,9200,12058,1834,6444,3797,2628,15025,30433,4537,5580,11401,71536,12733,27817,30014,8041,6398,5701,16388,26282,26759,29553,148740
111514,1571,11492,19950,25732,9498,71729,33518,20154,28838,30983,48562,22702,63572,70160,71783,38682,18649,17442,8951,10459,1808,5615,3137,2259,14691,29504,4512,5036,10544,71348,15824,26894,28136,8072,6331,3944,13323,21373,23747,31326,144789
111716,1969,11145,19182,23200,10357,73555,32306,19140,29078,31590,49266,24188,65798,70497,66323,34939,19217,16947,8923,12153,1713,5560,3669,2267,16114,28580,4313,5310,11597,72590,11570,26240,26100,7588,6007,4825,14425,23438,23359,30310,143893
112112,1752,12505,21998,28724,12439,86325,39699,21126,30588,31974,44445,21738,62280,71013,63586,38630,18309,17689,9742,9330,1797,5968,2661,2649,15905,30291,4265,4171,8030,74676,12530,24549,27092,7973,6082,5479,17164,25335,24669,30370,150381
112314,1996,12725,22784,29627,14466,85729,41462,21624,31582,32651,53256,25999,68653,76647,61277,40332,20299,18194,9535,11020,1824,6247,3778,2719,15015,30461,4525,4363,10228,75805,18136,26145,28597,7989,6383,4932,16046,24953,26228,31878,148952
112516,2126,11968,21655,27387,13214,80647,35555,20404,30220,29945,48013,23801,64805,73942,60324,39602,21011,17957,9086,11807,1764,6149,3619,2422,16032,29863,4484,5375,11195,74359,16813,27340,28581,7802,6307,5000,14631,23531,25414,30143,145768
112819,1459,11967,21002,28047,11994,82452,37148,21121,30624,31256,54438,23805,67142,75733,56278,41547,20328,18073,9750,10842,1814,6652,3313,2702,17061,30103,4294,5295,9959,72956,12979,26270,27310,8037,6359,5979,15357,22416,24119,31551,151622
112920,1765,12556,22782,28805,13872,82003,42594,19590,31171,29774,51025,24344,67222,73419,66762,37492,18455,18090,8608,9906,1822,6287,4047,2675,15660,29894,4520,4241,10376,72698,17803,27945,30236,7871,6243,4078,15373,24239,25574,31387,146888
113215,2146,11969,22109,26622,11671,78536,38822,21731,31772,32256,52310,25274,66407,75510,63265,37114,18754,17970,9206,12426,1786,6018,4266,2148,16241,29800,4625,5308,11567,74062,17779,27038,29647,7873,5992,5027,16131,23877,24254,32174,148451
113316,945,11015,20651,25816,12168,78448,34440,21146,30827,30646,54328,22405,63352,71440,67774,35062,17977,17778,9587,11478,1826,5899,3516,2697,15030,29667,4100,5082,10664,76154,11310,26432,29064,7733,5844,4426,14531,23425,23921,31212,145822
113619,1664,11868,20470,25407,10711,76307,35387,19595,30494,32417,46949,23443,61712,74384,72859,37858,19215,17770,8886,11114,1830,6170,3834,2281,15083,29620,4203,5645,11895,75589,15467,27300,30131,7975,6365,4950,14089,20152,23510,29604,145627
113821,2071,11996,19751,23689,10392,75194,36696,17353,28049,26881,48656,26658,68004,70894,68473,38835,17884,17715,8621,11986,1697,5870,3066,2223,15866,27591,4260,5173,10475,69639,18658,22472,25358,8032,6203,5520,13558,23566,23262,30640,147674
113922,1700,12373,20445,26428,11657,79799,36508,21565,31821,31466,54018,24643,66629,72556,63641,38503,19321,17874,9107,11178,1790,6072,3972,2608,15988,30219,4144,5301,10498,73822,16057,24706,29568,8010,6416,5684,17661,27296,27444,32625,152303
114116,1482,12701,22075,28608,12751,83682,39020,21962,32101,33558,50642,25482,68195,73923,63250,37346,20175,18593,10217,12552,1836,7193,4136,2725,16575,31272,4582,6136,11973,74465,16427,27408,30683,7994,6424,4891,15917,24489,24476,32463,152391
114217,2078,12931,20691,26456,13722,78837,37702,20122,30304,31923,48246,21933,63501,74590,67514,39152,19273,18219,10144,10737,1835,6350,3902,2447,16205,30680,4605,5773,10908,76832,13221,25981,27927,7891,6189,4792,13894,23053,24026,32203,151560
114318,2165,13350,22844,29670,13219,86218,40695,23160,33577,33744,49210,26564,67722,75276,72519,39076,18520,18239,10022,12368,1805,6476,2456,2702,17572,31304,3779,5219,9975,74501,13292,26944,30863,8061,6477,5076,15759,24554,25485,31485,151923
114419,2519,13575,23697,31004,13605,87395,40561,22729,32725,30064,52367,25090,65092,73191,70603,37857,19106,18376,9521,12752,1835,6567,4120,2714,16106,30852,4635,5832,11725,76833,14991,27571,30413,7886,6209,4972,15942,24022,25485,32155,148704
114621,1763,12264,20678,26474,11296,78294,37752,20859,29931,34006,47558,23242,63495,72257,66893,38305,19762,17878,9899,11355,1822,5533,3000,2143,14004,30917,4354,4222,10373,74731,17253,26562,27851,8041,6436,4868,14269,22683,24677,30288,151602
114823,1951,11692,21165,25620,10144,78218,31950,21298,32620,31763,49061,24591,67177,69708,73795,37510,18321,17443,9080,11789,1757,6055,3579,2351,17408,29151,4278,5690,12879,74806,14731,27375,29583,7911,6115,3880,14721,24545,25897,30860,147605
115017,1888,12957,22867,29178,11565,82411,40554,21393,31584,31485,52474,25876,67816,74930,64520,38957,19515,18332,9638,10753,1827,6415,4161,2593,15958,30135,4647,5580,11570,76279,18734,26160,31005,7870,6186,5360,15896,22789,24971,30992,150071
115219,1750,12024,22587,28371,11530,83862,38758,20608,29243,33132,51784,24988,68652,74269,63261,32211,17989,18216,9668,12381,1807,6011,3208,2695,15452,30413,4312,5076,10794,74761,15686,27193,30414,7859,6135,5323,17427,26920,26444,32648,147714
115320,1158,11939,22260,28364,10581,82493,34892,18320,28988,30817,48962,23789,63784,74426,68305,34754,17845,17941,9445,11469,1832,5645,3725,2315,16022,29672,4445,5347,12144,74757,14381,27264,28948,7725,6278,5709,15794,21665,22662,32199,144200
115724,1930,13013,22697,29242,12864,81893,40063,19617,30882,32735,49989,28158,69897,72356,66165,37698,18632,18624,10023,10717,1836,6140,3513,2719,15359,30943,4437,4669,10943,70932,14737,24619,29761,8073,6131,5548,15759,25396,25456,30952,153845
115825,1695,13170,22379,29397,12121,81049,39486,20630,29251,33180,49358,23403,65721,73048,65952,38280,21343,17869,9244,10753,1821,5850,3070,2520,15014,30063,4423,4896,9016,77402,13192,26052,30871,7996,6311,5839,14713,22263,23792,31642,152049
116221,1660,11451,19404,25950,12835,78557,35695,19951,29548,29195,50184,24306,66397,75262,70490,40385,19554,17525,9173,11730,1828,6308,3072,2675,17966,29503,4102,5149,9727,77380,12720,26430,26636,7704,6322,4685,15303,23476,25455,31133,147032
116423,2253,12286,22893,27286,12132,78770,38287,21250,28308,26232,48831,24391,67053,74918,72135,41501,20129,18275,9089,11541,1713,6112,4135,2534,17422,28424,4499,5230,11779,75182,15979,27191,30290,7909,6444,3520,14283,22861,23188,31675,147671
116524,1294,12020,20888,24095,11104,81358,34168,23274,33143,32346,53719,22792,64561,70564,63098,34347,19001,18041,9421,11105,1828,5837,3803,2537,17134,30708,4568,4974,10540,75578,10573,27862,29759,7924,6296,3011,15181,22888,25184,31931,145179
116726,1054,11227,17119,19624,7310,72355,32970,18120,29134,31022,48414,21620,60765,71296,72449,38370,19521,16462,7983,10666,1828,5859,3732,2374,16616,27781,4316,5193,11909,75215,14124,24741,25984,7879,6157,5045,12592,22344,24151,30334,141403
117021,1945,12452,21380,28543,12334,84824,37350,21134,30467,32352,47292,25307,68967,74571,70919,38187,18515,18232,9793,11822,1836,6365,4223,2635,16720,30387,4629,5889,12219,74980,18869,27408,30307,7945,6340,5252,15574,25621,25314,30959,151871
117122,1550,11738,21252,25822,9933,78587,34990,20211,31851,32521,47203,25890,66529,72092,71354,39479,19458,17706,9631,12429,1777,5865,2953,2143,15807,30443,4403,5872,12841,73529,17340,26642,28294,8072,6432,5537,14976,24866,25518,30968,153880
117324,2120,11989,21904,26305,10740,78042,33409,20658,28934,32019,48276,23628,61649,71081,65153,37011,20169,17213,9269,9393,1836,6129,4009,2656,15005,30135,4556,5077,10808,72340,14967,26524,27241,7850,6167,5646,15687,25947,26077,31571,149275
117930,1044,11064,21081,26096,11979,81853,36882,21218,30635,32073,45923,24796,65903,72130,73671,42027,19516,18070,9509,11547,1752,5981,3498,2601,16858,29858,4496,5214,11407,73440,15306,26015,29224,8061,6368,4824,14483,23298,24822,30075,149258
118023,1800,13138,22702,29601,12345,86689,38805,23191,33929,34590,56316,26333,66889,74625,69507,39299,20128,18346,9883,12911,1834,6769,4265,2647,16905,30874,4558,5965,11704,76088,15181,27657,29909,8037,6266,5315,16518,25715,26117,32410,151345
118124,1716,12980,22268,29257,12404,87517,39912,24791,33579,34543,51315,24294,65455,75591,61240,38961,20816,18556,9262,12019,1831,6317,3916,2465,16520,30422,4122,5015,11715,77922,15800,27445,30527,8059,6345,4731,15841,22431,24718,30519,149117
118225,1610,10093,20869,25902,11637,79360,36352,23358,32604,31357,51369,21679,61788,73155,69485,38450,17837,17693,9344,11054,1821,6096,4160,2512,14271,30228,4382,4801,12414,73599,16936,25149,26927,7961,6055,4384,15253,23239,24919,29078,145960
118528,2001,12156,21837,28647,12739,83163,39332,21021,32140,34131,51351,24224,66729,75645,69513,35721,19176,17818,8802,11827,1802,5869,2760,2384,17174,29974,4365,5352,10445,75897,13168,26904,29452,7913,6137,4984,15238,24369,25597,31151,145109
118730,1972,12439,20010,26739,10858,78785,36854,21167,31532,31471,49776,24393,67161,72455,64668,40618,18773,17510,8621,10915,1812,5656,3534,2164,16326,29744,4538,4782,10950,73145,18909,25254,30166,7845,6104,5328,14478,22480,24457,32418,148429
118831,1539,12050,20256,27911,11483,83869,35445,21236,29403,30537,49044,22684,63689,75440,70844,40810,20628,17773,9584,10357,1827,5478,3572,1976,14696,30495,4639,4533,11384,77798,18604,27456,29425,8021,6381,5271,14446,20860,23436,30515,151628
118932,2240,13482,22684,29927,13773,85877,44127,22828,32098,33267,51564,25391,68194,74229,67040,37001,20123,18300,9476,12396,1836,6553,4119,2594,17241,30323,4493,5503,12013,73632,20869,27475,31255,7932,6299,5801,16862,25525,26233,32271,151271
119025,1561,12440,22482,30647,14170,88574,41482,23536,33015,30625,55159,25403,67338,74322,66380,41182,18159,18123,9540,12266,1746,5741,3437,2710,16665,30723,4512,4612,9758,76868,21747,26781,29077,7826,6253,4191,16618,25536,26152,33047,149417
119126,2111,12903,21788,28748,11948,84575,36622,20489,29965,29914,49242,26242,68618,75591,70516,38092,19094,18338,9908,12707,1761,5554,3381,1888,16430,29983,4586,5700,11223,75673,18616,26683,29571,8055,6440,5657,14879,23040,23749,31941,152672
119732,2062,12793,23050,28611,12813,82837,40509,22347,31738,31417,54724,25524,70133,74770,67154,38850,20003,18070,9284,12275,1808,6760,3651,2601,16840,30567,4585,5628,10732,76643,15036,26845,29253,8059,6078,5130,15445,23823,25261,32966,148328
119833,1916,12135,22670,27569,12619,83323,40765,20833,31545,33002,52636,23146,65509,71758,63916,37471,18783,18095,9758,11815,1835,6075,4007,2619,16717,30564,4653,5331,12228,74974,15970,27501,29103,7939,6221,4195,14754,24203,25129,31746,149576
120010,1737,11345,20986,25726,11444,77491,35343,20062,30582,29948,46334,24666,68971,74511,69292,35171,18010,17133,8834,10085,1763,5659,3338,2288,16530,28620,4272,4956,10987,74201,16023,26476,27723,7921,6052,5362,14997,24175,23453,30606,148855
120111,1521,12292,22058,27406,10309,81558,36900,20928,32751,33588,56341,24201,65447,69927,67181,38164,18843,18121,9240,12405,1818,6239,4286,2615,16812,30366,4493,5316,11561,73174,13785,27899,30532,7884,6120,4388,14253,23157,25384,32142,144761
120212,1864,13070,21874,27708,12195,79946,37047,20710,31703,31831,51949,23611,65851,74213,65346,35526,19933,17421,9799,10935,1833,6325,3893,2349,16084,30524,4528,5770,11145,72677,14480,27252,28965,7936,5994,5944,14083,21845,24023,30616,148101
120414,1869,12353,22776,27556,12223,78667,38877,20732,30251,33664,46044,23398,64366,73974,67594,38924,19341,18129,10119,12127,1834,6695,4113,2629,15225,30444,4732,6081,12974,73874,16164,26762,29571,8042,6290,4783,14162,23341,24609,30905,153719
120515,2351,13180,20656,28695,14944,82067,42031,21351,30867,36022,45770,22960,61536,73342,69925,38298,21369,18656,10131,11170,1789,6367,4053,2504,16098,31014,4726,5841,10708,76479,17513,26064,30227,8058,6495,5546,16325,25654,25950,32248,153917
120717,1681,11940,21015,28191,12660,81260,39962,21325,28741,32128,48838,22468,66367,75773,72768,38685,19560,17322,9673,10760,1765,6755,3548,2565,16942,30113,4293,5534,11558,76755,13996,27552,28959,7764,6417,4183,14323,22148,22982,32131,147331
121416,2043,11672,21199,27936,13456,79102,40076,20538,26660,28990,45377,23675,67170,71612,61567,36970,15999,16341,8722,8379,1740,4610,2794,2333,15381,27979,3740,4646,10272,71158,13495,24763,28097,7745,5333,4424,14393,21960,21617,28887,136368
121618,1612,11325,21436,26249,11899,80435,37268,20650,30660,31589,46254,22403,63102,70214,63494,37151,17383,17753,8685,10195,1810,5438,3051,2455,14398,29327,4317,4145,9189,71543,19116,25419,27272,7831,6033,5299,15277,23815,25002,31647,146696
121719,1423,10874,17892,22885,12877,72644,35377,17068,25373,28408,47732,21590,64159,73685,64501,30159,18313,17410,9247,11296,1827,6305,4264,2555,16069,28491,4732,5567,12135,75779,12169,25528,25049,7859,5994,5097,11369,18217,20446,28982,139557
121921,1709,11759,21145,26582,11588,79246,39753,20465,29576,32046,52161,24021,66325,74238,69613,34519,19977,17925,9556,11829,1830,6605,4247,2602,16672,29756,4614,5570,12851,77759,15080,27192,29079,7743,6010,5300,16088,21087,24155,30898,150053
122317,1919,11948,20829,26859,11099,78902,31362,22369,30857,30716,49108,25255,64676,73370,71785,39899,19365,18026,9301,11500,1832,6155,3514,2718,15720,29541,4350,5735,12216,73280,12367,27465,29192,7974,6446,4762,14882,22484,24259,28706,146195
122418,2340,13208,23464,30633,13843,86055,42006,22378,32400,33851,51773,25081,67369,72480,62978,38330,20711,18738,10300,12078,1836,6708,4156,2716,15731,31528,4793,5395,10344,74313,16789,26648,30447,8063,6412,5327,15512,22718,24970,31852,153616
122620,1769,11801,20671,28689,12476,83448,34221,21878,30912,31814,49709,14390,55988,78660,74820,40808,19913,17915,10100,10202,1802,5002,4208,2164,16632,30359,4669,4677,12083,78488,19012,26926,26994,7952,6426,4997,15200,20620,21666,30465,147695
122822,1723,13385,22506,28657,13107,86083,41373,22814,32436,34125,49420,25937,68381,74475,66696,43287,20883,18030,9328,10735,1753,6080,3540,2291,16825,30949,4666,5145,10053,76550,16555,26501,29730,7825,6421,5407,15394,23089,25648,31835,150819
