,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
102311,92528,18600,34953,36847,6982,9117,49477,27450,3999,6137,6185,20599,15135,4640,14872,11420,40258,18173,11874,17332,18293,63244,27117,10826,5146,9985,7367,19559,19189,17433,40928,9470,20121,9290,5516,26457,4672,11565,11690,14489,4890,14065,7580,5228,4203,7448,1951,26193
102513,89769,18091,30662,36688,7485,9996,49287,24808,2565,4145,3208,15232,14298,3616,14013,11361,38631,18152,11536,15899,18223,61968,27438,10928,6586,8429,8093,19572,18999,16811,35997,8729,22434,9154,5025,24829,4565,12375,11644,14477,5031,14216,8237,5739,4245,7083,1843,22272
102614,91200,18750,32218,36451,7212,8758,52353,24009,4123,5945,5534,19178,14473,4845,13429,11703,42021,17655,10545,15365,17112,61254,25637,10365,6721,8405,4508,19479,17762,17141,39615,8992,17230,7679,4934,23998,4297,11171,11516,14367,4795,13461,7805,5162,3893,7345,1813,18689
102715,80389,18800,31554,34218,8176,10778,52487,25360,3801,5341,4752,17482,13517,3006,12144,11162,40229,18196,10444,14708,16405,60213,28389,10425,6163,6753,6628,19027,18805,16681,36754,8512,19266,9567,5076,24198,4011,11659,11591,14269,4881,14382,8607,5544,4171,7385,1924,17462
102816,93616,19967,31931,38049,7488,8849,52446,18038,4065,5970,4497,19188,15043,3436,14262,11588,42699,18929,12643,16843,18495,62504,26201,10911,7108,8486,8174,19526,19339,18250,39992,9374,21268,9150,4769,24974,3576,12327,11638,14509,5115,14404,8222,5471,4152,7645,1999,23493
103010,88171,18658,31927,36697,8394,9700,50855,23961,3821,4615,4923,16989,14203,3948,14147,11415,39678,15613,9941,14925,18079,53621,28132,10711,6536,7969,5668,19446,16972,16916,35735,8951,19877,8897,5326,24480,4312,12200,11653,14015,4902,14425,8207,4741,3704,7348,1911,20648
103111,78280,20214,31956,37492,8729,10839,53534,20847,3627,4649,5172,16661,13002,3770,10859,10366,39934,16250,11473,15305,17260,56559,26391,9850,6505,9776,6852,19512,17707,17600,39510,9204,20948,8639,5187,25157,4491,11600,11648,14506,4583,13051,7074,4638,3738,7921,1985,34758
103212,81628,20490,26719,35717,8987,10732,51093,22278,2904,4215,3897,16579,14613,4861,14318,10454,40367,18602,11660,16547,18214,62373,26778,10564,6964,8187,8083,18359,18198,17430,37513,9473,22112,8566,5486,25446,4439,12222,11666,14432,5076,14570,8342,4563,3729,6868,1931,20506
103414,82647,19502,36710,35651,7978,9933,56989,30850,3884,5881,6381,19746,14183,4165,9600,8353,40956,17452,12273,15779,17604,61097,24528,10031,6934,8976,7617,20045,19393,16942,37706,8953,22145,9421,5315,24231,4479,11384,11360,14238,4949,13496,8138,5611,4561,7897,1817,35989
103515,95412,19937,38316,36513,7845,10591,57178,20707,3343,5478,3687,17461,15211,3804,13308,11756,43642,16981,12200,16858,18311,60582,29936,10479,7319,9109,7783,21225,18977,18472,40343,8683,21058,9334,5559,22728,4812,12220,11582,14241,5140,14190,7915,4371,3314,7286,1913,22967
103818,93225,20468,29182,37762,8852,10564,56876,26308,4150,5619,5604,18448,14461,4358,11099,10966,45526,18305,11456,16425,18147,60478,27068,10379,6686,8648,7540,21040,19303,17971,39280,9012,21098,9531,5609,25364,4879,12044,11705,14471,4706,13857,8094,4912,4107,7584,2053,30477
104012,90218,19667,35499,34846,9109,11280,57174,30689,4431,5804,5295,19273,15012,4314,10544,11416,44449,19019,11783,16558,17491,60350,28249,10178,6740,10405,5963,20440,19515,18263,39262,9731,19154,8951,5296,25854,4494,9857,11592,14131,5083,13947,7927,5610,4391,7807,2010,25837
104416,83085,18650,32843,35619,6121,9631,55792,30607,4189,5899,6267,19343,14736,4522,10600,10702,41234,17626,12278,17114,17947,63330,29148,10586,6523,9014,6997,20591,19556,18148,37635,9383,20503,8962,5479,23026,4382,11013,11688,14371,5077,13961,8008,5767,4549,7898,1869,23316
104820,85251,19209,32639,31879,8110,10271,55747,24847,3917,5507,4309,17371,13955,4279,13138,10723,41613,18936,12941,17714,17165,57720,24618,10802,6810,10335,6091,20524,18761,17940,39498,9527,18821,9256,5131,24229,4637,11910,11559,14246,4887,14283,7972,4129,3246,7074,1927,22200
105014,91781,19357,37426,37275,8298,10339,57186,21016,3931,6007,5525,18599,15306,4119,11420,10781,43869,17273,11252,15926,17395,60110,30967,11048,7164,9681,7457,21019,19278,18196,40249,9261,21118,8476,5159,23651,3946,9861,11647,14471,4892,13792,8098,5302,4037,7783,1996,28373
105115,81831,18979,37203,36900,6801,9538,55427,24071,3682,5631,6423,20387,14577,5295,14570,10701,41498,20104,10336,16584,18234,65763,30360,10932,6490,10044,6087,19652,18103,18380,42053,9756,19660,7284,4647,25198,4599,11828,11684,14408,4910,13119,7093,4064,3644,7471,1960,25230
105216,90100,16739,30025,34371,8140,9563,51092,21961,3729,4709,4701,16467,13539,3493,11028,10828,38899,17665,11140,15408,16317,55786,24774,9740,5867,9601,7041,19138,17002,16531,37341,8782,22151,8969,5293,24830,4737,10237,11513,14018,4974,13041,7083,5498,3923,7103,1694,23588
105620,82936,19780,33247,33493,7889,9737,51765,25931,3738,5859,5668,19106,13688,4264,13358,10496,40734,14270,10508,15834,17225,57523,26837,10478,6925,8755,7422,19928,18804,16443,37611,8724,21786,9223,5304,25581,4410,9641,11671,14346,4691,14082,7916,4909,4219,6828,1714,27494
105923,93091,18599,33391,36853,8301,9784,50347,21304,2997,4887,4771,17694,14582,4218,14204,10888,39019,16394,10180,16056,18038,55261,26857,10034,6430,9198,7821,18985,17074,15935,35329,8741,23008,8873,4840,24932,4847,12547,11540,14486,4980,13489,7591,4961,3710,6649,1737,29297
106016,92364,20049,32148,38864,8814,11025,57439,29214,4378,5515,5760,17161,12991,4543,4949,8027,43191,17890,12098,16256,17409,56511,26556,9935,5638,8454,5799,19983,18535,17083,34976,8643,19265,8754,5435,25543,4794,8087,11533,14297,5020,13799,7875,4836,3808,7756,1781,30620
106319,82711,19948,32971,35198,8382,9546,52616,24586,4112,5277,5300,18161,13705,3967,10033,9714,37361,16207,11779,15795,17424,59561,26745,10028,5593,9267,6300,18662,18840,18143,36939,9366,20793,8329,5444,24103,4695,10949,11434,14226,5171,13431,7708,5310,4262,7774,1714,26080
106521,93924,19895,32910,36223,6939,9471,55096,27444,3813,5635,4899,18588,14871,3824,13309,11422,43196,18442,12161,16740,18584,61805,27829,10527,6496,9584,6850,20790,18662,16816,39652,9479,18464,8382,5230,26055,4380,10400,11637,14386,4858,14459,8338,5269,4183,7566,1831,20986
106824,94506,20515,35043,39025,8235,10828,58070,24789,3926,5389,6082,17545,13547,3724,11438,10976,42573,19886,11031,15117,17596,65241,27383,10792,6590,9515,8026,21566,19883,18546,41077,9490,24185,9393,5672,25843,4153,11053,11655,14418,5312,14829,8401,5726,4527,7863,1995,25131
107018,94243,19475,34588,38489,9038,11188,57112,20958,4228,6165,5225,19483,14174,3530,12225,10238,42846,17562,11665,15991,16915,61485,27707,10368,6594,9458,8400,20089,19113,18371,37808,9174,22752,8661,5357,24745,4524,10702,11477,14161,5082,14016,8144,5413,4287,7573,1945,30116
107321,90074,18882,35468,36444,7146,9336,55812,24291,4152,5754,6866,20138,14070,4769,13032,11121,44373,19712,11559,16579,17108,62864,23560,10593,6803,9255,6672,19873,17874,16842,40176,9760,18603,7882,4178,23415,4328,10160,11320,14294,5015,14218,8097,4597,3591,7206,1976,22585
107422,89171,18003,33098,33705,6186,8929,49635,30903,4020,5818,6280,17518,13100,4943,11366,10342,41334,20687,12835,17220,18017,62976,23018,10919,6636,9212,7260,20236,18933,17964,37913,9145,19035,9030,4934,25278,4777,11838,11732,14308,5308,14123,8373,5766,4317,7567,1851,20173
107725,93625,19922,37810,39631,7990,10289,56923,26354,3948,5383,5337,17564,14217,4712,13744,11209,46730,20070,12525,17029,18400,63739,28552,10785,6875,10272,7461,20329,18657,17993,40412,9392,21217,9472,5291,24994,4583,12121,11683,14140,5072,14233,8315,4757,3821,6907,1844,23932
108020,93879,20554,34653,37811,9218,11126,60416,27822,4298,5015,6108,18567,14904,4669,11860,11359,46733,19976,11872,16215,17999,63887,26370,9948,6341,11186,6160,21484,20014,18327,41419,9491,18015,9059,5639,26147,4536,12180,11718,14327,5162,14574,8448,5589,4156,7728,1978,20357
108121,93604,20353,34887,37514,8172,10573,57667,28768,3857,5574,4602,18766,15377,4289,14279,11321,45665,21079,12729,17348,18778,62625,26256,11210,7279,10847,7212,21411,19926,18869,41415,9536,19594,9832,5682,23680,4566,12155,11727,14466,5062,14619,8420,5564,4543,7996,2035,25636
108222,85210,19954,34204,34525,8625,10381,53516,25429,4279,5612,5594,19802,14663,4547,13074,11560,38960,16117,11254,15342,17004,59166,31285,9860,6733,8923,6829,19257,18031,18225,38450,8981,19492,8194,5322,25898,4095,11238,11511,14454,5079,13829,7312,4743,3911,7281,1771,29473
108323,86729,19065,33741,37809,7841,10127,58167,29039,4062,5806,5004,18245,14515,4257,13037,10882,44309,18058,11771,16392,17796,58653,28562,10595,7265,9266,8457,20503,19277,17410,37651,9646,22731,9169,5079,24864,4394,11140,11463,14157,4731,13692,8168,5250,4522,7600,2015,29509
108525,88489,20181,37322,35708,7213,10037,55382,22409,3882,5369,5271,17337,15220,4685,13155,11716,43999,17136,11750,16843,17505,59513,29067,10739,7265,8742,7757,20908,18007,16482,36593,8686,20082,7620,4411,24845,4248,11559,11508,14366,4707,12958,7779,4560,3389,7426,1795,24057
108828,81308,20761,31406,34147,8416,10325,55555,27186,4139,5345,6496,19051,13151,5100,15287,10159,45435,20105,11823,16238,17258,62401,26415,10788,5287,10388,5274,20725,18481,18296,42675,9686,18464,9229,5609,25987,4775,12561,11643,14479,5100,14797,8537,4581,3716,7387,1976,30031
109123,86791,20056,29787,35365,7498,9610,50480,23192,3490,5023,5911,18023,13442,5092,15356,10135,41889,18678,11157,16374,18017,58073,25074,10638,5827,9188,5816,18400,18064,17137,36755,9439,17941,8074,5269,24797,4616,12487,11639,14293,5022,13800,8315,5042,3688,7033,1822,24787
109830,83694,21351,31738,33409,7994,10271,53768,29751,4380,6216,6772,20231,13386,4963,13456,10938,44831,18892,11989,15872,16577,60288,23457,11133,5419,9212,5855,20200,19278,17455,39284,9460,19129,9128,5270,22678,4614,11391,11642,13709,5085,14526,8332,5340,4530,7831,1998,24875
110007,96049,21168,38211,39525,8751,11063,59836,25600,4306,5616,5867,19469,14221,4455,11822,11048,46325,21887,11768,16970,18356,67427,27113,11084,6726,10822,6580,21606,20336,18924,42713,9877,19807,9602,5633,25457,4736,11483,11663,14473,5284,14837,8580,5501,4511,7712,2004,19867
110411,86408,17714,33002,37547,8713,9707,55881,28944,4232,5959,5369,18066,14579,4189,12414,10245,42164,16879,10721,14808,15817,59391,27740,10884,6416,8538,6661,19629,17575,16693,37388,9301,21605,9423,4862,24799,4439,11929,11403,14307,4204,11640,7777,5700,4335,7541,1905,27247
110613,82456,20224,31752,34559,7516,9841,52627,27198,3529,5540,5289,18856,15004,4952,15007,10898,38493,17144,11444,15429,17557,62121,27654,10983,7156,8210,8473,19850,18527,15972,36995,8646,22328,9156,5400,26106,4728,12112,11728,14451,5231,14739,8388,4929,3956,7368,1857,22553
111009,89463,20790,32905,36733,9203,10826,59710,24636,4380,5620,5727,18626,12589,4742,14490,10183,45563,20447,12006,15972,17310,60562,24139,10183,5651,10008,5279,21096,19715,18850,39802,9682,20275,8888,5659,24402,4560,12606,11719,14469,5272,14715,8596,4896,4253,7569,1805,29408
111211,93942,19941,36655,36431,7418,9771,57029,25244,4076,5395,5888,19977,14980,4229,14398,11853,39991,16014,10220,14434,16876,63125,30278,9936,6928,9441,7004,21638,20146,17925,38934,8603,23831,8502,5374,24055,4140,10708,11626,14454,5254,14460,8235,5587,4127,7633,1836,21479
111312,84587,17705,34169,34740,6838,9123,51073,26376,4150,5835,4421,18518,15093,4418,14784,11670,36528,14971,10514,15518,18347,58575,28894,10506,6412,9651,6125,19467,18937,17813,35364,8596,20711,9665,5314,24959,4633,12428,11516,14189,4912,13428,8037,4857,3808,6948,1863,29114
111413,94651,19261,33078,36706,8918,10242,52216,20867,3813,5978,3791,16873,13570,3813,11201,10501,39232,18623,11167,17072,18134,60379,24871,10333,6782,8177,8341,20212,18201,17537,37552,9518,21504,9343,5633,25061,4242,12052,11512,14123,5087,14546,7550,5389,4081,7013,1924,22213
111514,85109,18472,28614,32534,7277,8129,46835,25415,3311,5236,6182,18750,13751,4817,14765,10352,36934,18027,9724,14803,17331,55442,24983,10265,6253,8404,5173,19388,17759,16744,33835,8948,20387,7975,4872,24609,4484,11566,11248,14244,4872,12804,7807,5136,4182,7294,1879,20493
111716,84270,19083,30211,34170,7958,9939,46835,19200,3870,5775,4600,17611,13300,3871,13635,10294,35238,15639,10443,15694,17249,54984,26443,9480,6331,8100,7130,18319,17465,15586,34808,8764,20010,8930,4953,24356,4325,12014,11441,14162,4799,13434,7097,3558,2819,6927,1903,29934
112112,85261,20375,34791,38400,8695,10741,59349,19179,4228,5448,5780,19342,14085,3911,12433,10603,43935,17785,10981,14350,15233,59336,24616,10309,6036,9864,4296,20011,19339,17895,38294,9186,14403,6364,5256,25460,3652,11773,11619,14142,5086,13741,8104,4991,4016,7475,1926,19288
112314,92416,18102,35056,39167,8633,10100,58021,28117,4121,6038,6113,19762,14373,3695,9741,10707,45627,20509,10766,15475,16581,61504,27662,10952,6923,10321,6227,20258,18927,18268,41749,9615,21314,8644,5083,26000,4579,10574,11717,14488,4847,14100,7736,5801,4569,7663,1941,28969
112516,87361,18209,32470,35721,7506,9299,53181,28474,3861,6299,6033,18453,15007,4703,8238,8896,42710,19422,10517,15542,17405,59381,27113,10307,5715,9448,5727,18709,17851,17307,36599,9518,19819,8927,5370,25383,4519,11210,11247,13969,4412,13191,7286,5248,4406,7869,1767,26663
112819,87285,20678,33313,35286,7703,9728,57797,21255,4424,6113,6500,20222,13454,3541,8739,9134,42669,16700,10707,13989,15910,61533,27672,10834,6831,9259,7289,19460,19322,18051,37830,8986,19570,7741,5400,24670,3585,10041,11657,14325,4954,13873,8475,4617,4371,7698,1875,27568
112920,88702,18846,31923,38506,8426,10045,54966,26337,3449,5201,5399,18330,13298,4260,14515,10171,43166,20180,11120,15917,17947,65014,26413,10718,6244,9674,5481,19563,17116,18426,41347,9352,19545,8369,5509,25647,3706,12038,11711,14486,4928,13619,8282,5345,3647,7006,1989,24725
113215,88555,18910,33817,39407,8571,10474,53547,27310,3999,5588,5242,18456,13333,3910,10282,10984,41981,17763,11922,16065,18050,62946,26470,10543,6224,8867,7567,19636,18278,16487,39809,9027,22872,9151,5493,25572,4668,10680,11708,14435,5018,13949,7925,5493,3916,7263,1907,28291
113316,87994,17994,31436,37155,8181,10059,52077,19222,3628,4923,4963,16783,14148,2951,13950,11424,39582,16489,9949,15403,17453,56391,27813,10470,6991,9302,7403,19578,18783,17546,36909,9072,21224,8796,4756,24709,3914,12623,11625,14390,4932,14571,8047,4607,3537,6804,1811,21010
113619,86900,18926,30739,32739,6486,8842,50749,27251,3756,5538,5726,19006,13770,4914,14929,11390,40715,16249,11927,16390,18822,62749,27093,10680,5804,8315,5681,18961,17569,17072,35148,9403,18088,7860,4872,21617,4756,11362,11431,13960,4620,12652,7481,5314,3773,7722,1786,24533
113821,74322,18869,28447,32967,8199,9073,50733,28577,4237,5645,6338,18730,11370,4699,13423,9852,37649,16406,10507,13272,14645,55467,22048,10402,5983,7399,7862,16029,17147,15998,35380,7961,21644,8661,5257,25083,4110,11782,11608,14418,4446,13505,8088,5146,4139,7516,1825,34519
113922,94897,19937,32051,39868,9323,11214,54918,22718,3982,5520,6264,18478,13074,3553,12308,11064,41770,16954,12029,16492,17057,56594,25134,10247,6287,8893,7029,20254,18195,18349,38478,8381,23006,9126,5429,26022,4139,11551,11684,14434,5292,14384,8359,5199,4399,7641,1903,26734
114116,93246,20388,35526,38579,8553,10555,57104,25047,3996,6018,5342,18582,13252,4241,11405,10365,43481,19189,11809,17078,18570,64051,26220,10735,5589,9907,6986,21307,20302,18729,40476,9661,21993,9595,5696,26013,4476,10795,11710,14373,5239,14491,8450,5692,4362,7532,1960,28864
114217,88047,21110,31953,32183,8777,10387,52455,20397,4297,5992,5787,18830,14344,4312,13435,11454,39613,18239,11905,16263,18489,59085,27033,10572,6262,9978,6194,20534,19907,18349,40310,9607,20057,9329,5160,24768,4452,12091,11696,14304,4885,14500,7981,4849,4036,7353,1933,20111
114318,92971,20035,39094,40861,8798,9873,56794,22678,4201,5550,6148,19409,11812,4642,14956,11387,46740,20553,12371,15890,17086,62395,25398,10852,6003,9861,6980,21536,19825,17946,41104,9463,17607,7922,5133,25840,4548,11978,11651,14325,5151,14562,8694,5275,4550,7676,1891,35715
114419,88302,20127,37490,38242,8661,10249,59576,23322,3606,5504,5374,18199,14684,4437,13887,11579,47255,21307,12444,16960,18624,63706,28985,10858,7082,10235,8214,20710,18921,18485,42239,9387,22722,9374,5397,25818,4543,12163,11699,14532,4906,13892,8118,4866,3921,7457,1886,25127
114621,90174,20302,30411,32492,7775,10124,53143,28875,4100,5822,5636,18620,14079,4737,12807,10631,39070,18577,10727,14976,16683,59153,26675,10824,6696,8639,6041,20668,19507,16973,37390,9269,18267,6767,4201,22501,4058,10522,11545,14283,4999,13874,8399,5252,4441,7603,1930,22487
114823,90850,19645,34063,36944,8650,10430,50724,24037,3738,4957,5229,18624,15067,4527,14760,11176,38237,17123,11788,16432,17210,55695,25153,9787,6103,8802,7110,18440,17597,16677,35741,8862,20722,8640,5367,25087,4741,12567,11434,14210,4873,13912,7837,4357,3347,7180,1908,30828
115017,89222,19398,34578,39546,7574,10450,56429,30217,4186,5519,5944,18873,14320,3648,10414,11437,45840,18760,12445,16895,17552,60942,28233,11102,6686,8174,5835,19880,19115,18345,41132,8829,19350,9271,5407,25450,4792,10781,11745,14452,4873,14418,8422,5276,3958,7111,1978,27931
115219,92617,18441,32223,39571,9259,10321,58184,24302,4083,5204,3855,14772,12688,3515,9347,11277,44241,17366,11504,16263,17642,61620,26740,10617,6352,9097,8188,20542,18418,17927,40425,8642,21835,8841,4734,24627,4717,11879,11549,14524,4819,13526,7823,5734,4044,7434,2019,26821
115320,86559,17614,30362,34950,7007,9625,56859,24074,3691,4995,4799,16785,13584,3565,13660,10320,44556,16834,12553,16297,18140,57790,26826,10357,6293,9424,6742,19363,18391,17258,37462,8444,20846,9135,4620,23627,4282,12317,11404,14059,4591,12581,7497,5184,3765,7080,1756,26111
115724,88454,20021,31785,37011,8565,10983,57430,26450,3944,5753,6013,18419,11871,3807,12559,10371,46807,18780,11761,16184,16017,59686,22348,10772,6461,8545,5927,21281,19830,18388,40620,9258,19285,8826,5001,26167,4385,11494,11757,14479,5288,14766,8459,5733,4498,7667,1774,31873
115825,94211,20638,32152,33276,7809,10280,56100,20905,4200,6157,5503,18884,15335,3465,12686,11585,45056,19557,11877,17432,18406,60171,26568,10362,5841,9203,5698,20171,18416,17990,38839,9650,19519,7460,5010,25012,3125,11558,11738,14376,4980,14484,8077,4815,3908,7628,1906,22282
116221,86141,17985,32706,35469,8049,10029,53088,20646,3992,5783,6138,19668,14801,5207,13528,11241,38785,16136,10068,14866,16256,57521,29431,10322,6177,8828,7332,19179,17836,17612,37590,9401,22091,7782,5479,25795,4337,11613,11676,14251,5132,13922,8009,4912,4350,7283,1760,27633
116423,76300,19236,33759,34816,7567,9148,50151,29270,3180,5796,6649,19860,13594,4725,13588,11089,42629,18057,11844,17844,18440,60412,27051,10081,6497,10278,7274,17783,18007,17790,40642,9498,21272,9158,5466,25998,4432,11950,11723,14435,4870,13371,7789,5654,4461,7557,1918,27599
116524,93891,17541,37738,38393,7895,9895,48778,19158,2496,5141,4275,16957,14874,4251,11151,10876,35508,18845,9455,16698,18212,57861,28596,9823,7047,9803,7140,20913,18675,17728,37501,9045,21628,8056,5127,24905,4408,11414,11579,14385,4960,13342,7382,5745,4144,7623,1981,21758
116726,85305,17238,30162,33911,7210,7462,45023,24798,4127,5272,5482,19204,13827,5062,13729,10729,30243,14137,9795,14377,16865,55260,26423,9759,5893,7213,5344,17031,14919,15132,29579,8209,21448,8502,5295,22899,4793,11873,11318,13857,4587,12186,7080,4232,3888,7625,1672,20684
117021,87414,20178,33351,37918,9028,10066,58201,31114,4243,5265,5636,18647,13720,4486,13964,10677,43277,18676,12403,17202,18025,59753,26684,10455,6533,10012,5997,20003,19391,17964,39098,9217,19297,9204,5532,25778,4805,11532,11401,14358,4966,14087,8195,5623,4471,7869,1928,28523
117122,85559,20983,32521,34675,8629,10574,55075,28623,4405,5724,5946,19552,12842,5217,14328,10242,39442,14623,11812,16035,16860,57949,24127,10446,5724,9245,7909,19790,19045,17139,37017,8376,22229,8793,5319,24468,4864,11216,11545,14265,5197,14668,8312,5320,4333,7814,2000,31793
117324,90377,19519,32635,38733,9102,10051,51368,25584,4313,5914,5186,18232,14075,3460,13754,11062,43360,15717,11413,15760,17314,57247,24522,10685,6790,8186,5050,20386,17971,16282,34537,7942,17716,8195,5118,24409,4371,10753,11465,14075,4930,14414,8109,5426,3965,6991,1613,25310
117930,86935,19073,34671,36384,7375,9652,53699,27767,4365,5693,6162,20427,14405,4844,14896,11112,39408,17579,10587,15952,16991,58535,23809,10118,5323,9095,7060,19506,18951,17339,37540,9268,17841,8974,5033,25735,4668,11693,11524,14206,4598,14319,8356,4612,4080,7627,1730,26714
118023,99549,19225,37478,39778,8967,11046,59153,23626,3824,5911,5636,19901,14682,3797,14699,10968,45895,19865,12153,16603,17519,62192,27548,10712,7162,10524,8874,20749,19614,18788,38995,9129,22719,9349,5558,25725,4473,12068,11676,14338,5075,14129,8238,5560,4462,7591,1940,31687
118124,93670,19137,41318,39655,7547,10804,58035,27214,4279,6157,5537,19154,15055,4783,8859,11130,43928,18375,11702,17049,18148,64186,28275,11156,6773,10213,6965,20560,18790,18212,42337,9755,20722,8757,4775,25951,4744,9898,11720,14484,5157,14381,7569,5092,3406,7503,2041,23248
118225,85990,17617,35847,36890,7902,10249,51574,28354,4207,4916,6167,18401,12786,4621,13669,10406,38734,16180,8791,13712,16246,56914,25797,9996,6071,9264,6190,19774,18277,18102,38987,9326,22103,8965,4785,18966,4114,11991,11411,13693,4780,13342,7601,5064,3862,7413,1728,26468
118528,96059,19056,32514,37378,8375,10012,56452,20756,4075,5694,4574,17721,13693,4279,13660,10865,44214,19088,11822,17240,18253,62677,26585,10688,6723,9565,6867,19805,17229,17029,40434,9623,20158,7592,4844,24958,3929,12521,11589,14305,4738,13107,6946,4001,3130,7380,1959,28446
118730,87185,18104,31406,36482,7934,9999,54890,29281,4242,5685,6534,19508,13379,4673,11992,10476,39318,17788,11848,15863,16763,59111,25716,9992,5904,7802,6366,19674,17552,15790,35276,7647,22471,7464,5124,24417,4087,9260,11538,14296,4804,13583,7871,5188,4292,7472,1870,27978
118831,82086,20103,35160,35974,6569,9968,57475,32000,4001,6160,6516,19488,14780,5098,13224,11640,40831,16904,11075,16180,17477,60598,26691,10745,6645,9619,5560,20329,18959,16807,37596,8993,19781,8081,4696,23911,4437,11513,11598,14305,4833,14083,8070,5773,4404,7737,1848,22446
118932,91022,18461,36767,38552,8596,11042,58515,30659,4102,6127,4867,18517,13687,3902,12848,10714,45860,20977,12522,16885,18013,68386,25779,10493,6620,9962,8156,20676,18773,18387,42044,9746,22904,9464,5393,25558,4742,11996,11613,14432,5251,13882,8185,5519,4566,7647,2014,27955
119025,91818,18840,38856,38991,8987,10977,60243,30575,4215,4816,6686,19709,14225,4611,12859,11031,44346,20534,9597,14638,16411,62845,27303,10911,7173,10695,8022,21298,18435,17942,42404,9601,24312,7216,4407,25760,2955,11151,11737,14504,4825,14075,8281,5685,4328,7687,1933,28153
119126,80158,20115,34057,35984,7981,10097,59612,26707,4208,5821,6319,17946,12679,4113,13961,10883,44186,18972,12690,16017,16680,59051,26444,10923,5968,8559,7960,19750,19224,16812,39361,9174,23194,8538,4619,23897,4686,11777,11475,14228,4920,14314,8466,5520,4431,7770,1794,34227
