,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
112112,14002,1500,8315,9484,10767,369,1252,1281,690,699,808,819,893,728,2258,2278,3138,2964,3754,3752,2515,2468,6849,6818,7500,7508,3728,3714,3967,3967,2228,2231,5611,5587,2342,2751,1236,1155,1108,1125,6606,6591,507,498,380,376,594,550
112314,12115,1500,8816,13330,12243,569,1230,1187,690,698,924,945,787,918,2116,2109,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3975,2228,2231,5611,5587,2342,2751,1235,1155,1118,1123,6604,6605,507,507,380,376,596,600
112516,14597,1500,8650,13459,12580,567,1337,1346,690,697,946,967,915,947,2278,2252,3138,3018,3754,3752,2515,2469,6849,6798,7500,7508,3727,3714,3971,3977,2228,2230,5611,5587,2341,2705,1235,1152,1110,1121,6607,6603,507,507,380,376,518,567
112819,15136,1500,8562,13207,11492,631,1360,1359,689,698,966,968,971,986,2275,2276,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3974,2228,2231,5611,5587,2342,2751,1236,1155,1105,1121,6607,6605,507,507,380,376,596,583
112920,13659,1500,8667,11948,11479,530,1267,1261,674,688,892,770,901,875,2229,2221,3138,3018,3754,3752,2515,2469,6840,6850,7500,7508,3716,3700,3972,3978,2228,2231,5611,5587,2342,2751,1236,1154,1114,1118,6580,6605,507,507,380,376,518,462
113215,14898,1491,8833,13519,12486,599,1308,1322,636,634,965,968,900,898,2235,2199,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2316,2739,1236,1147,1124,1114,6607,6578,507,507,380,376,542,571
113316,13551,1500,8831,13506,12346,584,1277,1300,689,699,952,966,929,840,2212,2185,3138,3018,3754,3752,2502,2469,6849,6852,7498,7508,3728,3708,3958,3967,2221,2227,5605,5587,2340,2700,1233,1067,1124,1125,6585,6580,507,507,380,376,596,578
113619,15494,1500,8626,13420,12144,615,1362,1368,690,698,964,968,974,970,2278,2278,3138,3018,3754,3752,2508,2469,6849,6852,7500,7508,3721,3714,3971,3977,2218,2229,5611,5587,2342,2751,1236,1155,1090,1125,6607,6603,507,507,380,320,361,231
113821,14325,1500,8850,12358,11684,541,1315,1318,684,667,925,920,883,770,2254,2273,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3966,2228,2230,5611,5587,2337,2751,1236,1152,1124,1125,6600,6578,507,507,380,376,572,600
113922,13442,1500,8672,11004,8928,366,1255,1257,690,699,942,960,910,669,2274,2220,2933,2950,3754,3752,2515,2469,6573,6818,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2342,2751,1236,1154,1102,1121,6605,6605,427,488,367,353,487,546
114116,14910,1487,8727,13508,11939,534,1361,1368,690,699,955,966,944,958,2278,2278,3138,3018,3754,3752,2515,2469,6849,6845,7500,7508,3728,3714,3972,3978,2228,2231,5611,5575,2342,2751,1236,1155,1124,1125,6607,6598,507,507,380,376,592,600
114217,15428,1500,7778,11873,10449,532,1358,1364,690,699,959,968,784,786,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2226,5611,5587,2342,2751,1236,1155,1122,1125,6603,6605,507,507,380,376,568,466
114318,15324,1497,8838,13650,12500,597,1359,1369,682,696,968,968,978,984,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2227,5611,5587,2340,2751,1227,1133,1124,1125,6602,6592,507,507,380,376,596,600
114419,15600,1500,8782,13655,12324,504,1361,1366,682,689,968,962,948,942,2262,2267,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3935,3963,2228,2231,5611,5587,2342,2749,1236,1149,1122,1125,6607,6605,507,507,380,376,554,600
114621,13777,1500,8752,12432,10667,258,1356,1359,690,699,966,927,755,938,2274,2266,3137,3018,3754,3752,2404,2442,6849,6852,7497,7506,3636,3647,3794,3874,2228,2231,5611,5587,2342,2751,1220,1138,1124,1125,6607,6605,507,507,380,376,116,0
114823,15385,1500,8692,13258,11738,563,1349,1354,627,630,952,962,986,953,2211,2228,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3968,3934,2228,2231,5611,5587,2327,2751,1233,1136,1123,1125,6603,6603,507,507,380,376,533,304
115017,15017,1500,8768,13382,10668,645,1343,1353,690,699,966,962,963,974,2278,2277,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3975,2228,2231,5611,5587,2342,2751,1236,1155,1124,1125,6607,6602,507,507,380,376,596,579
115219,12079,1302,8788,13427,12158,602,523,883,644,590,954,937,898,904,2219,2262,3138,3018,3754,3752,2503,2469,6843,6852,7500,7508,3728,3714,3959,3978,2223,2231,5609,5587,2342,2733,1212,1007,1124,1125,6607,6605,507,507,380,367,596,600
115320,15340,1500,8238,11692,11230,599,1334,1340,689,699,965,965,980,868,2266,2278,3138,3018,3754,3752,2515,2469,6849,6847,7500,7508,3726,3714,3972,3947,2228,2221,5611,5587,2342,2751,1214,1038,1124,1124,6600,6602,507,507,380,376,432,470
115724,13456,1500,8831,13694,12667,516,1270,1265,689,695,952,876,890,936,2249,2254,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3717,3714,3972,3978,2228,2231,5611,5587,2342,2751,1225,1141,1116,1125,6601,6605,507,507,374,376,596,600
115825,14879,1500,8737,12909,9603,500,1312,1319,688,699,882,810,678,720,2278,2276,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3968,3978,2200,2231,5611,5587,2342,2740,1219,1133,1124,1125,6605,6602,507,507,380,376,572,584
116221,15412,1500,8745,13441,12517,559,1317,1290,579,578,946,906,931,925,2046,2080,3138,3018,3754,3752,2515,2469,6849,6847,7498,7508,3724,3713,3972,3978,2228,2231,5610,5582,2320,2714,1236,1151,1079,1113,6598,6592,507,507,380,370,579,476
116423,15058,1498,7768,11729,12104,467,1287,1282,653,683,820,762,821,663,2247,2267,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3795,2222,2208,5607,5586,2342,2751,1236,1155,1086,1067,6606,6605,507,507,380,376,541,134
116524,15226,1500,7115,11103,11531,425,1306,1291,624,673,919,837,615,765,2267,2138,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3698,3714,3570,2938,2228,2230,5609,5586,2342,2751,1236,1155,1119,1124,6601,6599,507,507,380,373,371,45
116726,15417,1500,8676,12746,10916,531,1318,1321,683,699,893,964,581,774,2278,2272,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3727,3714,3963,3738,2228,2192,5611,5587,2342,2744,1236,1155,1050,1125,6595,6605,507,507,380,376,360,102
117021,15206,1500,8820,13421,12511,626,1350,1326,680,694,901,853,742,797,2275,2251,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3976,2228,2231,5611,5587,2328,2751,1236,1155,1115,1125,6606,6605,507,507,380,376,553,432
117122,14849,1492,8732,12680,11467,350,1338,1365,690,698,956,960,823,847,2275,2264,3138,3018,3754,3752,2514,2456,6849,6852,7500,7508,3724,3691,3972,3978,2228,2231,5611,5587,2342,2751,1231,1155,1124,1122,6607,6605,507,507,378,376,547,231
117324,14735,1500,8734,13247,12196,443,1313,1314,680,689,894,961,848,913,2196,2211,3138,3018,3754,3752,2515,2468,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2339,2729,1236,1155,1107,1125,6597,6605,507,507,380,375,592,587
117930,14183,1499,8819,13544,12580,460,1328,1302,689,698,967,920,843,910,2250,2224,3132,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5580,2342,2748,1228,1155,1124,1125,6607,6605,507,507,380,376,584,590
118023,15041,1500,8782,13173,11715,593,1362,1368,689,699,968,967,982,983,2278,2145,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2342,2751,1236,1155,1118,1121,6607,6605,507,507,380,376,596,598
118124,14881,1500,8828,13207,11477,469,1362,1369,688,699,968,968,713,811,2276,2271,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3977,2228,2229,5611,5581,2342,2746,1216,1144,1107,1125,6605,6605,507,507,380,376,596,591
118225,14127,1500,8569,13042,9886,567,1254,1303,677,662,810,733,934,879,2198,2247,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3975,2228,2231,5609,5511,2342,2751,1236,1148,1121,1120,6607,6603,507,507,380,376,573,528
118528,15561,1500,8612,13334,12474,605,1362,1370,674,684,968,957,893,748,2278,2255,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2220,2231,5608,5587,2330,2662,1236,1151,1124,1112,6607,6595,507,507,379,376,591,580
118730,14666,1500,8589,13093,10959,517,1303,1293,663,690,922,958,853,971,2208,2166,3138,3018,3754,3752,2515,2459,6849,6848,7500,7499,3722,3712,3962,3973,2228,2231,5611,5559,2293,2458,1223,1154,1090,1125,6601,6477,507,507,377,376,255,356
118831,13261,1500,8356,11859,12188,455,1240,1241,690,697,691,759,702,557,2273,2254,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3963,3905,2228,2231,5611,5587,2342,2751,1224,1154,1054,1097,6607,6605,507,507,380,376,467,246
118932,15220,1500,8737,13231,11752,412,1321,1317,690,699,967,897,977,885,2278,2271,3138,3018,3754,3752,2515,2426,6849,6852,7500,7500,3725,3535,3972,3794,2228,2218,5611,5587,2342,2744,1236,1155,1124,1120,6595,6605,507,507,380,376,392,11
119025,14652,1500,8765,13354,12421,632,1221,1199,681,691,968,924,949,926,2156,2233,3138,3018,3754,3752,2513,2461,6849,6852,7500,7508,3721,3711,3971,3915,2228,2231,5601,5587,2333,2748,1235,1131,1093,1072,6605,6552,507,507,380,376,596,600
119126,15482,1500,8674,12587,12077,427,1362,1370,669,695,959,968,812,936,2276,2278,3138,3018,3754,3752,2515,2469,6849,6850,7500,7508,3728,3714,3972,3974,2209,2231,5611,5587,2342,2751,1183,1143,1124,1107,6607,6605,507,507,380,376,530,582
119732,15605,1500,8005,11340,10242,578,1324,1321,641,634,904,958,953,963,2270,2276,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5607,5587,2342,2751,1236,1155,1111,1125,6607,6605,507,507,380,376,596,597
119833,15053,1500,8851,13588,12597,590,1354,1367,690,699,967,961,927,984,2250,2189,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3975,2228,2192,5611,5583,2342,2751,1236,1155,1124,1070,6591,6599,507,507,380,376,583,596
120010,14959,1499,8662,13415,11925,575,1313,1303,569,565,873,871,784,830,2245,2204,3138,3018,3754,3752,2515,2466,6849,6852,7500,7508,3728,3713,3971,3974,2228,2231,5611,5587,2255,2751,1236,1155,1112,1125,6607,6590,507,507,380,376,563,600
120111,13376,1500,8811,13455,12141,618,1331,1298,690,696,968,965,979,979,2109,2225,3138,3018,3754,3752,2515,2462,6849,6852,7500,7508,3728,3712,3972,3975,2228,2231,5604,5566,2342,2751,1236,1155,1090,1120,6594,6605,507,507,349,376,596,579
120212,15240,1500,7430,12001,10483,379,1336,1341,663,684,968,966,818,952,2263,2224,3138,3018,3754,3752,2504,2469,6849,6852,7495,7508,3681,3714,3740,3896,2221,2226,5611,5586,2342,2751,1236,1155,1009,1109,6607,6584,507,507,380,376,271,402
120414,14292,1486,7935,11339,10229,272,1313,1334,690,699,967,964,825,872,2278,2277,3137,3018,3754,3752,2506,2455,6849,6852,7500,7506,3715,3694,3972,3977,2228,2231,5611,5587,2342,2751,1236,1141,1122,1122,6601,6581,507,507,380,376,297,186
120515,15379,1500,8623,11863,11483,537,1335,1348,690,699,958,968,593,729,2278,2278,3138,3018,3754,3752,2515,2469,6843,6852,7500,7508,3728,3712,3972,3977,2219,2217,5611,5587,2342,2751,1235,1155,1124,1125,6607,6605,507,507,380,376,584,475
120717,15211,1500,6050,7191,7632,470,1313,1315,688,699,965,956,775,671,2278,2278,3137,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3827,2228,2231,5611,5587,2342,2751,1236,1155,1103,1125,6604,6582,507,507,380,373,279,208
121416,14264,1500,6397,3054,8508,236,1282,1255,683,696,954,894,944,977,2271,2172,3011,2885,3754,3752,2496,2458,6742,6799,7107,7300,3372,3568,3969,3868,2228,2184,5611,5587,2335,2744,1223,1135,1060,1105,6606,6599,500,476,380,376,195,58
121618,13521,1500,8767,13373,12671,554,1311,1328,690,699,867,960,724,748,2273,2266,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2331,2736,1236,1155,1122,1123,6607,6605,507,507,380,376,596,587
