,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
109830,84433,21392,32216,34119,7876,10207,53061,30464,4365,6374,6727,20513,13618,5062,13130,11047,42791,17997,11867,16308,16881,61066,24127,10976,5930,9457,6412,20703,19763,17787,39343,9353,19510,9400,5255,23883,4791,11543,11649,13587,5003,14133,7690,5199,4449,7762,1988,24879
110007,95833,21303,38721,40180,8455,11021,59739,26305,4121,6106,5703,19674,14534,4458,11553,11126,45938,21549,11843,17062,18233,68224,28079,11067,7050,10937,7276,21892,20484,19050,43247,9854,20192,9524,5636,25683,4789,11625,11708,14439,5216,14707,8493,5392,4415,7578,2024,22165
110411,86387,18376,32981,36735,8592,9216,53106,29274,4047,5708,5063,18000,14564,4167,12017,10166,39420,15791,9657,13942,15009,56232,27736,10766,6706,8898,7167,19817,18452,17444,37003,9032,21414,9490,5045,25579,4383,12039,11419,14014,4149,10940,7216,5636,4243,7301,1834,27593
110613,84596,20480,31369,34148,7623,9093,50437,27479,3228,5467,5020,18575,15108,4856,14684,10863,36056,16207,10712,14588,16842,59980,28051,10964,7073,8566,8701,20031,19375,17238,36768,7964,22227,9502,5505,26396,4749,11915,11739,14207,5061,14439,8005,4841,3928,6935,1774,25928
111009,89257,21096,33691,37140,9077,10591,58768,26095,3851,5568,5780,18464,12832,4527,14430,10375,43839,19241,12001,16023,17366,59958,25544,10171,6228,10454,6396,21595,20297,18938,40602,9572,20454,9413,5660,25072,4499,12626,11753,14382,5172,14550,8461,4878,4291,7423,1849,30902
111211,93644,20051,36703,36357,7453,9893,56668,26334,4008,5724,5781,19924,15225,4235,14097,11758,39033,15525,10190,14505,16349,63054,30385,9845,7444,9861,7701,21871,20106,18163,39276,8125,23675,8983,5376,24620,4241,10796,11652,14356,5194,14177,7807,5460,3931,7042,1745,23534
111312,86308,18475,35207,35783,6789,9061,50703,27530,4110,5855,4395,17955,14820,4382,14648,11574,34700,14596,10428,14927,18155,58892,28836,10609,7016,10038,6672,20455,19481,18458,36656,8566,20950,9777,5462,25732,4621,12451,11559,14173,4818,12970,7839,4728,3711,6496,1895,29145
111413,96280,19950,33671,37458,8750,10119,51805,23442,3817,5861,3975,16903,13917,3847,10930,10523,38242,17481,10566,16625,17792,59996,25180,10307,7223,8277,8467,20658,19278,18197,38389,9238,21655,9514,5617,25401,4352,11917,11542,13854,5034,14245,7081,5310,3909,6584,1951,23327
111514,84767,18733,29650,32826,7230,8160,45777,27247,3445,5620,6133,18932,13865,4833,14315,10279,35277,16758,9529,14587,16907,53741,26301,10082,6907,8926,5792,19339,18537,17254,34148,8584,19647,8866,5211,25268,4681,11552,11265,13955,4622,11951,7296,4836,4235,7062,1875,22200
111716,85285,19424,30952,33929,7749,9618,46394,20962,3748,5462,4347,16865,13574,3737,13664,10568,35100,14932,10087,14835,16835,52779,26755,9405,6813,8512,7649,19060,18158,16106,35545,8556,20551,9277,5163,24970,4363,12163,11642,13942,4701,13295,6900,3452,2684,6495,1835,29181
112112,89250,20809,34996,38845,8276,10616,59336,22022,4085,5504,5722,18779,14183,4120,12188,10511,42577,17148,10744,14343,15138,59738,25233,10222,6954,10124,5916,20753,20313,18460,39151,8961,15329,8127,5364,25978,4154,11858,11734,14018,5027,13487,7872,4968,4111,7369,1880,21103
112314,94349,18628,35010,38513,8513,9728,57392,29175,4061,5710,5986,19912,14629,3744,9045,10684,43381,19809,10787,15811,16840,61778,28270,10885,7219,10598,6976,21009,19492,18501,41790,9281,21645,8609,5212,26195,4550,10585,11702,14408,4543,13594,7263,5649,4507,7725,1905,29420
112516,87659,19163,32943,36248,7522,9349,53599,28963,3738,6115,5966,18048,15044,4724,8048,9255,41983,19290,10305,15342,17469,59884,27654,10361,6456,9830,6388,19825,18216,17999,38180,9457,20321,9293,5424,26177,4658,11503,11573,14205,4448,12976,7187,5168,4309,7592,1826,26846
112819,88022,20820,34077,35626,7672,9662,57062,24050,4383,6103,6528,20243,13559,3467,8120,9239,41408,16685,10829,14217,16298,62555,27913,10887,7233,9797,7837,20215,19860,18621,38712,8821,20163,8152,5343,25012,3771,10067,11684,14171,4930,13618,8346,4475,4313,7555,1882,27394
112920,90605,19631,32367,37997,7947,9709,55546,27283,3427,5305,5101,18327,13482,4533,14366,10183,41958,19276,11228,16116,17722,65147,27338,10646,6647,9734,6207,19863,18218,18834,41670,9306,20037,9291,5591,26079,3976,12160,11700,14393,4800,13102,8026,5195,3635,6705,2002,27725
113215,88090,19722,34485,38863,8233,10182,52997,27986,4043,5737,5123,18626,13785,3878,10066,11358,40798,17001,11567,16071,17964,61837,27453,10575,6968,9645,8144,20334,19500,17285,40450,8793,22718,9392,5616,26161,4734,10998,11735,14362,4853,13721,7669,5316,4024,6891,1925,29598
113316,91566,18743,30950,36395,8069,9800,50831,21182,3592,5251,4934,16666,14664,2642,13204,11344,37739,15448,9615,15077,17034,54955,28324,10514,6880,9343,7683,19573,19235,17801,36153,8547,21008,9194,4954,25052,3911,12556,11568,13988,4612,14112,7764,4098,3297,6350,1808,24013
113619,88122,19222,31849,33363,6276,8689,50097,28231,3512,5513,5576,18578,13646,4837,14725,11519,38538,15946,11424,15975,18159,61688,27413,10745,6380,8834,6482,19557,18312,17757,36249,9202,18444,8496,5004,22658,4774,11513,11588,14010,4494,12172,7126,5048,3795,7476,1837,24418
113821,69504,19738,27540,30992,7952,8775,47734,27797,4026,5967,6311,18888,11971,4631,13618,10291,36531,15489,10381,13334,14717,54824,23688,10358,6326,7712,8509,16260,17119,15923,35592,7660,22402,8750,5202,25364,4204,11963,11531,14335,4370,13229,7714,4439,3826,6766,1798,34495
113922,96753,20280,32912,40876,9047,10917,54906,24860,3929,5535,6118,18351,13161,3554,11957,10986,39087,16951,11655,16225,16961,56695,26163,10175,6890,9192,7575,20473,19390,18593,38083,8006,22638,9388,5515,26197,4363,11359,11588,14215,5112,13879,7970,4837,4342,7325,1969,30091
114116,93457,20364,36412,38434,8376,10342,57165,26696,3892,5960,5372,18651,13371,4363,11312,10724,42306,18912,11388,16633,18170,64806,26780,10497,6807,10420,7771,21493,20414,18883,40442,9415,22035,9721,5675,26289,4529,10976,11719,14267,5210,14321,8390,5636,4279,7160,1918,29725
114217,89789,21089,31194,32477,8578,10140,50437,21301,4004,5628,5603,18158,14197,4171,13054,11399,37393,17268,11331,15362,18021,57780,27556,10435,6751,10001,6730,21294,20121,18401,40544,9326,20250,9409,5268,25434,4449,12102,11682,14266,4820,14156,7602,4867,3901,7062,1896,22223
114318,95610,20725,39250,40938,8638,9997,56733,24546,4087,5595,6026,19447,12181,4696,14948,11387,45986,19909,12229,16034,17286,63164,25652,10969,6402,10394,7757,22158,20499,18630,41392,9476,18121,8605,5180,26196,4666,12128,11703,14349,5132,14571,8562,5286,4569,7423,1975,35364
114419,92827,20364,36781,38192,8370,9807,58997,22536,3370,5301,4951,17879,14894,4408,13399,11769,46102,20315,11963,16572,18147,63962,28624,10866,7170,10349,8351,20794,19685,18890,42204,9178,22727,9200,5358,26229,4561,12109,11659,14417,4829,13430,7971,4578,3856,7135,1873,28791
114621,90411,20661,31256,32348,7215,9630,50582,29180,3780,5498,5152,18258,13992,4649,12196,10552,36611,17344,10054,14221,16112,57154,27134,10724,7153,9097,6611,20944,20094,17520,37640,9181,18273,8214,4562,23769,4499,10664,11645,14241,4869,13175,7989,5051,4370,7424,1930,24997
114823,91319,20332,35805,38485,8458,10219,52159,25134,3583,4731,5243,18232,15017,4720,14572,11217,35627,16677,11562,16395,17261,59395,25824,9849,6784,9867,8053,19487,19167,17444,37826,8801,21638,8866,5436,25826,4810,12611,11658,14042,4754,13700,7533,4493,3466,6961,1937,32040
115017,90602,19980,34302,38891,7563,10212,56230,29135,3924,5636,5737,18856,14681,3659,9867,11641,43162,17996,12206,16943,17600,60559,28855,11086,7155,8849,6600,20565,19780,18478,40861,8672,19704,9282,5481,25792,4778,10987,11717,14368,4717,14219,8190,5044,3957,6851,1989,28414
115219,96320,19324,33814,39946,8946,9713,57501,26188,3960,5157,3802,14482,12792,3615,9020,11277,41626,15966,11170,15686,17523,61354,27525,10536,6706,9701,8488,20879,19285,18366,40280,8361,22059,9260,4939,25297,4712,11872,11538,14497,4709,13155,7439,5601,4070,7210,1975,28470
115320,88713,18611,31827,35291,7199,9290,55971,25084,3579,5215,4866,16610,13605,3528,13629,10344,43487,16687,12202,16290,17871,58598,27540,10470,6768,9562,7511,19581,18612,17559,38225,8492,20969,9443,4682,25156,4335,12309,11618,14087,4438,12180,7199,4934,3823,6920,1805,26938
115724,90219,20431,31691,36568,8210,10823,56613,26915,3827,5919,5869,18550,12337,3669,11735,10574,44838,18149,11490,16319,16104,58947,23255,10709,6723,9313,6611,21631,20405,18503,40675,9074,19786,9015,5055,26393,4391,11393,11743,14352,5182,14567,8188,5624,4414,7496,1817,31741
115825,95798,20818,32801,34476,7453,9879,55451,23646,4075,5902,5430,17968,15225,3576,12064,11374,42626,18786,11348,16665,17766,60187,27473,10053,7017,9146,7166,19885,19409,18571,38472,9469,20358,9095,5388,25584,3688,11751,11692,14096,4782,13946,7316,4733,3806,7317,1817,25791
116221,82724,17782,32238,34353,7463,9399,49129,24133,3806,5746,5867,19666,14836,5040,12866,10999,35572,14169,9622,13989,15360,52798,29148,9906,6775,8455,8064,18445,18101,17893,36237,8996,21670,8679,5594,26041,4596,11690,11603,13600,4891,12852,7312,4811,4144,6853,1683,31306
116423,77626,19063,32884,34358,7271,8908,48920,30322,3210,5430,6484,19808,13648,4602,13131,11218,40318,16330,11340,17060,17731,58515,27923,9653,6509,10258,7745,17251,18701,17887,39975,8946,21401,9639,5602,25983,4657,12078,11675,14299,4636,12832,7266,5327,4454,7441,1873,29447
116524,95979,18600,36965,38401,7976,9952,49095,21014,2676,5195,4521,18320,15469,4380,11250,10813,36084,17953,9416,16576,17929,57373,29843,9760,7210,9875,7703,20874,19010,18139,37703,8850,21916,9036,5402,25585,4427,11790,11600,14128,4695,12941,6773,5698,3999,7490,1914,24820
116726,85020,18265,31632,34506,6971,7516,45421,28913,3949,4843,5110,18039,13802,5084,13076,10676,29209,13430,9218,13949,16639,54723,27201,9882,6688,7762,6355,17886,17038,16635,31299,7637,21853,9095,5414,23816,4856,12104,11429,13589,4374,11545,6365,4360,3878,7548,1717,20460
117021,86622,20290,33028,37169,8745,9639,56381,30327,4109,5148,5711,18518,13856,4268,13214,10529,41231,17527,11942,16679,17429,57798,26981,10154,6973,10101,6471,20117,19724,18046,38667,8827,19173,9076,5534,25838,4822,11572,11399,14108,4690,13601,7805,5490,4383,7672,1872,28514
117122,85578,21133,33117,34809,8573,10638,55196,29044,4100,5721,5991,19664,13142,5237,14367,10043,38496,14848,10973,15845,16861,59062,25464,10481,6368,9703,8379,20492,19716,17624,38388,8166,22214,8980,5374,25176,4814,11339,11699,14265,5177,14542,8082,5241,4380,7717,2021,32342
117324,88642,20312,32431,37339,8766,9779,51367,26139,4182,5598,4836,17386,13919,3412,13188,10973,41578,15220,10831,15351,17112,56825,24644,10762,7437,8736,6426,20519,19692,17279,35599,7817,18300,8875,5342,25053,4590,10764,11572,14001,4947,14301,7745,5430,4018,6677,1714,26023
118023,99316,19729,37248,39420,8685,10880,58003,24007,3656,5805,5291,19278,14309,3646,14536,10967,44158,19236,11951,16383,17273,62065,27928,10702,7291,10712,8865,21694,19562,18943,39448,8833,22536,9396,5567,25962,4456,12247,11706,14135,5072,13795,8053,5384,4336,7446,1925,31032
118124,91778,19371,41099,40130,7221,10730,58106,27612,4108,6152,5346,18591,15277,4811,8410,11231,43468,18643,11532,16708,17821,66338,28634,11126,7269,10490,7975,20893,19510,18342,42729,9634,20734,9304,4865,26312,4808,10050,11710,14470,5148,14188,7266,5119,3421,7187,2052,24575
118225,86192,19184,35929,38064,7580,10054,52209,29555,3901,5496,6225,19037,13938,4722,13367,10989,38277,15385,9328,14128,16865,55434,27506,10231,6718,9437,7240,20361,18945,18520,38760,9070,22203,8960,4840,19759,4288,12079,11562,13384,4513,12724,7355,4678,3775,7259,1777,27715
118528,96843,19641,32971,37599,7897,9597,55422,21581,3875,5639,4484,17088,13556,4340,13198,10793,41974,18392,11199,16675,17636,61370,26904,10591,7100,9624,7587,20271,18072,17327,40315,9447,20681,8417,4993,25392,4063,12552,11654,14211,4586,12718,6373,3942,3123,7000,1949,28296
118730,87738,18954,32493,36489,7724,9612,53608,30269,3962,5607,6409,19578,13815,4650,11480,10403,39218,17315,11364,15537,16538,57138,26917,9971,6518,8603,7002,19861,18543,16860,35964,7174,22390,8210,5347,25369,4182,9481,11648,14053,4699,13142,7494,4985,4275,7382,1852,29274
118831,79704,20445,33519,34772,6313,9614,54836,32293,3944,5926,6516,19257,14938,5025,12729,11669,39225,15887,10824,15809,16811,58652,27641,10689,7046,9840,6374,20198,19324,17415,37662,8632,20698,8865,4982,25096,4678,11739,11663,14224,4798,13850,7795,5664,4377,7456,1852,23287
118932,90088,19148,37234,38203,8007,10496,57434,30117,4049,6027,4644,18500,14034,3954,12835,10850,44588,20190,12308,17009,17855,67543,27138,10350,7001,10370,8605,21124,19705,18710,42458,9694,22813,9593,5406,26084,4793,12126,11607,14259,5111,13107,7779,5214,4424,7538,2016,30246
119025,93727,19680,38895,40294,8740,10582,59307,31425,4182,5035,6628,20064,14544,4590,12504,11297,43547,19764,9733,15043,16713,64848,29452,10842,7295,10740,8436,21330,19229,18601,42411,9412,23895,8259,4928,26141,3340,11616,11731,14484,4619,13587,7970,5550,4289,7582,1916,33688
119126,82801,20499,34491,35561,7816,10025,57994,28384,4070,5808,6337,17838,13096,4271,13734,10990,42868,18818,12587,16362,17105,61199,27005,10957,6811,8897,8587,20448,19740,17216,40045,8963,22756,8995,4702,25295,4784,12012,11616,14209,4832,14017,8200,5426,4331,7658,1842,37159
119732,92916,20018,34506,38180,8354,10038,55066,24163,3776,5492,5880,18446,14972,4584,12181,11315,43311,18832,11593,16101,17337,61640,29224,10690,7247,9767,8073,20983,19314,18796,41267,9333,23827,8510,5448,26586,4545,11470,11749,14446,4755,13340,7355,4639,4280,7428,2005,32618
