,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
154835,5840,1691,562,4551,5512,7409,16142,27206,5268,12339,5523,1885,1913,2881,2506,11901,18835,16910,18712,13769,2462,2647,8198,6709,13547,1806,1292,1887,11190,16006,1977,9585,607,5257,10026,4406,6660,2638,6862,5139,3178,7981,1179,546,3471,3787,5632,16539,26630,6491,11518,4230,2299,2097,3567,6107,8807,10857,15172,13084,14683,2544,2687,11753,7105,9913,1797,4132,1236,11939,9992,3537,11583,995,8585,10690,3891,6457,2564,688,5431,2978,21906
154936,8012,1630,504,5442,5433,7017,18651,25323,6398,12332,4484,1852,1867,2829,2382,10263,20206,14573,19247,13119,2428,2444,8075,6913,13734,1773,1276,1599,10149,12134,1969,9169,722,5002,9934,4592,6856,2638,7474,5063,2916,9738,1091,521,4040,3504,5758,18381,24973,6611,11836,3558,2316,2089,3591,5657,8285,11943,13035,14036,13522,2504,2628,11555,6818,9633,1883,4043,783,11685,7526,3603,10761,1178,7653,10755,4575,6457,2564,689,5449,2863,23768
155231,8812,1908,678,5501,5361,6858,18021,27042,6675,12957,5241,1875,1904,2890,2306,11220,20491,15264,19049,12816,2390,2421,9554,6147,12220,1853,1313,1563,9703,15959,1953,10650,779,5317,10116,4803,6881,2638,7279,5355,3097,9810,988,357,3902,3425,5563,18285,26277,7532,12011,4124,2300,2097,3575,5558,9665,13728,13534,13639,13664,2646,2847,11076,6440,9663,1805,4254,1078,13223,9617,3636,11643,1175,8473,10773,4687,6457,2564,689,5392,2972,24960
155635,8287,2111,458,5565,5739,7348,15467,25345,6427,12789,4971,1725,1851,2764,2388,10017,17596,15490,16506,13117,2382,2464,10248,6991,13239,1821,1312,1828,10425,15652,1971,10016,680,5189,9567,4053,6824,2619,7276,5302,3030,8488,1029,360,4039,3574,5905,17058,25019,7265,12084,3740,2270,2026,3453,6166,7926,10194,12957,10518,13465,2690,2790,12658,7113,9907,1822,3865,1141,12560,9881,3466,12044,1159,8059,10641,4665,6457,2564,689,5450,2832,25016
155938,6992,2260,727,5039,5713,7672,18320,25584,6644,12830,5089,1779,1889,2894,2157,10388,18920,15195,18226,13193,2430,2567,9928,6958,13224,1823,1292,1768,11013,14794,1912,9344,722,5312,9975,3789,6846,2638,7549,4951,3035,8189,1002,505,4081,3418,6051,17225,25935,7120,12293,4146,2283,2091,3574,5942,8789,10684,14818,12571,13795,2688,2862,10961,7310,9966,1896,4309,1298,12868,9317,3659,11300,1178,8412,10769,4590,6430,2564,689,5169,2913,26403
156031,7233,2007,678,5041,5467,7514,18170,25633,6718,13042,5121,1893,1898,2893,2414,10626,19269,14363,17522,13163,2100,2620,8826,6998,13475,1776,1253,1794,10500,15006,1897,9600,756,5289,10094,4601,6885,2638,7626,5138,2991,9182,1174,583,4043,3766,6286,17089,23331,7695,12113,3556,2298,2097,3539,5768,9654,11833,13548,13283,13597,2829,2813,9786,7189,9562,1808,4060,1076,12771,9685,3664,11010,1126,8302,10790,4279,6457,2564,689,5424,2881,23245
156233,7986,2187,458,4932,5408,7430,18824,25840,7119,12606,5099,1886,1892,2887,2507,11268,20309,15710,19198,13577,2368,2666,9560,7116,13296,1858,1286,1000,9415,11278,1996,8340,723,5188,10046,4159,6870,2638,6961,5462,3057,10133,1348,552,4178,3943,5863,18110,25569,7359,12266,3711,2290,2097,3536,5994,10288,12842,14363,13651,14055,2861,2845,11844,7355,9730,1831,3382,507,10519,7614,3596,10204,1079,8485,10757,4294,6448,2554,685,5470,2896,27402
156334,7853,2187,640,4610,5454,6872,17167,26125,5502,11525,5466,1911,1915,2754,2358,10299,18927,14618,17247,13389,2351,2649,8867,6902,12392,1747,1236,1562,10545,15522,2007,9988,697,5172,9212,3073,6863,2638,7230,4664,3176,9746,1138,408,3983,3635,5875,16526,26370,7201,12437,3561,2309,2097,3504,5921,9418,11410,14053,9676,14187,2875,2799,10128,7146,9441,1745,3600,1211,11377,9509,3686,11571,1127,8622,10366,4183,6457,2564,684,5241,3012,25437
156435,7336,1540,686,5550,5317,7134,17562,27359,6671,12408,5519,1885,1910,2885,2454,10889,20258,15719,19061,13150,2361,2545,8131,7033,13506,1786,1251,1787,11169,15567,1941,10183,750,5223,9910,4173,6877,2638,7858,5396,3063,9806,1300,500,3931,3405,5699,17957,26807,7446,12024,3907,2311,2097,3564,6304,9871,11856,14236,13492,14287,2633,2816,10937,7253,10011,1845,4180,1315,11627,9532,3673,12123,1175,7931,10530,4028,6457,2564,689,5534,2977,24812
156536,7232,1405,721,4780,4741,6902,19011,26572,5550,11346,5229,1911,1866,2809,2435,11027,20904,15459,18544,13136,2135,2581,7196,6993,13536,1627,1250,2002,10725,14872,1972,10491,746,5333,9867,4634,6860,2638,7765,5355,2785,8238,681,611,3741,2549,5188,17150,25800,6661,11435,3952,2285,2038,3536,6118,9811,13307,13549,12749,14784,2737,2980,6772,7153,10154,1747,4211,1134,12546,10064,3689,11870,1174,8245,10636,4581,6457,2564,689,5549,2920,21806
156637,7396,2018,668,4679,4786,5983,16704,25285,6256,11260,4993,1810,1746,2744,2385,9187,19437,12779,17792,12307,1932,2490,8548,6880,13344,1796,1290,1965,11130,13103,1835,9008,728,5025,10110,4736,6657,2638,7291,5269,3111,9519,1140,576,4040,2613,5094,17093,23241,7228,11148,3733,2223,1707,3152,5899,7633,10946,12157,13294,11609,2194,2638,9904,6643,9616,1851,4241,1295,12201,7990,3581,10307,976,7699,10601,4248,6457,2564,689,5221,2789,25469
157336,7271,1724,304,4392,5593,7116,16299,23946,5601,12480,4670,1835,1713,2778,2367,9656,16541,14155,17529,12920,2225,2489,10334,6698,13829,1821,1312,1799,10419,15090,1888,8876,546,5323,9382,3240,6725,2638,6802,4883,3055,9335,1036,463,3538,3521,5720,16974,24978,7105,12387,4155,2267,2092,3504,5799,8277,10016,12471,9934,13395,2627,2597,12127,6904,9648,1893,4196,1228,12551,9832,3513,10687,921,8216,10224,3905,6457,2564,667,5209,2930,24382
157437,7661,1729,626,5064,5621,7465,18088,27439,6898,13460,5008,1875,1912,2813,2465,11357,18666,17449,18027,13422,2465,2546,9837,6834,13828,1834,1303,1973,11145,15840,1937,10546,759,5352,10158,4755,6866,2638,7519,5398,3071,9218,934,496,3935,3950,6131,17411,26284,7888,12603,4111,2315,2094,3588,6190,10186,12811,14520,12516,14396,2736,2698,11657,7181,10222,1866,4146,1214,13193,10058,3612,12258,1184,8320,10827,4623,6457,2564,689,5440,2933,26495
157942,6366,1163,527,5166,4425,5951,16951,22217,5940,10216,3393,1757,1406,2558,2331,9285,19952,11131,17455,11967,2426,2659,8879,5556,13442,1830,1237,1874,11147,14236,1874,9328,609,5219,9869,4676,6877,2638,7383,5223,3055,8159,958,531,3491,3229,4966,17282,22954,7407,11077,3029,2179,2018,3464,5968,7524,12055,12854,13804,12190,2505,2744,10461,6104,9828,1770,3774,1324,12915,9041,3603,11283,1167,7421,10742,4645,6457,2564,689,5485,2872,25613
158035,5474,1221,686,4839,5820,7321,18318,26915,5493,11370,5275,1906,1841,2625,2492,10769,21853,16170,18352,13111,2310,2663,7971,6127,13433,1827,1256,1870,11270,16547,1949,10660,778,5213,10031,4716,6740,2638,7643,5310,3117,7932,1113,432,3860,3806,5981,18403,25950,6692,11252,3720,2296,2095,3547,6323,9526,13317,14997,11745,13610,2496,2857,9236,6512,10055,1785,4199,1419,12563,9060,3653,12024,1159,8280,10773,4690,6457,2564,689,5376,2964,24609
158136,7971,1776,268,5189,5550,7073,16924,21675,6310,12094,3875,1814,1866,2701,2376,9852,17009,13325,15482,12342,2212,2398,9804,6298,11687,1782,1297,1930,8652,12267,1851,8819,769,5183,10001,4572,6837,2638,7140,5358,3147,9488,838,225,3634,3633,5492,16136,22933,7412,10832,3217,2301,2096,3384,5347,7507,11087,11356,11373,12292,2464,2504,9932,6696,8630,1616,3763,1148,11088,8993,3412,11149,1092,7859,10673,4526,6440,2564,689,5509,2949,24550
158338,7504,2097,565,4581,5453,7192,17594,23835,6099,11641,4130,1842,1779,2794,2465,10499,19966,13837,17956,13130,2257,2408,9931,6759,13437,1850,1262,1899,10916,14188,1801,9582,632,5339,9956,4027,6846,2638,7268,5335,3099,9408,909,507,3804,3609,5567,17100,24337,7051,11337,3212,2272,2011,3578,6244,8490,12174,13020,13843,13764,2519,2377,10833,6981,9776,1837,4027,960,12265,8737,3610,10606,1037,8379,10721,4041,6457,2564,689,5385,2756,24478
158540,6461,1932,474,4768,5390,6803,17237,24927,6215,11093,4739,1793,1798,2654,2458,10151,18977,14051,17516,12885,2393,2550,9846,6822,13606,1859,1238,1688,10542,15227,1893,9952,780,5422,9727,3318,6809,2638,7099,5087,3063,8163,886,507,4116,3800,6193,17120,24630,7679,11443,3339,2219,2081,3566,6253,9118,11291,14048,12242,13355,2718,2724,10906,7133,9786,1888,3966,1401,11858,9246,3713,12314,1187,7987,10521,4116,6457,2564,688,5178,2997,24770
158843,7061,1417,357,5067,4651,6567,16835,24295,6123,11430,4666,1846,1893,2815,2444,10276,20347,14734,18701,13167,2460,2483,9886,7121,13613,1804,1230,1855,10005,15362,1875,10105,677,5396,10087,4115,6885,2638,7575,5532,3060,10093,1192,523,3663,3289,5357,16843,25919,7342,11370,4172,2295,2097,3533,5969,8741,12823,13613,14093,12996,2823,2754,11975,7314,9821,1868,4344,1361,11947,9673,3691,11761,1198,8082,10803,4319,6457,2564,689,5463,3011,26506
159138,7867,1839,466,5353,5227,7049,17403,25089,6272,11838,4550,1882,1747,2751,2501,9975,19435,13672,17969,12753,2075,2504,10621,6821,13302,1765,1242,1545,9985,12870,1766,8535,609,5114,9597,2945,6861,2638,7018,4782,2903,9770,1078,405,4076,3602,5423,16769,25833,7166,11943,3635,2139,2069,3371,6118,9784,12358,12822,14072,13113,2416,2679,10954,7027,10080,1812,3982,1069,12083,8519,3376,10167,891,7308,10059,3339,6457,2564,663,5100,2790,25669
159239,8773,2113,397,5222,5232,7100,17344,24835,6386,12140,4715,1852,1829,2830,2479,8909,19276,12227,19256,12475,1951,2487,9668,5489,13402,1818,1236,1768,8673,12645,1992,10377,776,4982,10129,4775,6890,2638,7703,5452,3026,10643,1191,327,3946,3159,5530,15075,22915,6943,11169,2810,2270,2093,3457,5055,8045,11660,10780,13184,10891,2172,2609,11575,5683,8662,1455,2954,747,9385,8344,3633,11496,1175,7337,10790,4426,6457,2564,670,5226,2842,25354
159340,7540,1759,706,5415,4738,5680,18781,25662,6695,11656,4808,1829,1837,2757,2469,10040,19825,14508,19427,12727,2058,2647,9210,6878,12752,1712,1153,1160,11546,15339,1997,9481,484,4975,9867,4239,6818,2638,7056,4540,2767,9229,914,552,4295,3011,5375,18199,25186,6896,11288,3565,2280,2053,3274,6261,8519,12020,13150,13280,12870,2633,2567,8651,7092,10108,1860,3503,729,13424,8559,3597,10356,828,7157,10697,4580,6457,2564,689,5151,2860,25716
159441,7911,2049,294,5034,5260,6407,15297,22712,5010,11969,5029,1816,1714,2739,2418,10732,19093,15318,18414,12993,2248,2537,8882,6983,13493,1794,1252,1973,9842,14016,1812,8741,528,5180,9167,1539,6824,2638,7355,5009,3166,9443,1088,528,4075,3234,5460,15534,24364,6740,12029,3967,2274,2047,3184,5754,8922,12309,12541,12677,13245,2500,2727,10767,6809,9956,1820,4224,1342,11929,8410,3465,11010,1034,7825,9282,1314,6457,2564,634,4480,3011,22528
159744,8441,1635,687,4967,4048,5869,17155,24159,6379,10733,4917,1823,1830,2828,2409,9555,20297,14377,18619,13280,2195,2601,10348,6730,12957,1744,1221,1583,9417,11984,1916,8452,553,5072,10051,4131,6851,2638,7251,5394,2792,9344,845,567,3997,2723,5120,16939,24483,7233,10610,3493,2227,2009,3432,5948,8233,11737,12930,12837,13507,2695,2876,10880,6922,10110,1752,3747,887,10361,6755,3550,9634,921,7785,10638,3436,6457,2564,684,5224,2727,25568
159946,5897,1408,250,4616,5401,7493,17140,24561,6915,11826,4636,1610,1698,2765,2240,8934,16158,12603,15212,11685,1894,2507,8368,6269,13698,1765,1089,1749,11234,13501,1775,7456,656,5062,9716,3309,6783,2638,7173,4914,2689,9263,1102,299,3797,3789,5799,17391,22455,7079,12008,3146,2238,2083,3224,5613,7148,8630,11577,9805,11905,2110,2417,10729,6898,9885,1892,4132,1459,12711,9575,3210,10471,825,6411,10620,4247,6457,2564,689,4838,2608,21319
160123,7026,1933,284,4022,4920,6591,17749,23037,6224,10968,4221,1873,1556,2557,1537,9977,17311,14809,17522,12156,2349,2376,7277,6438,12672,1260,1299,1803,11250,15586,1869,8370,570,4990,9987,4508,6617,2638,6760,5091,3065,9714,1098,242,3200,3090,5385,17708,24611,7101,10889,3780,2289,2092,3463,4560,8252,11153,13197,12812,12882,2592,2418,9593,6522,9506,1634,3504,1387,12754,9643,3503,10624,1014,6808,10782,4660,6457,2564,689,5311,2945,24303
160729,7070,2157,332,4815,5849,7861,17819,25759,6707,11961,4897,1846,1866,2797,2435,11185,17855,14553,17343,13268,2456,2618,10235,6845,12695,1826,1260,1695,9117,15470,1940,9964,727,5395,10056,4146,6880,2638,7272,5402,3039,9556,1261,197,3360,3565,5619,16820,25031,7272,12230,3954,2270,2091,3564,5925,9455,10101,13925,12213,13674,2610,2983,11653,7085,9574,1860,3846,1204,11801,9782,3599,12127,1148,8438,10695,4179,6457,2564,687,5361,2839,27157
160830,8446,2025,472,5678,5796,7504,19869,27676,7692,12813,4517,1808,1841,2756,2317,10943,20493,14134,19482,13218,2248,2413,9719,6263,13594,1837,1294,1104,10837,11727,1992,8393,604,5394,10086,4365,6887,2638,7174,5444,2987,10478,1050,370,4261,4018,6398,19157,27722,8186,11689,3336,2298,2097,3466,6057,9135,12048,12767,14243,12913,2385,2427,10881,6513,10016,1896,3612,975,11559,8328,3644,10915,976,8465,10684,4109,6456,2564,689,5147,2957,26639
160931,7322,1884,556,4815,5692,7682,17128,25940,6049,12026,5286,1835,1856,2840,2277,10018,19734,15169,17657,13296,2428,2496,9520,6785,13014,1801,1251,1772,10435,16061,1973,9626,688,5281,9974,4669,6686,2638,7143,5296,3162,9043,1244,476,3908,3467,5931,16758,26065,7320,12300,3821,2270,2046,3593,5610,8723,11193,13725,11424,14468,2888,2850,12739,7246,8971,1644,3902,1282,11840,9627,3418,11327,1153,7954,10750,4682,6457,2564,689,5463,2965,24822
161327,8162,2274,504,5052,5152,6299,18617,23746,6652,11031,4172,1735,1649,2676,2264,10499,20224,13140,18774,12701,2304,2586,8627,6723,13577,1805,1259,1677,10445,13444,1957,8555,408,4969,9993,3856,6812,2638,7267,5243,2966,9797,902,571,4166,3184,5728,18174,25532,7410,11345,3648,2249,2097,3518,6083,8874,12454,12342,13287,12915,2432,2713,9620,7026,10254,1881,4323,1242,12420,8450,3549,11245,976,7863,10682,4106,6457,2561,685,5389,2981,24805
161630,8296,1918,394,5496,5431,7199,17974,26218,6751,12492,4346,1864,1799,2807,2452,10114,18171,16021,18382,13099,2368,2622,9792,7148,13031,1822,1214,1773,11371,15589,1986,9177,671,5276,9644,3095,6872,2638,7623,5176,2870,10264,1106,133,3580,3715,5624,17842,24932,7921,12308,3868,2276,2066,3414,6282,7789,10896,13965,12258,14032,2791,2669,12163,7186,10008,1827,3901,1312,13000,10080,3484,10355,1040,7343,10724,3482,6457,2564,679,5227,2738,25180
161731,7664,1507,556,4892,5594,7628,18124,26404,6759,13087,5482,1831,1844,2859,2390,11647,21713,16095,18514,13407,2377,2670,10270,7011,13686,1821,1266,1709,9877,13935,1963,10078,763,5330,10136,4590,6854,2638,7298,5334,3024,8875,1094,549,3916,3759,6243,16811,27200,7749,13051,3596,2308,2089,3577,5911,10294,12343,15082,13799,13830,2908,2863,12285,7238,9632,1868,3564,1204,11960,9583,3627,11424,1148,8379,10804,4436,6457,2564,667,5193,2730,25429
161832,7356,2347,747,4581,5354,6652,17071,26274,6186,12150,4768,1886,1791,2837,2501,9519,16683,13716,17323,12954,2329,2663,8325,6946,11925,1772,1278,1734,10985,15076,1900,9509,641,4804,9825,4524,6475,2638,6309,5323,3045,8157,1206,478,3563,3446,5749,16155,24489,6741,11087,3713,2240,2082,3137,5630,8678,10535,13344,12865,14255,2762,2309,9745,7086,9683,1788,3442,992,12250,9956,3497,11122,957,8211,10314,3923,6457,2564,689,5166,2779,20761
162026,6864,1698,702,4766,3291,5327,17114,25801,6451,10986,4414,1768,1760,2671,2143,10473,19833,11743,18025,12449,2393,2514,8977,6113,13236,1752,1323,1868,11024,12993,1939,9054,675,4937,9753,4725,6572,2638,6858,5374,3074,9031,1049,613,3811,2592,4607,16227,26551,6656,11017,3789,2216,2086,3455,6003,8108,13555,12619,13966,12313,2558,2819,10599,6447,10241,1862,4195,1222,12733,8340,3548,11236,971,7978,10600,4647,6457,2564,689,5402,2917,23819
162228,7760,1944,468,5187,5763,7718,17530,23675,5822,12107,4653,1904,1812,2818,2459,10669,18243,14184,17318,13458,2164,2484,9573,7020,13587,1786,1281,1914,10210,12680,1917,9962,684,5212,9900,3703,6711,2638,7519,5238,3124,9960,1115,356,3897,3665,5964,17694,23604,6886,12383,3929,2301,1991,3304,6253,8681,10399,12518,12606,13262,2375,2742,11499,6870,10203,1835,4066,1184,10890,7207,3681,11402,1169,8058,10656,4107,6457,2543,689,5428,2899,20047
162329,7433,2045,245,4877,5873,7477,16715,26131,7064,12272,4923,1767,1772,2850,2391,11016,20210,15960,18654,12960,2329,2641,10288,6818,13035,1801,1273,1944,11526,16392,1989,10481,782,5355,9988,4276,6888,2638,7478,5144,3112,9036,1217,310,3786,3522,5858,15604,25542,8021,12993,3643,2287,1888,3543,6122,10192,11623,14723,11780,13784,2853,2976,12195,7228,10217,1876,4145,1378,13442,10237,3691,11577,1125,7589,10733,4673,6457,2564,689,5394,2804,25502
162733,8230,2045,559,5555,5491,6906,18321,25712,5969,12138,4793,1814,1785,2786,2447,10716,19638,14862,18717,13302,2161,2486,9048,7001,13470,1737,1175,1839,10187,12907,1941,8780,447,4781,10052,3975,6861,2638,7227,4724,2963,10147,928,516,4031,3590,6222,18402,26397,8129,12011,3889,2280,2061,3464,5908,10335,12162,14159,13926,13508,2720,2843,10782,7027,10035,1856,4157,1091,12165,7892,3373,10663,980,8106,10477,3763,6457,2564,689,5180,2789,24972
162935,8200,1631,727,5271,4404,6614,17138,23083,6165,11547,4592,1723,1471,2545,2453,10715,18521,15638,17100,12596,2277,2579,8713,6271,13410,1787,1211,1880,10383,15518,1904,8506,343,5136,9648,4221,6880,2638,7392,5149,2955,8134,699,545,4000,3269,5108,17665,23821,7650,11034,3480,2167,2026,3251,6033,8439,11155,13229,10350,13373,2459,2750,11909,6458,9429,1807,4149,1369,12588,9470,3561,10672,768,7976,10668,4506,6457,2564,689,5477,2888,20508
163129,7436,1593,625,4339,5049,6927,17140,23993,5803,11436,4629,1881,1879,2814,2505,10330,19159,14788,17436,13017,2461,2526,9829,7139,13712,1863,1280,2026,11168,15093,1892,10202,717,5198,9944,4342,6608,2638,7288,5367,3160,8597,686,375,3789,3321,5737,15790,23738,7543,11457,3713,2251,2087,3502,6258,8913,12015,13425,12633,14175,2866,2864,10952,7199,9620,1884,4350,1403,12075,9579,3653,11810,1146,8331,10646,4386,6457,2564,689,5341,3020,24097
163331,7876,1741,554,5100,5546,7244,17796,23987,6426,12676,4887,1803,1880,2888,2220,10320,18232,15995,18076,12935,2336,2592,9575,7050,11804,1720,1244,1361,10049,15062,1910,9765,761,5204,10091,4495,6885,2638,7468,5455,3035,10441,1279,523,3886,3907,5926,17140,25416,7206,12079,4114,2304,2025,3389,5149,9027,10181,14069,11811,14047,2800,2688,10961,7301,8428,1311,2178,899,10754,9673,3697,11499,1133,8381,10615,4253,6457,2564,689,5406,2778,21032
163432,7893,1701,416,4657,4562,6313,17257,23779,6342,10871,4296,1831,1760,2607,2293,9177,19512,14247,18896,12659,2304,2592,9195,6935,13612,1840,1301,1825,11077,14693,1918,8923,399,5137,9967,4663,6721,2638,6822,5132,2976,9881,1016,516,3701,2731,4983,16292,24359,7269,11074,3879,2198,2088,3476,6205,7877,11717,12984,14458,13047,2665,2597,10532,7250,10253,1835,4376,1271,12972,9342,3505,10656,1059,7873,10677,4529,6457,2564,687,4821,2910,22998
163836,7758,1645,729,5794,5087,6619,19106,27170,6764,12692,5044,1846,1877,2766,2437,10846,19973,15972,18333,12889,2303,2607,7343,7148,13365,1784,1195,591,11377,13938,1910,9364,701,4762,9861,4578,6888,2638,7176,5339,2636,8207,791,576,4116,2872,5854,18361,26384,7903,13031,4165,2241,2023,3139,5978,10400,12679,14870,13942,13966,2623,2940,9984,7226,9972,1777,3673,812,11697,9292,3449,11124,1018,8222,10322,3956,6455,2564,689,5307,2815,26734
164030,6900,1767,431,4678,5184,6715,17494,24475,5878,11251,4684,1762,1847,2834,2459,9932,20056,14448,18624,13021,2242,2532,8624,7057,13224,1696,1263,1967,10778,14921,1921,9113,651,5154,10195,4814,6780,2638,7240,5358,3104,8719,1055,506,3374,3319,5220,16808,24736,6941,11510,4102,2262,2096,3448,5665,8312,12464,12628,12861,12938,2856,2504,10719,7207,9623,1723,4104,1335,12546,10084,3558,11665,898,8099,10818,4669,6457,2564,689,5414,2929,23769
164131,7762,2049,321,5513,5540,7074,16891,24422,6485,10865,4515,1620,1884,2702,2464,9234,17811,12870,17606,12067,2346,2164,9720,6999,13468,1811,1285,1727,10326,14552,1946,9596,538,5330,9595,3476,6884,2638,7088,5130,3047,9066,954,239,3790,3519,6041,16654,25050,7734,10718,3733,2287,2013,3337,6363,8580,11237,12392,12352,13589,2827,2759,10810,7195,10217,1864,3922,1153,12869,7924,3695,10800,1045,7833,10565,4091,6457,2564,689,4960,2600,23780
164636,7400,2107,586,4534,5812,7623,16890,24724,6287,11756,4917,1872,1819,2828,2403,11082,18484,14462,16616,12957,2283,2619,7992,7054,12918,1857,1276,1924,10324,14569,1853,10308,682,5107,9947,3877,6421,2638,6555,5294,3105,8966,1107,500,3447,3700,6284,17636,24144,7729,11971,3110,2282,2071,3396,6116,8667,11741,13733,11552,13055,2806,2589,9915,7139,9749,1874,3915,1181,12225,8560,3480,11413,1088,8546,10777,4506,6457,2564,689,5521,2930,20854
164939,8099,2239,722,5091,5123,6634,16310,24193,5779,11812,4415,1893,1910,2759,2475,10213,18704,14842,16826,12807,2134,2533,9128,5833,12179,1804,1141,1534,9299,14879,1969,10039,708,5142,10112,4775,6754,2638,7258,5305,2911,9277,1306,556,3770,3318,5508,16015,24199,6874,11819,3303,2292,2065,3179,5415,8533,11998,12314,10889,13695,2495,2703,9400,6245,8887,1628,3513,1110,11799,9667,3234,12014,1068,8402,10516,4635,6457,2564,689,5250,2942,25841
165032,7626,1778,526,5289,5047,7126,16290,21141,6143,12246,3893,1746,1598,2494,2438,9485,17182,11968,17032,12989,2197,2463,9450,6851,13132,1826,1290,1428,9557,14190,1854,8399,712,5324,9266,3126,6873,2638,7124,4970,3033,9685,1225,360,3767,3675,5557,15913,21683,7250,11222,3170,2116,1826,2899,5904,8227,9314,11022,12583,13216,2501,2715,11537,7045,9622,1875,3600,721,11142,8397,3321,10430,1150,7464,10402,3490,6457,2564,679,5096,2897,23314
165436,7985,2312,451,4986,5530,8088,17252,23563,6605,12938,5201,1832,1793,2806,2455,10477,19384,15490,18010,13000,2217,2533,9184,7025,13449,1823,1213,1972,11289,13709,1810,9017,610,5361,9815,3967,6835,2638,7121,4993,2807,8572,987,370,3412,3540,5764,16182,23803,7434,12175,4112,2173,2097,3474,6150,9787,11390,13280,12542,13734,2476,2788,10235,7100,9951,1866,3980,1329,12504,8902,3313,11885,1040,7899,10662,4374,6457,2564,689,5351,2904,22604
165638,5749,2025,582,4556,5076,7210,16130,27396,6403,13115,5184,1907,1850,2877,2500,11796,20007,17574,17707,13770,2472,2595,9084,7207,13243,1812,1224,1689,11112,16272,2002,10345,690,5175,10065,4662,6849,2638,6932,5357,3121,7612,1199,555,3363,3512,5715,16745,25968,6929,11693,4215,2280,2089,3502,5906,9795,13510,14908,13674,14341,2911,2745,12314,7315,9167,1838,3816,1319,11567,10185,3714,11876,1138,8565,10825,4682,6449,2564,689,5542,2978,25099
165840,7975,1660,714,5331,4005,6345,16743,24802,6164,11692,4872,1886,1666,2783,2409,9942,19490,13050,18981,11779,2246,2539,8655,7045,13508,1763,1324,1952,11071,14827,1830,10516,574,5059,10035,4692,6827,2638,7537,5167,2758,10207,977,621,4231,2856,5519,17068,25959,7111,10815,3042,2195,2097,3295,6196,9596,12715,11545,12513,12227,2693,2559,10714,7035,10146,1887,4001,1135,12532,8536,3641,12233,1012,7306,10804,4694,6457,2564,689,5502,2852,26306
165941,8077,1940,697,5368,5292,7408,17594,26459,6671,12703,4864,1820,1859,2897,2134,10941,21329,14952,19300,13096,2274,2378,9337,6852,12972,1713,1302,1437,10542,12723,1899,9713,761,5310,10050,4538,6877,2638,7219,5034,2935,10164,1224,503,4107,3704,5859,17913,26742,7426,12125,3430,2214,2053,3572,5732,9704,12892,13205,13270,13661,2467,2710,11674,7051,9518,1853,3677,1128,10852,8519,3600,11040,1041,7966,10793,4530,6457,2564,689,5215,2809,26708
166438,8294,2271,577,5336,6014,8173,20156,26263,7153,12730,4931,1910,1879,2861,2500,10756,18674,15257,15739,13081,2343,2664,8520,6860,13499,1841,1292,1630,9217,12700,1968,9851,758,5275,9467,2437,6865,2638,7176,5147,2996,9627,1139,491,3867,3904,6399,19159,25303,8246,12146,4009,2285,2075,3531,6217,9251,12660,13719,11170,14193,2585,2887,11477,7216,9640,1889,3439,640,11379,9229,3563,11687,1192,8180,10440,3330,6457,2564,689,5458,2848,21299
166640,7299,2190,762,4962,5751,7050,18985,25939,6738,12506,5397,1878,1897,2894,2450,10163,20112,16951,19370,13702,2465,2696,8467,7136,13322,1737,1258,1538,10514,14346,1963,9591,549,4594,10010,4574,6839,2638,6793,5195,3022,9786,1270,606,3774,3764,6195,18728,27866,7554,12612,4537,2260,2017,3493,6089,9850,12900,15313,13893,14440,2827,2859,10205,7277,9998,1860,3850,936,12559,9140,3703,11872,1140,8124,10799,4515,6457,2564,689,5328,2934,25385
167036,6648,2079,484,4281,5474,6763,17188,24301,5761,11424,5188,1891,1808,2756,2389,10420,18055,14089,17722,12623,2299,2520,8791,6995,12801,1820,1299,1762,10449,16175,1813,10146,533,5029,10184,4773,6665,2638,6807,5314,3098,7493,1235,404,3190,3722,5478,16666,24792,6999,11839,2776,2147,2005,3005,5841,8950,11411,13525,11771,13017,2817,2865,8481,7239,9637,1730,3857,1212,12723,9540,3485,11070,855,8317,10701,4655,6446,2564,689,5432,2963,22754
167238,8512,1968,615,5476,5390,6976,18796,29109,7281,12925,5590,1911,1915,2852,2519,11126,22329,15242,19296,13495,2458,2569,9476,7148,13733,1806,1257,1660,11264,14560,1989,9722,771,5275,10194,4618,6890,2638,7317,5378,3137,10040,1223,558,3954,3381,5748,18089,28046,8188,12842,4362,2316,2097,3536,6235,9350,14130,13634,14111,13833,2905,2767,12183,7300,9548,1889,3735,688,12131,8922,3753,12013,1198,8389,10841,4486,6457,2564,689,5495,2946,27421
