,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
102109,8444,2266,519,5194,5642,7319,18729,25666,6619,12403,5232,1846,1828,2864,2491,11214,19782,16077,18723,13205,2385,2595,9035,7119,13020,1867,1313,1060,8891,9141,1849,8514,537,5029,10145,4492,6874,2638,7167,5302,3033,9960,1219,516,3909,3743,6323,18329,24358,7663,12114,4124,2308,2067,3263,6129,9311,12199,14015,12892,13698,2689,2828,9998,7114,9794,1881,3248,711,9698,5694,3556,9195,899,8114,10735,4290,6457,2564,689,5384,2778,24873
102311,8422,1854,596,4783,4439,6736,18187,26416,6039,10686,5307,1891,1893,2849,2493,9557,20230,16066,19363,13307,2410,2625,8439,7236,13451,1836,1238,2031,11185,15228,1973,9990,715,5069,10066,4326,6885,2638,7394,5349,3079,9371,784,517,3703,3387,5463,17780,26599,7334,10439,4057,2284,2087,3460,6198,8927,13135,13938,13718,13931,2861,2666,10273,7285,10012,1823,4250,1239,13442,9482,3519,11608,1159,7877,10785,4224,6457,2564,689,5581,2871,22530
102513,8276,2073,344,5320,4876,6994,17155,25813,5734,11213,4434,1870,1859,2822,2473,10072,19189,14009,19104,12347,2080,2697,7924,7004,13766,1782,1262,1988,10458,10961,1890,8790,648,5101,10032,4480,6879,2638,7717,5371,2866,9723,998,542,3970,3243,5797,16981,25315,7332,10569,3412,2307,2071,3445,6212,8283,11555,12839,12775,12925,2661,2826,11015,7039,10093,1887,4306,1281,11686,6374,3610,10250,1063,7509,10782,4560,6457,2564,686,5310,2741,22692
102614,7417,1990,555,4614,5047,6487,18029,24153,6161,11253,4058,1747,1898,2743,2477,9891,17945,14344,18382,12947,1961,2371,7930,6696,13227,1861,1315,1724,10936,13880,1952,9531,718,4738,10179,4719,6706,2638,6498,5197,3092,8489,1104,574,3793,3574,4981,17335,24495,7472,10997,3896,2277,2046,3497,5929,8799,11716,12366,13345,13573,2590,2593,8939,6908,9462,1862,3799,1141,12935,9799,3546,11454,951,8075,10729,4615,6457,2564,689,5389,2800,22206
102715,8105,2304,700,4975,5418,7143,16368,24728,6236,12237,4408,1910,1899,2854,2447,10493,18450,14261,17673,12516,1961,2505,8311,6782,13459,1766,1275,2013,9583,13263,1946,9409,694,5023,9937,4242,6880,2638,7005,5025,3128,9384,1195,503,3516,3674,5929,16117,23056,7078,11713,3619,2284,2066,3320,5831,8638,11536,12884,13329,13240,2688,2815,10384,6591,9425,1839,3755,995,10778,7870,3569,11251,1071,7921,10293,3406,6443,2564,689,5280,2941,21508
102816,8286,2094,714,5448,5303,6455,19046,25053,6252,11294,4653,1804,1823,2759,2363,10482,19694,15571,19343,13355,2452,2616,8308,7075,12986,1693,1274,1142,10380,13446,1948,10146,676,5392,10015,4198,6887,2638,7312,4985,3027,8844,778,479,4061,3347,5521,18079,26075,7362,10526,4268,2281,2089,3539,6159,8599,13691,14140,12222,13308,2600,2749,10052,7028,9728,1871,2746,583,11917,8671,3699,11288,969,7902,10844,4576,6457,2564,689,5315,2762,25092
103010,8001,2008,763,5041,5498,7056,18061,24190,6086,11276,4030,1865,1665,2792,2406,10324,19008,11824,18652,11938,2199,2653,9216,6870,13438,1821,1324,1834,10671,13436,1809,8328,556,5071,10018,4243,6810,2638,6966,5309,2996,9848,1062,569,3747,3554,5750,17168,24307,7342,11075,3689,2239,2055,3324,6171,8649,11955,10947,13082,12324,2724,2825,9859,6979,10022,1887,3846,1245,12791,8899,3545,10851,859,7911,10566,3960,6457,2564,689,5060,2884,22497
103111,8112,2335,503,5184,5673,7470,16136,22880,6302,12116,4675,1819,1541,2797,2406,9985,19903,14427,18128,13127,2345,2545,10310,6985,12838,1814,1309,1814,9527,13286,1879,8663,627,5062,9957,3793,6870,2638,6677,5372,2914,10046,1145,312,3814,3953,6045,17612,24473,8070,12096,3982,2242,2097,3505,6161,8827,11634,12962,12304,13261,2797,2491,12792,6976,10140,1855,4129,1265,11312,8143,3530,10913,956,8440,10492,3351,6457,2564,689,5145,2609,27204
103212,6969,1473,701,5463,5498,7588,18113,22335,5620,11231,4228,1899,1820,2769,2434,10032,19817,13286,18558,12754,2390,2547,8011,6858,13305,1805,1206,1486,10794,13021,1973,8276,677,5284,9794,3746,6889,2638,7183,4813,2784,9636,1055,419,3950,3873,6114,17187,23173,7140,10983,3752,2301,2095,3233,6371,8583,10976,13259,13893,12229,2659,2847,9754,6984,10085,1824,3528,1030,13000,7721,3716,9391,896,8366,10642,4007,6457,2564,689,5210,2517,21637
103414,7142,1457,669,5443,5395,7166,17440,27148,6358,12943,4603,1873,1906,2844,2355,10250,21110,15291,18136,13232,2378,2542,9598,6992,13363,1854,1228,1910,9305,15172,1906,10422,779,5387,10207,4814,6890,2638,7638,5300,3131,8639,1163,280,3829,3590,5704,16085,26970,7382,12812,3802,2282,2087,3490,5732,9646,12880,13820,13544,13687,2581,2698,10872,7146,9370,1804,4019,1232,11085,10085,3670,12118,1172,8185,10771,4651,6428,2564,689,5385,2802,27101
103515,7245,1984,782,5622,5326,7277,18827,27399,6812,12698,4848,1901,1890,2805,2455,10751,20776,14620,19828,13493,2260,2592,9077,6424,13855,1842,1304,1770,10630,12755,1949,8633,524,5300,9973,4064,6877,2638,7389,5306,2907,9429,1089,630,4169,3679,6078,18247,27857,7245,12193,3851,2288,2097,3473,6065,9376,13101,13244,13720,13636,2419,2697,10921,6608,10190,1867,4161,1295,12226,7728,3533,10442,943,8372,10740,4304,6448,2564,689,5382,2879,25714
103818,7927,2267,516,5468,5806,7392,19153,24594,6984,12633,4461,1905,1878,2810,2477,11336,19061,14983,17717,13490,2426,2460,9961,7165,13467,1863,1317,1894,9995,13650,1979,9558,614,5062,10189,4730,6837,2635,7084,5360,3174,8335,1049,534,3989,3834,5748,18854,25324,7526,11683,3908,2289,2097,3527,6176,9044,12814,12849,12659,13967,2681,2630,10545,7225,10038,1898,4182,1133,11291,8662,3738,11080,1171,8427,10743,4465,6457,2564,689,5357,2710,24090
104012,6490,2223,723,4633,5703,7579,17870,26876,5465,12056,5316,1909,1915,2851,2513,11020,19358,16439,18285,13067,2390,2334,9075,6979,12185,1802,1304,2008,10539,14778,1959,10870,752,4843,10120,4460,6764,2638,7138,5341,3083,8977,1103,518,4023,3649,6281,15641,25681,6812,12433,4014,2300,2092,3411,5885,9410,11945,14145,11679,14237,2868,2662,9499,7119,9059,1861,4142,1365,11388,9055,3526,12048,1107,8259,10612,3993,6457,2564,689,5390,2952,20923
104416,8129,1818,624,4950,3947,6394,16679,25053,6128,11778,4928,1910,1915,2841,2482,9922,21429,14432,18661,13296,2355,2602,9112,6593,13036,1823,1312,1939,9480,15455,1985,10611,774,5109,10193,4717,6873,2638,7721,5327,3113,9665,841,342,3992,2443,5120,14780,24838,7180,12399,3971,2283,2092,3519,5830,9260,13038,13577,13943,12789,2688,2800,9075,7023,9767,1817,3974,1274,11980,9831,3577,12260,1137,7900,10610,4379,6457,2562,689,5537,2812,22615
104820,6022,2022,680,4791,5503,7068,17752,24979,5243,11575,5106,1822,1732,2882,2376,11128,21236,14988,18803,12986,2385,2693,9190,6839,13448,1801,1295,1898,10577,12516,2004,8654,509,5344,10071,4657,6794,2638,6975,5042,3131,7826,1060,519,3663,3452,6218,16795,25732,6582,12423,4072,2235,2097,3563,6015,9473,14162,13824,10169,14032,2821,2914,8625,7093,9944,1875,4204,1268,12401,8117,3242,10285,848,8043,10735,4567,6457,2564,683,5132,3004,24714
105014,8759,2351,685,5515,5328,7138,17264,26837,6660,12203,4692,1883,1905,2801,2332,10401,20087,14471,19336,13473,2408,2678,9963,6758,11649,1830,1277,1641,9542,13823,1974,10081,637,5219,10104,4492,6786,2636,7045,5609,3153,10694,1309,556,4248,4007,5960,17285,27570,7819,12160,4300,2297,2097,3550,6223,9353,13317,13270,13918,13547,2791,2921,11984,7107,9558,1896,3422,1078,12085,9007,3713,11783,1142,8431,10686,4319,6457,2564,689,5578,2848,25975
105115,7628,1889,737,5012,4279,6453,16415,26587,6556,11090,5243,1854,1673,2771,2506,9538,19748,15043,19974,13611,2414,2732,9668,7076,13649,1736,1088,1733,11540,15564,1960,8483,517,5079,9454,2559,6881,2638,6842,5152,2776,9455,789,620,4173,2829,5743,15785,26100,7696,11862,4197,2251,2029,3311,6236,8773,12533,15216,15002,14379,2847,2691,10697,7160,9914,1837,3607,1350,13382,10031,3745,11348,982,8463,9212,1509,6451,2564,688,4816,2675,25985
105216,7317,2194,636,5213,5532,6997,18044,23772,5372,10171,5063,1846,1712,2757,2125,9104,17094,13872,17426,12203,2281,2461,8199,6993,12633,1793,1324,1698,9707,13031,1778,8998,650,4959,9833,4084,6871,2638,7323,5395,3025,9318,1167,458,3810,3362,5615,17979,25071,6545,10421,3991,2235,2065,3452,5834,8027,10660,12307,10653,13502,2457,2431,9198,7085,9587,1851,4211,945,10133,7257,3154,10955,1151,7138,10632,4353,6453,2563,689,5366,2818,24367
105620,7126,1990,656,5125,5376,6963,16880,25145,5974,11064,4674,1875,1856,2787,2235,10249,19506,12497,17394,12741,2350,2597,9291,6872,12405,1858,1316,1904,10420,13995,1808,9053,766,5238,9888,4154,6662,2638,7271,5401,3107,9191,1057,473,4058,3650,5899,16489,25135,6902,11500,3526,2228,2073,3487,5991,9650,12515,11862,13205,13076,2474,2695,9911,7154,9194,1769,4000,1212,12081,9315,3563,11352,1119,8498,10364,4210,6457,2564,683,4878,2803,23507
105923,8797,2377,751,5415,5624,7150,19346,25787,6611,10398,4617,1878,1898,2825,2252,9741,19761,12983,18440,12612,2209,2377,9328,6814,13781,1748,1314,1724,10435,12932,1834,8435,707,5165,10058,4410,6875,2638,6921,5488,2932,8794,1030,454,3993,3648,6101,17387,25771,7490,10286,3258,2259,2022,3379,5945,8277,12131,11633,13055,12489,2698,2631,10503,7038,10230,1801,3753,879,12451,8534,3608,9528,846,8056,10603,4096,6457,2564,689,5318,2592,24100
106016,7545,2103,234,4552,5986,7822,18642,24985,6998,12846,4556,1907,1892,2768,2439,11353,20227,13661,16651,12900,2249,2305,10644,7142,11425,1855,1315,1992,7625,12595,1902,10139,625,5013,10060,4600,6658,2638,6798,5566,3102,9892,1139,236,3610,3942,6345,18708,25826,7303,12440,3872,2253,2096,3497,5705,9707,13019,12556,11247,13015,2697,2571,10582,7163,8360,1856,4274,1256,9376,9300,3694,11823,992,8116,10734,4507,6457,2564,689,5534,2917,25025
106319,6708,1789,678,4870,5240,7212,16529,24111,5447,11495,3724,1875,1879,2874,2465,9843,18576,13949,16892,12774,2203,2212,9836,6900,12803,1853,1267,1797,9048,12688,1924,9584,745,5165,9986,4618,6722,2638,6606,5115,2991,8846,1150,484,3436,3420,5642,16784,24179,6425,10163,3748,2215,2021,3376,6219,8504,11426,12131,11977,12936,2557,2666,9174,7015,9498,1859,4043,1211,11365,9068,3595,11854,1119,8371,10354,4252,6457,2564,683,5274,2848,24423
106521,8345,2172,728,5032,4571,6477,16591,24999,6382,11720,5304,1883,1734,2731,2338,10690,20947,15351,19101,12977,2302,2637,7875,7205,11898,1820,1276,1849,9832,14875,1857,10005,657,5294,10025,4213,6853,2638,7035,5603,3123,9633,1125,601,3936,3014,5392,17432,26465,7393,12715,4209,2316,2097,3412,6153,9286,13490,13660,14166,13231,2776,2660,9783,7234,9623,1895,4207,1214,12621,8766,3644,11585,1164,8080,10838,4685,6457,2564,689,5531,2989,24406
106824,8904,2362,616,5437,5471,7362,18128,26792,7122,13416,4690,1907,1914,2865,2520,11111,19964,15298,19133,13070,2434,2627,9177,7204,12729,1865,1321,1783,9675,13925,1923,10290,749,5413,10194,4619,6890,2638,7555,5284,3157,10567,1174,468,4204,3537,6150,18001,27138,7903,12416,4080,2302,2090,3565,6255,9717,12192,14445,14108,14517,2735,2739,10230,7156,9839,1892,3973,1137,11869,8992,3752,11549,1136,8621,10742,3306,6457,2564,688,5341,2801,25025
107018,8690,2256,655,5331,5859,8008,19087,27420,6651,12730,5034,1896,1905,2861,2520,10546,20015,15405,18521,13014,2331,2567,8800,6887,13343,1839,1305,1608,9956,13886,1955,10299,737,5219,10192,4763,6883,2638,7645,5254,3013,10177,1102,249,4083,3766,6424,17945,26606,7650,12157,4118,2310,2088,3448,5851,9304,12897,13625,12740,13806,2556,2492,12263,7214,9110,1780,4071,1042,11248,8681,3686,11695,1121,8328,10830,4432,6457,2564,689,5409,2903,24567
107321,7191,1995,740,5315,5085,6421,18795,27077,6407,11890,5281,1892,1696,2866,2437,10330,19464,16179,18267,13135,2346,2497,7499,6581,12830,1809,1297,1836,11094,15914,1941,9340,518,5129,10187,4720,6856,2638,7073,5139,3066,8696,952,594,4076,3236,5501,18004,25939,7177,12098,3620,2286,2097,3381,5096,9574,12751,14777,12573,13800,2869,2775,9293,7165,9304,1649,3635,1144,12675,10096,3440,11225,951,8147,10771,4582,6449,2564,689,5273,2705,24598
107422,7730,1771,619,5124,4558,6798,18853,26414,6189,11249,4550,1904,1842,2754,2506,10699,21011,15944,18253,12994,2286,2546,7314,6827,13520,1760,1282,1881,10660,16046,1978,10633,767,5134,10059,4682,6886,2638,7548,5217,3070,8150,595,482,3899,2759,5449,17899,27033,7124,10691,3589,2294,2079,3347,6093,9596,13485,14085,12688,13529,2830,2853,8132,7148,9965,1796,4089,1344,12148,9919,3605,12209,1071,7644,10656,4579,6457,2564,689,5221,2711,22282
107725,7405,2046,391,5178,5341,7260,19186,27104,6947,12100,5365,1845,1833,2819,2471,11183,21970,16450,19899,13437,2377,2587,9004,7128,13761,1755,1224,2043,11212,14993,1982,8660,541,5128,10115,4617,6885,2638,7338,5265,3086,9753,1244,510,4205,3602,5762,18839,27973,8174,12059,4390,2295,2075,3393,6126,10121,13185,14356,14020,14107,2723,2777,9981,7085,10236,1889,3834,1149,12289,8314,3665,10355,1087,8471,10698,3929,6457,2564,682,5072,2700,26141
108020,5132,2119,387,4562,5796,7720,19896,26701,6335,12796,4898,1911,1891,2886,2474,11170,19003,15961,18611,13412,2252,2436,8024,6868,13583,1808,1238,2019,10286,13545,1814,9660,698,4856,9408,3589,6827,2638,7362,4987,3134,8530,1263,424,3948,3781,6151,18790,26586,7368,12229,4317,2308,2093,3549,6340,9753,12696,13549,13774,13974,2733,2507,9076,7241,9983,1860,4057,1327,11610,9476,3575,11893,1044,8511,10264,3907,6457,2564,689,5309,2990,22838
108121,6950,1969,627,5094,5398,6984,18367,26681,6675,12031,5094,1908,1859,2862,2517,11328,21581,17104,19633,13384,2309,2769,9217,6827,13876,1867,1295,1984,11275,13976,2002,10453,769,5258,10141,4705,6890,2638,7653,5389,3137,7939,625,622,4148,3637,6307,18423,27144,7345,13149,3914,2316,2097,3591,6245,10162,14012,15440,13980,14155,2924,2867,10361,7102,10052,1898,4208,1285,13175,8416,3635,11637,1181,8422,10834,4689,6457,2564,689,5500,2985,26820
108222,7209,2169,686,5353,5216,7704,16921,25630,6154,11281,4692,1864,1826,2897,2518,9827,19826,14374,18422,13023,2097,2267,10088,7117,13497,1863,1299,1854,11191,15064,1912,9464,686,4958,9943,4031,6855,2638,6817,5480,3014,9349,1132,474,3819,3589,5699,16049,25503,7181,11813,3301,2289,2070,3536,5786,8198,12144,12625,13349,13241,2725,2608,11682,7228,9324,1769,3916,1201,12514,8633,3707,10553,939,8447,10529,3344,6457,2564,689,5513,2781,21260
108323,7866,1295,651,5682,5192,6912,18072,25948,6814,13044,4634,1874,1907,2812,2402,11275,20141,14009,18808,12887,2422,2659,9776,7215,13454,1783,1288,1943,10504,13874,1891,10186,755,5405,10110,4781,6890,2638,7967,5520,3166,8476,935,495,4312,3717,5722,17003,26294,7354,12219,4194,2289,2040,3513,5893,8855,13306,13184,12912,13324,2818,2731,10760,7173,9621,1851,3992,1346,12843,9083,3630,11944,1185,8051,10741,4647,6457,2564,689,5534,2947,26871
108525,7656,1604,715,5319,4811,6820,17412,26980,6128,11061,4289,1810,1831,2833,2428,10044,19802,13013,18544,12458,2103,2663,8922,6877,13315,1684,1289,1536,11203,12892,1895,9081,476,5273,9920,4439,6822,2638,7654,5139,3104,10173,1181,631,4047,2975,5294,17295,26720,7205,11726,3830,2280,2091,3514,5915,9439,12104,11819,14059,12853,2423,2770,10117,6849,9631,1865,3944,1156,11815,8467,3587,11000,1008,8404,10641,4445,6457,2564,689,5272,2898,25182
108828,5559,2143,632,4271,5511,6996,18519,24476,6669,12908,5217,1896,1800,2821,2492,11083,19525,16275,17530,13656,2419,2598,10226,6983,13813,1835,1126,1820,11533,15222,1824,8689,533,5231,8877,3170,6673,2638,6127,4459,3103,7855,1149,406,3144,3708,6244,17130,23657,6859,12251,4109,2258,2091,3557,6318,9884,13082,15007,12438,14754,2896,2889,11033,7106,10309,1848,3713,1298,13176,9843,3593,10973,976,8531,9751,3046,6457,2564,670,4745,2872,24817
109123,6865,1972,284,4686,5115,6654,17474,22518,5276,10609,4838,1751,1821,2636,2455,10340,19451,14025,18410,12609,2376,2593,9239,6958,13522,1821,1226,1585,11351,13934,1986,9128,648,5054,9897,3984,6830,2634,6678,5136,2803,8242,1065,326,3635,3022,5557,17502,24035,7127,10627,4047,2232,2088,3424,6282,9067,12663,13328,12747,12230,2744,2802,10040,7101,10191,1843,3248,1039,13422,9298,3530,10306,944,8286,10246,3730,6436,2564,688,5357,2789,26200
109830,5167,1315,543,4121,5498,7087,17998,26090,6221,11238,5090,1911,1876,2885,2417,11406,19646,15928,17389,12965,2265,2509,8388,6607,13612,1821,1297,2055,11335,16096,2001,10583,771,5267,10071,4620,6801,2638,7201,5127,3152,8032,916,546,3584,3752,5868,16584,25656,6395,11505,3259,2316,2091,3494,6061,9203,12332,14892,11959,14179,2896,2929,9583,6908,9783,1852,3928,1396,13199,9932,3725,11932,1082,8634,10828,4590,6457,2564,689,5547,2975,26023
110007,7168,1344,649,5131,5632,7652,20137,28798,6759,13911,5494,1896,1861,2900,2521,11777,20190,17668,19136,13824,2404,2609,8270,7118,13633,1837,1232,1733,10558,14843,1994,10069,771,5147,9829,4597,6852,2638,7295,5418,3161,9270,916,511,3959,3827,6330,18589,27907,8180,12104,4393,2316,2097,3595,6263,10018,14049,15779,14458,15218,2821,2885,10062,7274,9818,1863,4031,1298,12075,9425,3714,12143,1131,8617,10626,4498,6457,2564,687,5548,3006,25923
110411,7946,2053,550,5126,5695,7125,18389,25416,6240,11633,4711,1894,1895,2872,2408,9282,18169,13431,16670,12408,2211,2596,9486,6955,13386,1765,1278,1821,10605,14228,1854,10550,715,5262,10068,4759,6802,2638,7235,5148,2983,9473,1185,364,3486,3443,5768,16812,24827,7335,11323,3752,2213,2060,3257,6062,8494,11375,12604,11501,13093,2804,2888,9905,7049,9469,1851,3968,1219,11598,9283,3509,12472,1123,7787,10650,4679,6457,2564,689,5414,2941,24493
110613,6605,1131,548,5625,4702,7118,17335,25707,5588,11257,4295,1876,1895,2852,2419,10510,18112,13312,18592,12375,2264,2656,7967,7233,13547,1816,1215,1883,11460,14630,1944,9432,644,5400,9833,4708,6881,2635,7755,5305,3143,9414,976,469,3997,3474,5235,16528,23443,6687,11891,3407,2298,2096,3281,6262,8001,11054,12265,14435,13585,2356,2939,11060,7210,9847,1861,4200,1169,12928,9037,3688,10606,982,8234,10718,4651,6457,2564,689,5441,2752,22591
111009,6703,1973,632,4710,5763,7903,17530,25947,6182,13111,5044,1896,1915,2835,2494,11389,20202,15411,17732,13051,2424,2502,9253,6598,13575,1809,1269,1811,11203,13986,1985,9445,729,5093,10000,3616,6771,2638,6778,5045,2862,8988,1235,408,3305,3941,6384,18365,25889,7126,12819,4226,2294,2097,3537,6344,9901,12569,14216,12645,14042,2820,2674,10729,7141,10113,1887,3901,1081,11941,8832,3646,11784,1119,8506,10648,3876,6457,2564,689,5252,2754,24865
111211,8121,2218,698,5340,4750,7033,17700,27278,5639,12319,5018,1841,1848,2853,2301,9661,19470,13288,18229,13259,2120,2450,9260,6781,11871,1799,1320,1462,10611,15688,1942,9835,708,5318,9977,3689,6862,2638,7545,5195,2890,10532,1247,513,4110,3518,6061,17777,27327,7637,13061,3762,2299,2060,3588,6135,8997,11203,13083,14322,14305,2483,2522,10020,7123,10198,1873,3296,1123,13178,9258,3453,11935,1035,8052,10818,4512,6457,2564,685,5237,2665,24481
111312,7766,1930,690,4809,4745,6448,17510,25946,6267,11193,4232,1907,1899,2843,2483,9448,19881,13425,18736,12694,2401,2613,9197,7052,13428,1862,1310,1888,11094,14503,1914,9348,591,5133,9996,4481,6817,2638,7436,5258,3170,10179,1013,504,3883,3131,4696,15557,25626,7316,11046,3468,2267,2097,3369,6148,8470,11892,12041,13823,12886,2645,2642,11551,7140,10237,1895,4206,1307,13297,8120,3577,11555,1036,7721,10517,4312,6443,2564,689,5401,3001,22859
111413,8273,1491,562,5460,6049,7167,19931,25615,5877,11699,4207,1896,1913,2815,2519,10818,19310,14625,17607,12923,2329,2379,8504,6913,13176,1790,1309,1624,9222,13410,1965,9779,714,5258,10128,4704,6828,2616,7399,5314,3147,8357,512,591,4243,3995,6421,18893,25678,7758,12001,3480,2284,2061,3472,6163,8388,12859,13939,13542,13586,2731,2799,8337,7097,10039,1873,4111,1142,11091,6988,3627,11016,1027,8273,10672,4387,6177,2548,689,5529,2900,23917
111514,6117,1856,737,4439,5173,6447,17835,23386,5782,9553,4130,1875,1872,2822,2280,8832,17363,13238,17793,12249,2176,2416,9177,7055,12990,1838,1311,1847,11091,14632,1993,8868,729,4966,10106,4643,6639,2638,6575,5504,3109,9220,1070,583,3584,3377,4880,16566,24636,6396,9602,3631,2174,2079,3481,6179,7691,11627,12549,10765,12136,2598,2711,7480,7158,9750,1860,4036,1352,13338,9723,3665,11532,1163,7879,10650,4551,6457,2564,689,5623,2893,25721
111716,7384,1832,671,5068,5435,7546,17601,23314,5657,10576,4083,1756,1696,2573,2399,9557,19234,11450,16905,11873,2235,2175,9616,6474,13502,1840,1266,1643,10605,11608,1933,8822,491,5244,9952,4676,6831,2638,7071,5177,2998,9010,992,501,3974,3383,5778,16443,24111,7422,9927,2821,2268,1996,3367,5782,8775,11797,11239,12156,11950,2746,2572,10232,7063,9972,1883,3791,976,12004,8043,3679,9461,760,8021,10597,4632,6457,2564,686,5299,2596,23005
