,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
147737,2196,11929,20653,28414,11917,82635,38050,21291,28767,30932,49705,26649,69847,74631,67948,37313,18219,18074,9863,11487,1756,6360,4281,2638,17750,29741,4753,5548,11176,77722,19069,26282,30448,8018,6128,5252,14978,22406,23079,30398,147948
148032,1696,11948,20680,28884,10533,87569,33929,22355,30267,33276,50206,25606,68932,74650,67160,40653,19569,17968,9931,10541,1805,6239,3819,2663,17582,31197,4697,5221,10284,76244,17265,26562,29308,8048,5994,5170,14821,21245,23160,30275,147715
148133,1463,12663,21652,28396,13585,87642,41206,23037,33368,33720,55298,23744,68651,77394,69134,37545,19917,18484,10019,11307,1773,6458,3764,2520,18098,31226,4275,5617,10755,78468,14651,27929,29063,8034,6243,4895,15025,23685,26107,31963,151518
148335,1185,10357,18717,25218,9586,74872,34885,18385,26702,28178,48914,26056,69881,72667,63280,35306,16285,18066,8658,12077,1759,6047,4042,2190,17094,28027,4409,6083,11993,73295,17061,25518,27162,7506,5554,4414,14224,22281,22892,30227,142915
148436,1563,10971,20797,25086,9877,74377,35604,19358,29194,32377,47927,24031,66176,71100,66798,36274,17622,17311,8557,10666,1752,5992,4016,2186,16229,29008,4424,4826,12105,70812,17640,25964,27414,7740,6277,5499,14832,24844,25880,30255,144198
148840,1452,11480,20916,25467,11181,77888,36353,20689,30439,32875,54565,25730,66384,74525,65152,36120,19335,18586,10183,12683,1769,6076,3266,2328,17678,31060,4529,5264,9306,76229,13333,26871,27559,7898,5811,4637,15548,22802,24686,31483,149536
148941,1934,11745,20672,26164,10833,78050,35119,19651,28999,30762,47982,27109,70135,74170,71430,41138,18982,17729,8440,10549,1819,6288,4423,2717,16525,29685,4545,5547,12718,74592,20318,26777,28056,7955,5988,4598,14325,22629,22073,29875,144275
149236,1983,11022,17900,22239,9301,75007,27818,17588,27894,29018,48546,22544,63862,67333,66003,34083,16614,16699,9063,10994,1784,5753,4064,2501,16066,28434,4451,4891,10084,70733,14724,23737,24683,7490,5220,5020,14617,22572,22581,29421,142507
149337,1300,11444,20028,25581,11644,82317,40405,21543,30310,32911,47643,24050,65967,75301,70544,38025,18105,18494,9343,11796,1820,6198,4575,2337,15483,30100,4596,5608,11766,77085,19018,26882,27611,8012,6120,5061,15265,23340,24221,31856,145837
149539,1805,11722,20533,26719,12011,80194,34545,19164,28433,30128,46595,23784,66444,72759,62504,35873,17880,18109,9552,9668,1800,6049,4167,2505,17013,29635,4651,5101,12054,74711,15070,25169,26785,7478,5412,4950,13826,22055,24411,31064,143291
149741,1962,11827,20712,25384,11033,74815,36750,19043,27480,28873,55394,26688,72137,74635,59039,38932,19763,17775,9437,10769,1769,5861,3737,2528,16651,29210,4742,4633,8910,76097,17689,24824,28335,7646,5591,4893,11733,17147,20515,30703,141906
149842,1416,10247,18995,25119,10586,80767,34105,19123,28718,30241,51257,24393,66223,72222,66195,39272,19401,17713,9715,11383,1802,6511,4398,2583,16560,30197,4469,5219,11636,73660,17987,25987,25898,7493,5341,5231,12831,21851,23268,31879,144914
150019,2138,11847,21100,27093,11357,80163,37072,20948,31048,33292,51065,24528,67361,74878,66547,38194,17888,18334,10037,12326,1805,6570,4079,2562,17452,30584,4614,5705,12277,77238,17349,26953,27829,7856,6006,4811,14318,22115,23732,32265,150456
150524,1532,11188,18364,22974,9993,77959,30938,21140,30728,33122,49355,22594,63339,71002,72569,36726,19187,17645,10015,12138,1648,6311,4577,2417,16149,31105,4741,5838,12959,75807,17103,26483,25662,7881,5833,4446,15137,22863,24182,32034,149682
150625,2072,11973,21173,28231,11778,82062,35700,21551,30484,31883,56229,26306,69409,74067,66898,37238,18390,18367,9528,12345,1827,6535,3614,2565,17239,30189,4506,5577,10856,75444,15655,26197,29594,7910,6170,4782,15033,22128,23082,29626,146062
150726,1751,10842,18582,24915,9645,77624,34402,19800,28706,31848,46180,26800,69736,74254,69783,38975,18246,17464,8687,11321,1770,5785,4307,2383,16989,28867,4483,5084,12423,74917,17657,26040,27944,7822,5955,4225,12825,18991,21999,30278,143242
150928,1647,12301,20718,26935,11459,80752,35750,21029,32012,33120,50904,23275,65589,73833,75930,35326,19843,18320,9443,12277,1833,6946,4385,2665,17474,30411,4774,5599,14302,75188,19389,27215,28767,8046,6028,5509,15375,23101,25084,30125,150885
151021,1928,10955,20581,27124,11882,81220,35520,21422,31148,32540,46603,27679,70674,73926,65846,41310,18579,18516,10032,11937,1836,5850,4040,2524,17168,30587,4521,5976,11067,75205,17826,24401,28068,7872,6326,5431,15277,24063,24798,32111,150217
151223,2140,13149,22993,29326,13766,86653,42429,22171,32344,32414,51384,27764,69697,74973,72797,42027,20434,18521,10340,12630,1813,6428,4442,2621,16011,31319,4657,5614,11726,74850,18792,27555,30060,8055,6232,5554,16915,25229,26064,31195,153833
151324,1969,12033,20126,26325,11917,79387,37097,21312,30416,31485,52718,24744,66310,72872,70078,39034,18803,18183,9737,11855,1832,6144,4153,2637,16293,30812,4589,5084,11464,75991,16788,27403,28835,7869,5806,5080,15471,22538,24203,30680,145461
151425,1917,11417,20032,27087,11353,82419,34265,19450,29264,31791,53562,26623,68382,72930,63994,38635,19281,18483,9747,12818,1833,6559,4004,2665,17167,31196,4470,5964,11953,76488,14815,26973,28424,7880,6447,4373,13903,22209,23041,31099,147351
151526,1519,11455,21265,24984,11332,79484,37956,20702,30986,33754,50469,23407,65390,69038,66850,36644,18847,17906,9817,12408,1834,6881,4257,2670,15921,30247,4694,5871,12888,72043,16829,25518,27615,7777,5996,5616,15792,24551,26402,30968,150355
151627,1520,12128,21854,27353,11292,82418,35563,21265,30021,31425,49678,25607,70709,72686,70424,37322,17005,17701,9995,12027,1811,6204,4305,2357,17224,29895,4754,5245,12532,75123,20428,24776,27777,7704,5788,5188,13600,21480,24337,31762,148731
151728,1622,9763,19881,24578,10676,76467,38436,18685,27404,30498,51731,25776,69848,74990,70399,38862,17373,18273,8974,11727,1807,6458,4146,2654,16894,29129,4495,5334,12358,73845,18707,25082,25130,7763,5506,4837,14669,22390,23437,30810,144975
151829,1648,10415,20157,26721,11572,78108,36049,19688,28368,31394,47811,24346,66004,72529,63954,40540,17835,17623,9655,12332,1716,5946,4133,2023,15865,30670,4655,4843,11151,73338,20099,25368,26476,7918,5755,4602,13223,24502,24820,30396,148857
151930,1673,12131,20030,25859,11546,79909,33218,21641,31500,32332,50215,21907,63529,73041,73543,38374,19824,18106,10051,12076,1833,6820,4520,2693,16322,30644,4816,6020,13545,75834,16526,27023,28791,8009,6217,4735,14703,22213,25187,29415,151242
152225,1346,10787,16598,24056,9188,68755,31865,17959,27647,30094,51126,25235,68155,72202,69511,35404,18551,18060,9019,11508,1823,6121,4269,2718,17074,29800,4422,5493,12040,74045,16869,26265,26235,7774,5697,4745,14893,23387,23745,31125,141456
152427,1966,12459,21624,26444,9723,82419,35637,22530,32804,33306,50934,24684,64858,71628,69782,38304,18549,18434,10333,12093,1834,6639,4628,2724,17295,31342,4798,6213,12414,70204,17150,25319,29304,7892,6165,5435,16088,25364,26595,30652,151987
152831,1834,11282,19044,24220,9422,74081,34285,19429,26121,30771,48051,23557,64630,69592,62124,37772,17256,17348,8873,11738,1814,5261,3709,2189,14543,28344,4075,4717,9933,69001,16687,25218,24933,8012,5570,4716,14348,23406,24644,30506,143019
153025,1852,11997,18903,27104,11752,84129,35857,22176,31147,33013,53984,25525,69124,74362,69023,39217,19737,18510,10157,12029,1786,6815,4225,2650,17454,31363,4653,5840,12379,77629,17094,25754,27348,7849,6249,4918,14335,23706,24569,32187,149104
153126,1648,11961,21119,27816,12201,79805,42785,20188,28341,32090,48886,22006,64489,74431,65286,41062,19559,17852,9751,11787,1794,6403,4440,2614,14258,30842,4810,5261,12728,76552,19750,26535,28428,7746,5748,5221,13724,20665,23269,30505,146148
153227,1888,12103,18347,27147,13915,80170,39649,20115,30963,31788,48072,25846,66445,72948,70964,42304,19540,18432,10206,11186,1833,6608,3839,2657,17407,31022,4675,5504,12257,73586,17748,25236,29483,7933,6340,6022,13451,24085,24843,29137,149019
153429,1500,10501,20649,24146,9282,76284,36152,19555,29314,31285,53795,24918,66709,74493,64514,37318,18461,17895,9007,12133,1799,5953,4320,2381,17648,30119,4500,6090,12533,76806,14352,27429,27685,7860,6182,4404,14753,22109,24597,31054,141059
153631,1878,12793,22029,27889,12865,86046,41219,23417,33063,33833,53114,25569,67936,75046,68112,37423,19391,18740,10247,12068,1829,6928,3857,2707,17397,31654,4604,5624,10887,77884,16543,27708,30300,7971,6107,5539,15873,25546,26838,32298,152544
153732,1946,12535,22169,28538,13095,86660,40290,22412,31479,33268,47626,23729,66737,74897,67026,40543,19657,18081,10135,11402,1820,6814,4434,2528,15519,30829,4803,5466,12232,75585,20243,25939,28482,7860,6161,5408,15915,25260,24811,31508,151032
153833,2258,12990,22579,27403,13093,80066,40818,20218,29073,29553,49075,27017,70132,75504,70361,36299,18134,18578,9416,12048,1785,6201,4016,2474,18129,28556,4530,5450,12096,76774,15934,27426,30146,7971,6177,5517,15367,25281,24204,31620,151067
153934,1919,12074,19954,23694,9015,77525,30446,19351,28286,31994,51988,26082,67179,70975,67483,37484,18635,17799,9494,12546,1706,5830,4510,1943,15916,30063,4505,4921,12283,73169,16773,25779,25134,7986,5905,4538,13462,22814,24362,31710,147783
154229,1501,12175,20618,26917,11682,80098,36070,19433,30193,31673,48827,22620,64376,75102,72292,39474,19388,18485,9892,12451,1822,6725,4406,2632,16867,30560,4748,5618,11361,76246,17732,26348,28246,7819,5749,4864,14004,22751,23343,30118,148310
154330,1853,11545,21969,27821,10813,82301,38775,20699,31009,31791,56867,25080,67779,75783,62885,36441,17774,18551,9710,11237,1833,6004,4266,2666,16866,30580,4482,5503,10317,75564,11023,27776,28280,7983,5831,4527,16685,24309,25172,31585,145829
154431,1205,10314,19301,25871,10885,78405,31467,19999,29332,29868,53840,23128,66902,75399,67011,38954,19086,17988,9403,12183,1811,6484,4137,2687,17666,29772,4662,5521,12102,76855,16368,26856,26736,7692,5970,4861,14276,22597,24076,31084,143156
154532,2212,11526,21667,26871,12077,80024,39441,19772,27769,27759,50223,24626,68731,75162,71204,39784,19074,18391,9579,12280,1756,6829,4567,2490,18015,28769,4731,5723,12907,76760,18057,26779,29474,7832,6203,4035,14491,23221,23915,32192,148192
154734,1612,11950,20714,27513,11752,82530,39488,21390,31935,32224,54451,26027,69395,76047,61137,35223,18368,18199,10050,12594,1816,6343,4055,2712,16392,30257,4508,6079,11299,75880,16037,26764,28380,8001,5714,5139,16327,25344,25658,32039,147476
154835,1790,12049,21850,29636,14597,84940,43193,21650,30137,32822,46676,23400,65941,75186,69256,42714,19732,18192,10355,11193,1794,6607,4506,2606,15941,31245,4810,5940,12396,77938,19224,25529,28832,8060,6190,4849,14782,23000,23456,31760,150872
154936,1828,11653,20397,25242,10869,78845,33874,20569,31944,33017,55673,24553,65345,72062,65743,34633,18620,18199,9945,12557,1830,6192,4108,2425,17266,31038,4417,5989,12513,78772,12811,26600,28614,8017,6257,4749,14426,23223,25483,30664,146826
155231,1990,12744,21493,28485,12103,84299,36592,22453,32063,32436,55763,24691,63219,72959,66040,40572,19790,18196,10130,12171,1812,6108,4348,2185,14943,31295,4530,6112,11699,76166,14411,26204,29479,8040,6340,5049,15477,23095,25539,31182,152393
155635,1141,10801,20220,26067,11572,84218,36752,20572,30174,30474,52327,26480,69884,75797,68562,40031,19785,18168,9332,11516,1812,6150,4235,2470,17889,29461,4670,5879,11774,76595,17476,24234,25106,7772,6157,5178,15422,24155,24816,30407,147530
155938,1769,12322,21895,27293,10983,83543,37562,21442,30739,32637,50894,26064,68071,77577,70029,38147,17631,18612,9997,12317,1812,6182,4337,2132,18210,30713,4503,6095,13255,77582,15273,26581,29634,8068,6257,4177,15299,23535,25055,30976,150807
156031,1775,10941,22188,27246,11380,82106,36012,19327,30207,31623,50971,23868,67270,73481,68191,39471,18186,17721,9819,12425,1812,6114,4283,2511,16283,30595,4597,5827,11651,74929,14970,26708,28800,8021,5951,5180,15877,25023,24452,30988,151045
156233,2102,13030,22697,28544,11881,82586,40070,21142,31179,32879,53501,25403,68902,76200,60864,34287,18840,18414,10148,11997,1825,6949,4110,2689,17989,30957,4629,6313,10415,76700,10359,27371,29542,7915,6076,5086,15612,23872,25551,31678,151084
156334,1253,11173,21254,28243,12291,82727,37964,21630,30536,31917,51240,24868,69167,71128,63303,39819,20694,18130,10320,11555,1787,6211,3940,2689,16435,31465,4735,5471,10652,72257,16478,25315,28264,8045,6191,4511,13914,22088,24604,31494,151209
156435,2024,11872,21971,29009,13062,84004,39923,22285,31745,32664,51941,24713,65791,74202,68798,38927,19568,18479,10229,12238,1836,6682,4428,2687,17310,30975,4559,5700,12101,75725,17591,27394,28464,7733,6038,5162,15017,22588,24912,30937,148792
156536,2067,12858,21149,26505,12243,78975,42427,21198,30996,33761,50536,22319,60475,67003,71856,39707,20224,18497,10163,12513,1800,6547,4149,2713,15965,31078,4349,5551,12252,71468,19695,27469,30039,7962,6165,5643,14150,20973,23137,30176,152035
156637,1548,10371,19953,24788,8886,79168,31831,19360,30160,30075,50846,22323,64018,71116,69144,34743,16985,17734,8121,11215,1779,6010,4233,2584,16087,28564,4451,5587,12175,72557,14333,26699,27631,7723,5866,4138,12971,19822,23706,29938,141819
157336,1404,10233,18991,27162,12036,86031,34704,20554,29668,29099,48210,27279,69061,73644,67947,39497,17499,17663,9330,11255,1805,5725,4286,2331,17093,28959,4559,5813,12959,76777,17826,24773,25075,7873,5613,4862,14322,23512,24702,30188,144120
157437,2464,13555,22796,29483,13289,86981,40675,21359,31656,34106,52641,26077,69628,75745,72548,40764,19265,18412,10283,12232,1835,6661,4536,2561,17239,31499,4656,5725,12297,77437,21690,26415,28788,7967,6145,5298,15818,24796,25476,30196,152314
157942,1477,11016,17677,20930,8875,73304,31033,17452,28135,31341,49074,23134,61307,73383,70262,37220,18221,17348,8218,12527,1830,6308,4305,2343,14524,28388,4607,5541,13005,72571,14891,26525,28861,7938,6033,4811,13546,20944,24512,27580,142607
158035,2157,12951,22068,28529,12745,79574,38333,21692,31336,33324,46392,20821,62045,72959,73275,40897,19827,18262,9748,11905,1836,7112,4290,2670,15584,30637,4754,6044,12950,71514,17612,26883,30119,8042,6260,5025,14762,23910,25616,29647,150501
158136,1356,10383,18165,23398,10236,75781,30263,18906,30047,29645,53604,23487,64412,71973,58317,36328,16689,17732,9618,11699,1831,6204,4208,2368,15078,30129,4785,5299,11024,72222,15793,24707,27435,8034,5987,4806,14912,24015,23613,29959,143527
158338,1681,11478,20090,24925,10426,77162,34517,19595,29207,31187,50511,25207,66291,74044,66566,37431,18561,18194,9593,11915,1805,6661,3985,2554,16365,29476,4582,5595,12217,75895,16227,26986,28467,7764,5931,4386,13636,23214,24427,31526,148083
158540,1716,11155,20839,25636,11695,78821,35559,21095,31461,31527,48691,26498,68648,75815,69015,39226,19295,17944,9549,11721,1824,6378,4411,2550,17508,29770,4599,5871,13006,73042,18752,26327,26639,7963,6125,5218,15291,24274,24037,31324,145723
158843,1811,10923,20947,26836,10983,80902,35746,20761,29873,30606,50220,26619,70007,76387,68160,39533,19647,18459,9849,12833,1827,7099,4435,2425,17911,29679,4750,6233,13022,75618,17632,27703,28989,8072,6198,4988,14176,22133,23159,31065,147641
159138,1855,11387,20396,26384,11088,81727,35039,19962,31079,30331,52070,25513,67356,73829,66741,35740,17861,17604,9240,12243,1756,6064,4112,2697,17662,29711,4522,6133,12227,75151,14281,26672,27279,7751,5898,4966,15340,23085,23417,30731,143216
159239,1283,10488,19547,22702,8625,78402,28303,17960,29514,30118,56696,21500,62249,73981,56528,36335,19651,16603,9373,13160,1800,5593,3685,2257,16411,29613,4713,6149,11010,77291,17766,26522,27753,7972,6356,4147,14971,22107,23729,32211,145107
159340,1203,11639,20693,24580,10921,80367,38135,21884,31024,32608,55732,22683,63416,72219,70655,39345,20303,17900,9195,11992,1836,6392,3696,2655,16093,29533,4431,5404,10572,75248,11252,27730,28622,7829,6015,5060,13914,20963,24956,29196,143005
159441,1574,9905,20246,27957,12041,80933,37118,18688,27375,27945,50482,23795,67913,73570,65064,36032,19524,17029,9641,11252,1572,6154,4597,2345,16755,29147,4768,5912,12856,73868,17293,27155,27011,7878,5255,4866,12802,22025,21204,31010,144844
159744,1907,10714,20256,24539,10284,76339,36192,19190,29019,30975,54361,25382,69016,73650,61654,32282,18230,18286,9260,12296,1778,6174,3936,2652,17248,29710,4374,5486,11074,76550,11444,26897,27716,7845,5957,4310,14168,19604,22398,29586,142331
159946,1225,9402,17455,23580,8337,76546,29739,20092,32113,29336,49014,24445,64633,69094,76248,37394,15569,17574,8881,11139,1829,5355,3953,2276,15080,29203,4193,5139,12758,70577,18030,24154,24802,7985,5337,4889,14206,24320,25198,30326,141492
160123,1311,11415,20227,26148,11012,79715,36752,19427,30192,31114,49120,23782,64494,69257,69658,39444,18081,17513,8852,10667,1736,4809,3722,1459,14714,29344,4663,5014,11184,72931,17062,24864,28136,7954,5686,4366,13603,22125,25105,29340,143188
160729,1353,11256,21310,28685,12447,82314,37482,21316,30394,31525,48534,25932,67951,77371,62387,39525,19465,17886,9775,12421,1781,6642,3801,2481,17826,30294,4646,6031,12082,76562,19508,25928,26212,8028,6190,5283,14219,24820,24820,32433,150878
160830,1628,11941,21009,26179,10372,83257,34918,23238,34382,34380,57798,23332,65644,73875,68802,35316,18827,16940,9836,13122,1050,6684,4061,2320,17824,30489,4712,6371,11967,77433,12630,27775,29322,7705,6241,4906,17111,25424,26250,31536,149022
160931,2074,12311,20721,27620,12582,84239,36945,21729,29310,32526,49649,25195,68594,76236,64927,40982,18854,18409,9741,11337,1821,6054,4451,2313,17307,30427,4573,5880,11253,76656,18278,25169,28615,7942,6037,4166,15094,24128,24783,31249,146941
161327,1343,10904,21203,24374,9152,75752,33575,20740,31203,32349,53611,25810,63854,72182,68942,36415,19046,18074,9271,11774,1751,6334,4447,2542,16889,29833,4595,5661,12258,77727,14805,27205,27653,7952,5876,4464,14950,21589,24971,30588,144968
161630,1324,12002,20150,26400,11733,82604,39518,21944,31755,30405,54605,26385,69507,73244,72178,40266,18697,18095,9322,12488,1829,6836,4246,2656,17789,30415,4420,5505,11225,73983,17453,26177,27496,7810,5748,4700,15633,24162,25632,31625,147100
161731,2197,13439,22438,29472,11753,85151,38822,23132,31905,33929,50858,26141,68349,77590,64757,38029,18883,18221,9856,11995,1820,6622,3827,2394,17303,30726,4553,5871,11361,75763,16824,27514,29853,7946,6170,5713,15753,24195,24770,31851,149384
161832,1567,11078,19554,26482,11843,80660,37432,21327,29730,32047,47828,21807,62537,74466,66222,40527,18152,18185,9129,10066,1791,5828,4139,2694,15582,29951,4490,4530,9381,75998,18873,25710,26642,7833,6017,4997,14104,22786,23985,30680,142524
162026,1836,11694,18694,26770,10498,80723,29217,20880,31233,33496,50238,22583,63447,71997,70529,36378,19286,17512,9427,11336,1798,5503,4339,2276,15932,30136,4647,5393,12155,77057,14669,26527,27874,8051,5937,4904,12604,16535,22996,28690,142375
162228,1537,10543,20497,27042,11125,80343,35622,18975,29765,31651,52001,25836,67843,73069,65889,33891,18229,18425,9657,11620,1786,5947,4533,2531,16598,29853,4577,5453,12370,74333,18203,25985,27770,7682,5915,4843,15450,24944,24830,31049,147009
162329,1638,12796,22098,28308,12285,83984,38633,21576,31385,30921,48973,26066,69556,78043,75879,41875,19971,18293,9674,12251,1701,6177,4376,2215,18116,29926,4797,5912,12388,77086,19503,26443,28972,7956,6207,5694,15065,23886,24170,31441,149108
162733,1683,12201,22172,27668,11462,82701,38256,20831,31957,32076,54856,25358,66550,74803,68734,34503,17913,18000,9384,11934,1799,5970,4141,2449,17573,29438,4502,5657,12466,75874,14692,27540,29150,7819,5641,5354,14890,24577,24952,30611,145408
162935,1727,11788,20929,26004,9421,77152,38303,19774,29421,30338,51769,23925,63205,72764,70044,39579,17911,17868,8852,12402,1834,6292,4413,2428,15702,29001,4440,5076,12460,74389,16235,25617,28176,7852,5883,5061,14317,21343,22695,30262,141873
163129,1910,11933,20662,27218,10897,78008,37356,19823,28202,30461,48606,26910,70035,75318,70497,40669,19335,18021,9407,11372,1824,6762,4532,2725,16951,29792,4701,5889,12995,74998,21256,25787,27782,7843,6192,4709,14126,22327,21786,29538,146803
163331,1831,11394,22535,27532,11982,84957,39870,20770,29974,30650,52985,23965,69552,75437,57327,39707,18696,18378,9516,12211,1773,6106,3491,2407,16195,30094,4650,4429,9141,74373,18506,26446,27659,7860,6212,5019,16059,24122,25060,30772,147562
163432,1640,10724,17225,22548,11560,77714,36177,19380,30002,29386,51549,24364,67979,75169,73336,38887,19104,17644,9046,11157,1835,6281,4434,2462,16861,29059,4631,5908,13141,76862,16297,26012,28595,7775,5611,4509,13380,19869,23638,30269,142560
163836,2294,12422,23080,27919,11904,86276,40946,21805,32210,34814,53545,24786,66664,72060,68781,37410,18903,17812,9234,12575,1755,6774,3212,2516,17139,30584,4401,5820,10634,72936,12633,27703,29607,7860,5857,5164,15466,21043,25067,29283,148702
164030,1665,11846,21168,26499,10855,80314,34270,20862,30287,30607,48365,24295,66408,73007,68758,39725,18223,18163,9104,11851,1809,6709,4516,2642,17193,30481,4681,5404,11957,76540,16260,26462,28061,7790,5945,4282,13671,21715,24078,29979,144534
164131,1640,10636,19738,24919,9089,77357,34230,20149,28979,30695,52488,25441,68670,73155,69405,36702,19542,18146,9389,12276,1836,6771,3927,2644,18119,28658,4559,5692,12326,76588,15319,25632,25108,7736,5791,5155,14683,23550,24860,29815,144400
164636,1614,12458,20269,25391,10408,78971,36277,20288,29812,31089,48751,25295,68188,70966,66485,36892,18627,17774,9593,10047,1793,6265,4265,2347,16512,30389,4629,5496,10994,71447,18186,25498,28556,7873,5923,5415,15420,25214,24279,31797,149341
164939,1853,11103,20190,25174,10476,77121,36708,19004,29628,30877,51222,23337,63450,72890,60493,39300,18569,17838,8999,11666,1820,6134,3592,2568,15709,30251,4530,5325,10111,73248,16318,25323,27199,7948,5973,5015,13250,21507,24288,31305,147966
165032,1369,10430,19035,24222,10641,73646,30951,19010,28267,27905,51965,24139,68276,72058,60803,37096,16088,17999,8065,11995,1829,5690,4079,2627,17633,27929,4592,5351,11383,76326,14638,25987,25129,7773,5964,5061,15490,23820,22717,30066,142635
165436,1776,11673,20375,27340,11870,83688,36766,20329,30411,29281,48793,26013,66242,72913,70454,36991,18830,18189,9542,12155,1803,6303,4269,2664,16836,28280,4418,5399,12611,75740,17087,26794,28393,7938,5882,5250,15087,24177,24597,31222,146717
165638,2113,13243,22118,29424,13628,84925,41068,21572,30446,33646,44087,26777,68043,73603,64268,42215,20812,18637,10035,12142,1827,6925,4371,2681,17833,31121,4643,5757,10929,75092,20121,27162,30158,7995,6364,5797,15122,22312,23308,30758,150901
165840,1881,11088,20231,24317,10110,78417,31728,20927,30138,33187,55112,24383,66472,72280,70669,37654,20541,17592,9340,12263,1803,6409,4524,2699,17561,29940,4114,5970,12477,78707,15794,26635,26635,7807,6231,5561,14178,19943,22847,30519,145469
165941,1957,12896,20285,28661,11837,86188,35582,22534,32102,32623,52980,25074,67833,73559,62464,35715,18905,18053,9839,12623,1762,5906,4145,2269,16952,30427,4567,5794,11229,76664,14601,27227,28489,8006,6011,5162,15236,23050,25128,31318,147634
166438,1865,11711,20694,25125,11839,82098,38974,20945,33363,33105,54842,26254,67189,72169,62364,37471,18697,18461,9988,11391,1784,6570,4439,2668,17064,31123,4402,5397,11197,73873,16329,24292,29018,7751,6264,5552,16618,26428,27594,31225,151643
166640,2037,12929,22447,29453,13371,86030,42395,22144,31193,34438,50600,25023,68383,76381,69262,37178,18455,18627,9958,11905,1798,6761,4240,2652,17481,30879,4484,5615,10921,76017,17595,27552,30784,8021,6105,4842,15670,24172,26352,30980,149384
167036,1712,10827,19875,25044,11310,78599,36531,21281,30195,30747,46518,24988,66128,71515,68233,39192,19032,18169,8961,10428,1836,6145,4444,2609,16424,29405,4707,5403,11012,74199,17305,26860,27781,7815,5799,5657,14559,23548,25089,30085,145672
167238,1773,12771,22463,29391,12856,88839,35581,23261,33268,34106,53412,25917,67863,75406,69922,38194,19943,18603,10343,12558,1836,7164,4270,2708,18169,31813,4691,6519,11690,76201,13516,27901,29812,8054,6204,4902,15010,22845,25822,31686,152376
167440,1786,11788,22124,26842,12829,83600,37901,21926,32234,31534,52710,25679,68824,75753,68399,38096,18877,17759,9995,12113,1812,6917,4427,2673,18257,30566,4760,6592,11705,75684,16715,26253,27802,7904,6367,5402,15826,24224,24764,31221,151508
167743,1910,12780,21499,29722,13161,85354,38110,22812,33594,32904,54682,26010,68604,74300,69962,37610,19495,18512,10247,12529,1814,6165,4335,2658,18191,31096,4721,5973,11964,76590,14411,27294,28557,8033,6144,5370,15947,24033,25973,31992,152959
168139,1704,12078,21059,28408,13324,86167,35003,23211,31008,33264,49276,22236,61253,65175,64647,43297,19752,18235,10125,8512,1784,5561,3525,2196,16673,30952,4544,4757,9168,72061,19190,26222,29360,7987,6074,3163,14174,19093,22856,31228,149212
168240,1962,10883,21389,23555,10526,75603,31735,17461,27524,30968,45127,25453,67959,72716,64129,36740,18328,17568,9388,10211,1814,5522,3733,2283,16197,28997,4552,4739,11031,72734,16390,24925,26737,8046,6070,4635,13699,21998,24180,29501,147084
168341,1817,11567,20799,28278,11925,86278,37174,22350,29588,30144,51551,23495,68913,75474,62264,36173,17580,18259,9201,10365,1705,6012,4293,2477,16621,30540,4802,5612,9332,76900,16583,26337,27237,7509,5573,5010,15670,23325,23761,31045,144695
168745,1466,11598,20370,25117,9787,79054,37440,20111,28940,29584,52692,26465,68911,71127,63090,37310,19051,17933,9203,11242,1680,6008,4172,2353,17140,30076,4629,5032,10985,73544,16207,27210,28994,7673,5996,5013,13763,21279,22114,30812,143323
168947,2082,12153,21171,29507,14877,84649,41467,21172,29940,31539,50201,24848,68557,73716,65287,39795,19425,17657,10290,12036,1789,7119,4435,2673,16982,31031,4726,5773,11180,77443,20492,23904,28802,7440,5919,5169,14701,24319,24145,31807,145692
169040,1756,11209,21291,24927,10970,80608,33354,20979,31238,31863,48676,24190,65211,71714,65301,41570,18692,18088,9394,10199,1804,5722,4475,2488,16184,30572,4725,5221,12252,72889,18047,26020,26975,8020,5888,4795,15242,24844,26099,30293,146811
169343,2135,13239,22347,28497,12746,85975,40115,23295,31969,34242,54039,24946,67802,76654,76710,39849,19769,18538,10066,11924,1832,6553,4032,2692,18066,30954,4603,5901,11559,78279,14509,27403,29274,7962,5848,4472,14954,23389,25812,31811,149580
169444,1644,11596,19681,25778,10976,80680,34373,20458,30868,33588,51957,24517,66900,74577,71418,36536,19416,18159,10151,12094,1778,6134,4428,2615,17216,30621,4703,5800,12845,75887,14862,26076,27624,7807,5832,4741,13864,23252,24325,31781,147598
169545,2130,12421,21870,28549,11577,86487,38660,23231,33933,31410,55557,27838,70036,72429,68266,37840,18948,18632,10035,12965,1834,6815,4485,2670,17186,31018,4619,6021,13095,73544,18710,26595,29164,7978,6202,5484,16285,26216,27443,32008,149825
169747,2091,12743,22507,27923,12338,80765,41410,20066,29357,31954,54121,24838,66839,73442,63535,35699,18922,18656,10284,12036,1825,6963,3498,2684,16431,31035,4434,6164,10424,74827,11146,27090,29743,8003,5998,4751,15211,24573,25305,32032,151028
169949,1773,11759,19975,25988,11200,79807,33353,21327,29892,31922,53730,26420,71769,77621,65806,40590,20691,18204,8969,12214,1835,6839,4474,2682,18336,29520,4498,6217,12464,76832,16423,27185,27211,7954,6312,5174,14570,21500,23346,30033,145385
