,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
102109,23385,21083,24291,26589,6620,6884,34221,34455,6103,6401,7178,9192,17542,13162,9883,8401,6111,8674,13840,15621,2220,2260,18518,13173,4992,5753,5915,5171,13728,12747,10406,9983,14531,16062,3678,2551,6958,7203,7333,8285,1718,1860,16107,13617,10733,9838,16039,16929,7558,8497,20960,13555,6553,6324,17024,18224,25385,22954,12412,11612,17367,8735,8913,13368,8575,12489,24984,22871,8267,5056,7389,7369,7933,8510,2285,2188,8699,8364,1419,1472,15816,17667,6050,4337,28992,25981,1949,2266,17263,17976,14424,13802,5673,5712,1001,1274,7817,6158,13088,13202,2185,1598,11567,13278,6698,6264,570,575,295,1255,4302,2672,1321,1883,1352,641
102311,21017,18901,23983,26072,6179,5695,33092,33656,5591,4841,6439,7898,15137,11531,8435,7705,6876,8798,14330,16066,2235,2198,18768,15296,4772,5909,5425,4373,13451,12480,10739,9946,14957,16825,3583,2349,6945,7298,7046,8472,1717,1871,15459,13817,11036,10336,15516,16888,7999,9983,20388,14871,6248,6032,17401,18912,22440,20628,12942,11893,17171,9078,8668,13137,8554,12437,25616,22919,8242,5039,7285,7281,7942,8510,2285,2188,8673,8359,1691,1781,16661,20584,8170,6099,35120,31289,3999,4811,21528,23872,16526,16277,8712,9406,900,1120,8102,5919,13216,13300,3102,2506,12097,13743,6514,5167,614,299,196,1147,4259,2901,1485,1915,1342,332
102513,20236,18512,22033,24669,5888,6265,31944,33535,5195,4426,6522,8152,15314,11472,10618,8132,6470,8411,12638,14925,2139,2204,19141,14058,5009,5985,5926,5282,13153,12070,10476,10016,14217,16079,3575,2609,6971,7065,7152,8692,1575,1719,16011,13943,9355,9890,15357,16716,7134,8485,18975,13641,5824,6657,17793,19652,22445,20322,12142,10128,16322,8657,8178,12855,8672,11818,21468,20339,7357,4640,7348,7593,7942,8510,2285,2188,8612,8364,1538,1661,14739,17803,7682,5969,30364,26742,4076,4672,20515,22195,15069,16187,7394,7039,924,1267,7695,6192,12932,13132,2929,1899,11208,12889,6054,5742,498,591,229,1270,4524,2603,1175,1852,1362,684
102614,22528,20208,23515,24570,6277,5939,31594,32998,5559,5623,6106,7458,15042,11291,8861,7097,5660,8092,11950,15307,1647,1676,18046,13809,4830,6146,4935,4308,12954,11919,10410,9795,13564,16016,3562,2515,6738,7004,6965,8281,1725,1821,14088,12987,9558,10053,15073,15681,7241,8405,19457,13486,6027,5597,16917,17582,22708,21347,11554,9365,16635,8490,7996,12889,8891,12577,22941,21827,7413,5161,7636,7749,7942,8509,2285,2188,8699,8363,1718,1546,16036,20776,7723,6033,32322,30714,4093,4842,20632,23399,17313,17070,9748,9163,935,1135,7787,5947,12979,13188,3250,2309,12674,13205,6199,6121,602,575,253,1449,4243,2250,1375,1804,1308,391
102715,22451,19581,23241,24957,6257,5309,30734,30785,5746,5827,6749,9024,16430,12139,10495,9132,6689,8989,11634,13355,2163,1992,17301,12762,5161,5967,5568,4375,13628,12631,10711,9758,14237,15858,3592,2525,6579,7158,7430,8634,1703,1894,14680,13262,9247,9702,15320,16292,7041,8119,19128,13555,6429,6839,17334,17650,23022,20687,12086,9880,16057,7860,8744,12905,8608,12049,20568,20983,8193,4554,7288,6459,7942,8504,2285,2177,8699,8315,1665,1713,15919,19433,8587,6801,31440,28809,4188,4150,18163,19122,16336,16936,8159,9644,589,894,7566,5961,13041,13160,3073,2421,13142,14942,5880,4478,554,510,224,984,4236,2659,1445,1923,1338,274
102816,22069,19019,23052,26243,6180,6475,34051,34985,5042,3897,6568,8279,15405,11434,9332,7299,7024,8415,12533,15526,2212,2250,17309,15175,5158,5999,6597,5438,14304,12643,10360,9931,14546,16596,3602,2615,6715,7167,7212,8216,1671,1844,14753,13434,10316,10307,14910,15765,8254,9204,19411,13985,5900,5704,17228,18240,23825,22312,12378,11259,17667,9077,9074,13901,8340,11664,24590,22126,8322,5319,7269,7568,7942,8508,2285,2188,8684,8399,1615,1496,17426,21871,6744,4855,33898,31534,2408,2841,21292,21812,16293,14642,7243,7877,823,1064,7263,5489,12607,12751,3039,2237,13637,14043,6588,5649,635,557,301,1073,3203,2311,965,1849,1346,529
103010,21375,19773,23041,24038,6179,6304,32948,33318,5384,4772,7233,8524,16129,11565,9654,8786,6851,9128,12038,14677,1886,2002,17709,13883,5210,5900,5294,4386,13375,11928,9890,9866,14040,15579,3556,2539,6949,6746,7280,8670,1651,1831,15075,12861,10200,9129,14814,16106,8233,7686,21047,13885,6485,6098,17442,18956,22614,21092,8109,7348,16351,8283,8135,12779,8811,11676,20504,19979,7134,4302,7246,7046,7909,8503,2283,2188,8633,8344,1347,1427,15655,19578,7468,5821,32503,30040,3753,4468,21384,23393,16817,16486,8388,9604,757,1135,7119,5614,12910,13458,3420,2719,14139,16447,6236,5344,613,733,179,1129,3930,2363,1065,1854,1271,245
103111,21517,20857,22357,24972,6412,5828,32051,35546,5858,4822,7160,9198,18106,13356,10302,9696,6478,8092,12581,16864,2195,2060,16245,13314,5152,5769,5585,4893,13809,12944,9971,9846,14735,16612,3634,2547,6980,6758,7214,8299,1639,1794,16213,11118,11361,10576,15466,16683,9748,9627,22976,15120,6269,6799,16769,18770,22101,21585,10806,7950,17009,8809,8174,12946,8507,11395,23158,21137,7014,4212,6920,6157,7942,8510,2285,2188,8556,8211,1556,1497,15862,19803,6539,6001,31456,28386,4043,4721,17659,20788,17019,16274,7989,9535,983,1350,8229,6563,13344,13945,2767,2829,11910,15558,6812,6322,684,941,208,1298,4163,2623,1351,1719,1311,803
103212,21044,18653,21986,24115,5471,6371,31434,33554,4499,4219,6517,9179,17327,13755,9603,9333,6784,9275,10584,14009,2231,2242,16599,13579,5381,5878,6103,5147,14435,13287,10523,9839,13504,15482,3643,2594,6119,6813,7198,8104,1599,1741,15094,13441,10310,9830,15637,16514,7285,9249,19427,14621,5899,6196,17115,18719,22301,21469,10592,10517,17048,8541,9132,12717,8486,12621,22226,21155,6457,4003,7004,7042,7942,8510,2285,2188,8631,8362,1648,1435,14951,17199,6713,5409,32252,27990,3959,4866,19377,23069,15825,15435,6737,6921,687,1061,7176,6113,12699,12965,2626,1867,11977,14397,5973,5563,213,284,181,886,3766,2540,1141,1530,1322,285
103414,23584,21213,25017,27213,5870,5147,33161,32615,4145,3889,7540,8681,16365,11640,9520,9750,6989,8616,14001,15874,2193,2199,19218,15121,5176,5831,6033,4828,14017,12805,10708,10188,14805,16493,3516,2506,6880,7072,7289,8265,1688,1890,15505,13683,10815,10258,14906,16373,10079,9793,22857,15282,5651,5944,17242,18457,24656,22787,11609,10353,17997,8817,9122,13707,8575,12524,22410,21553,7552,4207,7682,7735,7942,8480,2285,2186,8696,8333,1718,1770,16686,20943,8741,7224,33118,30915,4855,6128,16488,18602,15861,16360,9561,10232,922,1303,7561,6044,12617,12817,3220,2796,12436,15260,6744,5967,666,770,303,1213,3852,2634,1212,1908,1355,397
103515,23204,21083,25433,28849,5835,6584,33938,33763,4488,4412,6736,8880,16744,12013,9231,9229,6266,8723,14229,16604,2138,2246,20911,15716,5580,6472,6286,5264,13984,12679,10462,10223,15119,16970,3581,2454,6872,7120,7289,8573,1611,1827,14300,12986,9802,10421,14832,15715,8724,9059,21954,14900,6591,6495,17953,18695,24614,22584,10148,9713,17802,8813,8861,13805,8649,12021,24666,22759,8727,4581,7110,7268,7942,8494,2285,2188,8683,8364,1518,1496,15958,19668,6313,5626,33007,29387,3774,4527,22034,22891,17096,16972,9519,9792,955,1214,8299,6343,13202,13281,3211,2227,12687,13208,6420,5605,811,610,141,1164,4125,2625,1382,1797,1264,155
103818,24775,21068,24511,25416,5879,5985,34263,35356,5031,3638,6712,8056,17381,12872,10333,7778,6554,8380,12306,14107,2239,2104,18462,15131,5199,6133,5887,4473,13653,13191,10679,10124,14605,16860,3659,2474,6989,7055,7675,8392,1719,1864,15676,13490,10965,10111,15925,16530,8860,9265,20910,13879,6513,6419,17620,19095,25280,22629,11236,10047,17233,8670,8797,13369,8128,12688,23111,22040,7948,5038,7650,7501,7873,8510,2285,2188,8695,8377,1555,1824,16702,20685,7868,5748,31927,29450,4377,4596,18189,20681,17523,16239,8929,8960,889,955,7760,5828,12810,13136,2929,2885,12535,14726,6644,5625,541,412,220,1197,4174,2334,1127,1913,1353,356
104012,22476,20868,23349,25425,5243,5746,32018,31339,4843,3981,7261,9695,17839,12832,10393,9670,6613,9095,14778,16111,1850,1886,20061,14729,5121,6398,4883,4701,13397,12950,10854,9961,14823,16311,3685,2591,6795,7113,7025,8539,1713,1946,14143,13064,10751,10592,15733,16965,8456,8850,19843,13529,6580,6140,16082,17587,25380,23370,12688,11763,16626,8423,8950,13450,7727,11231,24927,22706,9141,5608,7456,6978,7942,8510,2285,2188,8667,8258,1727,1733,17259,20524,8987,7804,33650,29992,4431,5612,19077,20499,16498,17346,9223,9517,800,1139,6772,5169,12494,12906,3173,2599,12514,14658,6639,5478,426,507,293,1302,4231,2625,1397,1852,1314,455
104416,22879,20601,23433,25382,6126,5992,30608,30840,5526,4961,6836,8022,14540,9895,9400,7843,6810,8822,12616,15225,2217,2207,18375,14742,5065,6021,5564,4713,13527,12349,10867,10183,14727,16364,3694,2558,6886,7241,7421,8577,1730,1873,14889,13533,10320,10207,14876,15828,7887,8570,22349,13962,6161,5949,16978,17878,22568,22018,11214,10625,17664,8843,8578,13530,8479,12661,23092,20716,6945,4977,7655,7365,7938,8510,2285,2188,8700,8236,1771,1832,17376,21685,8754,6990,33853,30694,4816,5287,18355,20643,16388,15795,9857,10927,836,1062,7354,5449,12754,13149,3099,2731,12539,14849,6562,5044,598,407,279,1056,3879,2521,1533,1901,1148,284
104820,22157,21589,22381,26713,5004,4993,31417,31701,4450,3612,6670,8888,16387,12092,8987,7831,6703,9297,13609,15944,1795,2102,18630,14162,5032,6257,5316,4421,13673,11932,10036,9919,14905,16356,3544,2517,6752,6804,7512,8586,1707,1838,14917,13280,10703,10349,14778,15832,8960,9129,20939,12426,6041,5244,17327,18517,23737,23173,11208,10518,18041,9201,8888,14689,8191,10275,24482,21769,8547,4853,7597,7579,7935,8510,2285,2188,8679,8337,1286,1412,15631,20147,7296,5669,31656,28699,4184,4480,19159,21886,16124,16565,9632,9284,791,1100,7323,5327,12789,13148,3017,2503,12539,15493,5796,5426,439,418,233,1079,4060,2574,1370,1803,1225,305
105014,23328,21483,25245,26328,6661,6940,33432,34530,6450,6940,6480,8629,16352,13086,10042,9799,6399,8748,13678,17326,2115,2174,18403,14978,5315,6359,5944,5203,13478,12530,10898,10196,14728,16955,3607,2623,7324,7146,6714,8110,1729,1846,15830,13952,10755,10446,15371,16352,8943,9836,23515,15643,6953,7070,15528,17740,24413,22738,10707,8466,17791,9171,8552,13738,8612,12589,23675,22303,8154,5433,7493,7304,7910,8510,2285,2188,8685,8325,1615,1730,17055,21320,7069,5388,34304,30904,3668,3902,17690,21237,16761,15995,7540,8124,1002,1305,7860,5846,12850,12943,3086,2229,13582,14145,6568,5993,692,535,308,1285,4256,2770,1388,1833,1367,662
105115,21435,20581,23829,25647,5482,5507,31938,31424,5021,4182,6492,8718,14115,11177,8728,7865,6032,8515,15506,17044,2090,1922,19090,14678,5163,6266,5394,4842,13048,12374,9540,9663,14813,16544,3641,2375,6432,6030,6624,7790,1555,1726,15110,12449,10705,10858,15749,17088,8884,9795,23065,15192,6736,6398,17432,18651,22196,22852,11758,12124,17831,9468,8192,12930,8951,13404,24521,23085,8811,5761,5746,4152,7940,8502,2285,2188,8559,7861,1486,1451,16366,20849,7014,5653,35112,32748,4163,5137,22114,24367,17935,18202,8047,8250,962,1214,8279,6459,13435,13604,2519,1457,10448,10901,6710,6277,771,929,154,1274,4569,2799,1503,1592,1334,724
105216,21454,19076,23286,26269,5529,5342,31250,32425,4828,4525,6397,7793,16217,11602,10312,9424,5802,7675,13047,15239,2171,1960,18728,14833,5042,5922,5801,4838,12645,11236,10006,9572,13586,16102,3454,2278,7075,6909,7072,8622,1643,1822,15335,12716,10069,8934,15705,16561,7281,7877,18768,12001,6115,6161,16543,17626,21006,21296,10029,9178,15934,7698,7596,12226,7938,10696,23353,21689,8048,5134,7057,7362,7921,8499,2285,2183,8539,8330,1587,1719,15433,18868,7158,5745,31150,26266,3510,3902,18149,18889,17599,15901,9036,8947,936,1141,7617,5916,12787,12828,3335,2320,13038,15145,6223,5616,509,383,247,1172,4176,2559,1384,1872,1254,291
105620,20711,20264,22995,25802,5710,6486,30422,31309,4306,3667,6296,8468,16024,12109,9361,8781,6526,9107,13946,14936,1800,2026,18131,14648,5285,6099,5621,5211,13651,12700,10407,9723,14377,15708,3298,2407,6937,6314,7262,8531,1716,1906,15136,13136,10223,9170,15258,16349,7804,8947,20950,14102,5993,6156,16637,16933,20459,22334,9420,8448,15280,8197,7782,12270,7787,11871,23288,21651,7851,4895,7135,7215,7925,8510,2285,2188,8453,8152,1631,1734,15891,20162,8076,6153,31963,30105,4094,4859,18490,21574,14644,14297,7931,7239,874,1124,7953,6025,12923,13074,2577,2191,10738,13615,6436,5649,466,375,211,1253,4684,2622,1287,1911,1343,532
105923,21068,19399,24171,27338,6457,5294,33446,33198,5764,3361,6077,8612,16492,12344,10563,9506,5871,8145,13136,14623,2221,2134,18916,14571,5206,6143,6402,5175,13593,12479,10458,9587,14063,15511,3414,2168,7090,7134,7175,8158,1657,1773,15018,12476,10553,9666,14954,16258,8201,8446,21172,13623,5884,5474,17945,19183,22154,20722,9945,8766,16471,8039,7843,12676,8990,12135,21605,19448,8047,3621,7299,7124,7933,8510,2285,2188,8666,8287,1607,1352,15399,18889,6413,4452,31925,29433,3788,3921,20668,22475,14389,14280,5473,6154,999,1274,8095,6160,12665,13427,2219,1905,11722,13151,6410,5849,501,802,259,1417,4323,2621,1370,1866,1346,749
106016,24056,21315,22610,25113,6080,5900,36081,36262,6197,6642,7219,8817,18525,13295,9474,9473,7033,8716,12831,15557,1653,1894,18520,14864,4476,5582,5149,4162,14062,12543,10730,10185,14279,16342,3627,2292,7189,7353,7198,8274,1715,1932,15314,12863,10332,9552,16129,16616,8704,8849,23152,14114,6549,6677,15466,16253,24234,23044,11383,8694,17386,9015,8164,14299,8355,11820,20797,19916,7854,4797,7529,7618,7942,8510,2285,2188,8626,8306,1573,1575,16675,21169,8749,6341,29328,29676,4780,5031,12517,15711,15339,13823,8998,8157,865,1061,7448,5419,12822,12763,3134,2304,12926,14987,6552,6252,402,423,267,1159,3765,2603,1381,1918,1367,573
106319,20273,18427,22168,24225,5246,5337,30487,31100,4732,4380,6743,8393,16069,11802,9701,9857,6164,8116,12630,15862,1855,1992,17723,13318,5114,6173,5258,4015,13645,12540,10390,9849,14281,16134,3672,2472,6596,6660,7121,8490,1714,1888,14476,12814,10072,9657,15321,16470,7693,8698,20987,13169,6522,5748,16717,17727,22408,20380,10446,9000,15664,7413,8368,12623,8032,11568,21879,20528,7340,4572,7406,7340,7942,8510,2285,2188,8599,8174,1740,1724,16273,20557,7654,6435,31036,29393,3685,4632,16317,20068,17446,16967,9764,9955,867,970,7336,5883,13155,13292,3081,2775,13319,16219,6331,5754,549,517,125,984,3947,2513,1426,1883,1316,323
106521,22536,20893,21848,26212,6041,6268,31381,32891,5938,6172,6465,8335,14919,10689,9269,8048,6884,9160,14171,16425,2105,2176,19320,15061,5364,6361,5478,4625,14334,12574,10649,10303,14502,16564,3534,2377,7172,7240,6941,8530,1706,1925,15516,13551,10371,9759,15631,16901,7583,8784,20073,14280,5471,6202,15893,18322,23732,22936,12536,10213,16919,9254,8933,13807,8920,12979,23454,22095,8431,5011,7163,7837,7922,8510,2285,2188,8694,8390,1653,1811,16742,20632,8470,6532,34156,30440,4141,5051,19470,22235,16651,18196,8650,10178,867,1012,7675,6040,13244,13242,3022,2638,11982,14023,6643,5792,650,521,293,1360,4396,2714,1352,1869,1360,460
106824,23649,21126,25463,27476,6534,6565,33956,34429,6157,5541,7308,9225,16879,12043,11439,10538,7491,9566,13062,16682,2238,2275,20586,15299,5310,6444,6058,5239,14473,13670,11172,10348,15073,17021,3712,2560,6920,7164,7550,8748,1712,1900,15251,12885,11123,10650,15221,17496,8830,9726,21682,14605,5992,6308,16845,18348,23681,23231,12251,10681,17084,9202,8914,13373,8688,12992,24098,23027,7888,5035,7607,6371,7942,8510,2285,2188,8698,8302,1726,1816,16726,20987,7988,6158,33312,29671,3867,4419,18004,21190,16673,16997,9022,10351,984,1154,7868,6093,13008,13327,3485,2798,12264,15288,6569,6092,737,704,297,1321,4083,2539,1525,1914,1347,468
107018,22930,21537,24939,26605,6738,6486,34368,34212,5844,5873,7280,9708,17953,13168,10736,9174,6802,8825,13673,15628,2196,2279,20194,15165,5122,6014,6128,5331,14055,12664,10950,10112,14920,16789,3686,2510,6738,7171,7310,8242,1719,1822,15377,13475,10483,9890,14956,16714,8216,9482,21754,14735,5934,6480,17173,17297,23925,22501,11915,10750,16972,8445,9169,13676,8218,12467,24210,21911,8239,4866,7632,7389,7942,8499,2285,2188,8692,8365,1716,1686,17184,21356,7175,6528,33759,30319,3173,3855,19136,19650,14342,14693,6666,6187,846,1126,7192,5612,12555,13185,2770,2154,12732,16001,6554,6046,534,869,284,901,3854,2327,1314,1882,1367,433
107321,22671,21459,24488,26916,5932,5848,34205,33402,4704,4459,6926,8302,15762,11111,8113,7363,6451,9023,14435,15213,2176,2069,19583,15160,5242,6348,5776,4816,13320,12562,10292,9884,14640,15971,3649,2470,6818,7256,6939,7904,1702,1909,13556,13327,10742,10638,14014,15491,8915,9922,19546,13887,5060,4925,16074,16914,24918,23204,12499,11419,18434,9390,8519,13846,8258,11842,24678,22417,8217,4758,7626,7646,7942,8489,2285,2188,8697,8373,1525,1522,16424,19957,7366,5611,33800,31860,4301,4650,20523,21792,15733,16142,9316,9689,954,1182,7293,5817,12357,12990,3325,2939,12617,15125,5762,5341,387,620,239,1131,3837,2386,1024,1815,1159,202
107422,21996,19430,24212,27575,5897,5413,33663,33314,5107,3693,6455,8723,15588,10785,8998,7145,6754,8935,12456,14676,2232,2204,19486,15260,5127,6094,5611,4477,13409,12315,10707,10046,14641,16393,3658,2591,6861,6954,7240,8215,1689,1887,14158,13908,10485,9803,14576,16671,7748,8687,18290,12767,5432,5438,17665,18448,25419,23352,13304,13120,18587,9824,9370,14571,8512,13110,23512,20915,7304,4096,7582,7617,7942,8510,2285,2188,8690,8361,1787,1572,17009,22112,8843,7944,33768,30073,5289,6544,19794,21297,14056,15411,8770,8632,799,1030,7036,5988,12196,12948,2576,2441,10844,14469,5920,5481,274,533,296,1060,3196,2121,1391,1923,1242,349
107725,22971,22110,25121,28906,5479,5927,35841,35957,4667,4951,6495,8767,16542,11666,9374,8850,6620,8725,14719,16790,2217,2195,19640,15747,4889,6275,5683,5138,13519,13048,10343,10037,14507,16125,3607,2504,6930,6922,7326,8549,1659,1793,14662,13424,10536,10439,15208,16626,8590,9507,21375,14674,6621,6345,17689,18805,26215,24199,13012,10879,18011,9392,9106,14089,8661,12702,24756,22545,8641,5719,7575,6877,7942,8510,2285,2188,8700,8376,1395,1713,16013,19541,7958,5498,34307,29133,4670,4197,21842,22550,16731,16743,9594,10355,757,1122,7885,5967,12924,13108,2963,2547,11212,13786,5983,4711,472,583,276,1164,3741,2247,1042,1584,1203,211
108020,24045,21055,25146,26261,4480,5272,34028,36105,4643,4020,6926,9003,17906,13442,8859,9347,6733,9528,15389,17114,1965,2145,20473,15239,4971,6394,4481,4385,13787,13210,10953,10152,14908,17016,3541,2598,6280,6922,7373,8528,1717,1927,14961,12891,10316,9767,15580,16961,7838,8562,19513,13871,5998,5737,17405,18914,24761,24276,12507,10477,17479,9058,8527,13671,8076,11963,25089,22783,8994,5985,6655,6926,7942,8510,2285,2188,8558,8281,1667,1681,16395,20935,8226,7016,32686,30153,4317,5889,20087,21545,16519,15188,9971,8286,848,1323,7982,6208,12719,12944,3168,1957,12351,12263,6310,5727,381,349,316,1263,4266,2809,1408,1920,1308,415
