,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
128127,22338,19576,23607,26649,6110,6116,32930,33218,5470,4301,6939,8055,16560,11519,10711,8691,6916,8422,12098,14261,2201,2184,18687,14186,4974,5829,5047,4333,14270,13388,10632,9871,14551,15914,3508,2395,7059,7131,7217,7853,1716,1953,15630,13459,10292,9603,15264,16433,8978,8584,22286,14364,6552,6830,16610,17428,22845,23045,10773,10219,16923,8318,8439,12474,8249,11414,24783,22855,8141,4462,7495,7598,7942,8401,2285,2170,8580,8278,1757,1737,17141,21431,7651,5630,34410,31418,4266,3834,19261,19160,17357,16566,9448,8932,778,1259,7393,5920,12555,12993,3671,2491,12585,14669,6452,5833,709,1019,255,1201,3373,2394,713,1692,1341,616
128632,22292,21186,24040,25163,5771,6040,33509,33031,5669,4993,6179,8861,15872,11506,9531,9256,6787,8347,14383,15368,2201,2243,18440,13731,5240,6060,5434,4897,14167,12713,10625,10026,14973,16585,3654,2623,6858,7382,7299,8412,1723,1886,15782,13547,10000,9800,15915,17180,7448,7710,20066,13615,6497,6701,16798,18560,24317,23199,12127,10025,16803,8816,8473,13515,8315,12353,25181,22747,9122,5256,7405,6735,7942,8510,2285,2188,8697,8395,1761,1625,17052,19265,7088,5471,34281,30244,3487,3331,21597,21656,16617,18403,7723,9113,612,1154,7310,5924,12554,13357,2686,2279,11118,12078,6011,4628,406,559,222,1008,3633,2245,1279,1835,1360,337
128935,21229,20225,23612,25595,5857,5982,33371,34203,5192,4308,6296,9225,15785,12311,8314,7635,6539,9011,13534,16094,1941,1872,18185,15667,5115,6266,5629,4679,13330,12462,10104,10106,13977,15985,3598,2313,6163,6945,7267,8246,1705,1788,13871,12920,10083,10099,15397,16460,7153,8679,19990,13796,6157,5642,17308,18799,23259,22683,11918,11614,17615,9163,8253,12695,8677,12575,23292,21805,7816,5233,7627,7350,7938,8510,2285,2188,8636,8270,1613,1723,16302,20856,6943,5479,33913,30406,3819,4768,21174,23877,16441,16274,8885,9518,866,959,7802,5738,13104,13295,3448,2917,12202,15142,5741,4735,391,443,97,1132,4242,2464,1051,1775,1288,353
129028,22077,19594,23624,26427,5563,5510,32400,33639,5223,5233,7042,9073,16973,11608,9248,8436,7062,9378,13134,15276,1509,1513,20025,13820,5113,5798,5199,4117,14163,12537,10698,9881,14687,16262,3620,2462,6817,6960,7121,8144,1657,1794,14594,13450,10322,8823,15270,16935,7890,8134,20288,13121,5855,7251,17513,18068,22740,20523,9453,7903,16047,6521,8294,11699,8539,10834,22260,21473,7538,3839,7452,7736,7934,8510,2285,2188,8575,8378,1692,1683,16608,20599,8542,7608,33952,32296,4989,6125,21344,24056,16718,16563,9803,9524,738,963,7523,5859,12725,13009,3701,1966,12948,11604,6538,6149,477,463,173,1054,4104,2525,1439,1918,1298,408
129129,21639,19446,23699,25727,5461,5230,32903,31945,4387,4193,6788,9388,17379,13109,10214,9470,6544,8867,12466,14471,2021,2155,19352,15126,5176,6181,5940,5093,13380,12399,10918,9993,14521,16489,3658,2582,7286,7203,7399,8508,1732,1901,15275,13952,10191,10203,15367,16629,8093,8786,20311,14217,6108,6100,16493,18644,22533,22702,10939,10459,15714,8057,9055,14067,8455,11461,21742,21418,6916,4107,7542,7219,7942,8510,2285,2188,8603,8246,1689,1761,17086,20030,7844,6289,31796,27608,4248,4860,18124,21313,15242,16233,7510,8732,734,1124,7421,6149,12470,13116,2473,2615,12333,16169,6498,5822,448,556,166,1050,4437,2426,1440,1926,1344,513
129331,21201,19308,23027,25775,6074,5973,30432,31417,4429,3566,5755,8577,14579,10717,10439,9105,5979,7752,13179,15623,2138,2179,17749,13780,5063,6127,5331,4818,12460,11041,9737,9714,14162,15962,3472,2234,7240,7329,7247,8455,1653,1831,14351,13595,10742,10514,14261,15363,9006,9088,21374,14621,6064,6310,17198,19361,22608,20692,10903,10108,16542,8306,8633,12642,8951,12832,20382,20406,6941,4303,7166,7177,7942,8507,2285,2188,8642,8273,1668,1746,16709,19534,8879,6783,32805,29817,4693,5471,22157,23562,16558,17215,9200,10101,768,951,7636,6032,13256,13818,3252,2519,12981,15125,5690,4968,467,495,198,727,4330,2685,1434,1736,1139,277
129634,22817,20438,21910,24367,4507,5039,32506,31702,5156,4865,6717,8095,16821,12049,9339,9422,6552,8560,13609,15969,1264,1583,18332,14173,5136,6343,4172,3856,13868,13036,10725,10073,14432,16558,3627,2609,6691,6485,7228,8282,1724,1845,14640,12724,9898,9874,15060,16861,7428,8757,21936,14388,6652,6672,16388,18676,24323,22193,11015,10379,16724,8693,8140,12989,7990,11360,23577,20625,7892,5765,7122,6598,7938,8510,2285,2188,8685,8314,1699,1739,16393,19375,9051,7728,32138,27668,4504,6197,18374,20576,18530,19218,9821,11249,797,1019,8060,6117,13151,13361,3510,2429,13414,13788,6477,4650,378,388,217,1225,4619,2659,1357,1671,1285,317
129937,21756,19633,23970,27350,5399,5870,30813,30957,4181,4441,7078,8721,15987,12626,11137,10717,7411,9545,14074,16204,2142,2126,17148,13911,5039,5877,5246,4600,14559,12890,10635,9821,14672,16623,3647,2507,6621,7134,7284,8394,1646,1869,14822,13206,10453,10178,14939,15172,9033,9108,20569,13354,6613,5555,17022,18590,24935,21984,11507,10556,15680,7310,8703,11794,7666,10683,23421,21428,9010,5240,5187,5137,7942,8510,2285,2188,8516,8256,1499,1602,16197,18998,7068,4996,32415,29573,3536,3566,20473,21865,15647,14427,6849,6784,702,903,7558,5984,13093,13318,3002,1910,12925,12775,5867,4895,639,515,228,970,4004,2330,1345,1892,1160,255
130013,21954,19970,24858,27259,5925,5703,30964,31544,4786,4590,5952,8075,15148,10601,10030,9932,6810,9077,14990,17272,2152,2138,19136,14466,5155,6293,5357,4641,13660,12258,10889,10169,14622,16654,3558,2532,6549,6978,6802,8154,1661,1817,16011,13143,10290,10011,15853,16793,8045,8818,21087,14259,6180,7347,17180,18259,23942,21283,10773,9764,15553,7902,8782,12464,8028,11488,22905,21859,8017,5209,6888,6785,7942,8510,2285,2188,8658,8316,1486,1559,15525,18616,8633,7111,33724,29542,5013,4956,20177,21974,17418,17395,9155,9396,787,1161,7800,6088,13042,13298,3387,2477,11459,11711,4789,4323,482,667,258,1168,4364,2883,1407,1877,1322,441
130114,23213,21835,24581,25271,5302,5923,33609,32014,4138,4511,6853,8941,15020,11365,9117,8941,6454,8746,11611,15819,1775,1780,17385,14549,5062,6202,5103,4333,13000,12088,10591,9708,14471,16288,3618,2569,6749,7074,6260,7430,1709,1926,16334,13991,10381,10438,15753,16351,8912,10384,23428,14814,6527,5733,15790,17247,22678,22738,10769,10721,16282,8662,6983,11952,7684,10936,22507,21771,7123,4934,7615,7699,7928,8510,2278,2188,8517,7937,1714,1809,16108,21589,7641,7170,32947,31084,4455,7130,16949,20758,16639,15754,9887,8962,891,1164,7872,6059,12680,12730,3405,2703,12523,16287,6252,5775,520,682,74,1109,3794,2334,1300,1815,1342,487
130316,21457,20421,23858,28122,6298,5730,33146,34949,5199,4878,7040,8667,15939,12143,8925,7154,6933,9070,14532,16398,2143,2216,19948,15306,5064,6253,6097,5073,13596,13046,10553,10094,15175,16816,3604,2371,6857,7309,7503,8566,1695,1934,14683,12738,11120,10527,15223,16271,8734,9595,22195,15054,5918,6863,17929,19207,23189,22705,11550,10301,17741,9180,8829,14148,8709,12076,25493,22171,8521,5377,7234,7252,7942,8504,2285,2188,8678,8328,1636,1734,16463,21618,7765,6259,32897,31286,3577,4507,21025,22855,15740,15737,8301,7938,791,1005,7663,5868,12800,13167,2946,2010,12380,13135,6715,6288,499,501,253,1134,3759,2312,1081,1750,1341,453
130417,21816,20539,21896,25727,6065,6669,31686,35896,6211,5360,6351,8739,16501,11897,10205,7880,6497,8307,13407,16146,2079,2111,18409,13935,5432,6004,5321,4645,13362,12050,10044,9526,14154,15935,3476,2490,6433,6429,7406,8637,1682,1866,15315,13160,10417,9641,15548,16449,7650,8259,19674,13823,6367,6683,17845,17753,23552,22148,11436,9317,17124,8602,8689,13743,8434,12466,23434,21995,7921,5059,7245,7181,7942,8510,2285,2188,8662,8333,1804,1815,16721,21138,6800,6173,31036,28298,3712,4529,18193,19059,17166,16821,9823,11359,640,789,7653,5540,13264,13276,3455,2887,12049,15271,6641,5540,507,508,134,884,3486,2285,1229,1499,1280,252
130518,21398,20995,24080,25800,6692,6953,31374,33065,5566,6079,6153,7986,14364,11110,8092,7558,6569,8299,13110,15294,2025,2251,19422,14313,5419,6183,6484,5206,12894,11903,10253,9877,14305,16286,3594,2555,7054,7167,6716,8563,1664,1851,15199,13191,10042,9696,14793,16277,7741,9259,20001,14473,5712,5940,15372,17958,23730,21186,10620,9241,17225,9079,8649,14279,8469,12222,21322,21128,7451,5372,7471,7318,7942,8510,2285,2188,8698,8390,1564,1500,17014,21244,7052,5997,33855,30232,3452,4795,17637,19874,15768,16793,8683,9192,618,847,6472,4998,12643,12966,3517,2523,12842,14290,5987,5665,572,711,225,927,3450,2256,1175,1910,1078,227
130619,23369,20646,23969,27258,6020,6473,32584,32759,5222,6596,7202,8621,16813,11717,9920,9904,7286,9200,15711,16097,2159,2237,20943,15119,5426,6151,5891,4893,14558,13381,10995,10357,15363,16998,3684,2598,5922,7011,7310,8712,1705,1879,14338,13900,11106,10506,15389,17306,8202,9515,21300,14600,6584,6766,17499,18414,24443,22195,11576,10809,17910,8882,9397,14223,8638,12956,24780,22316,9501,4811,6570,7181,7942,8510,2285,2188,8625,8380,1695,1829,17499,21237,8009,6378,35574,30573,3986,4139,22097,22425,16932,17091,9064,9774,790,996,8223,6261,13175,13395,3067,2030,12495,13334,6328,5241,832,795,185,1257,4861,2742,1432,1908,1337,476
130720,21877,19242,22938,22677,4966,4527,30330,30893,3972,3103,7115,8573,16718,12067,8848,7598,6774,9445,13192,15285,1654,1501,18916,14040,5263,6078,3995,3075,13305,12525,10683,9781,14628,16290,3686,2539,6544,6726,6771,8430,1643,1855,15218,12880,11052,10268,15654,16833,9298,8609,18476,13214,5303,5802,17982,18027,22315,20041,13011,10840,15693,7659,9094,13796,8175,10989,24673,22259,8071,4821,7276,7410,7942,8510,2285,2188,8386,8311,1791,1754,16749,21676,8826,7245,33679,30135,5059,5417,22009,21739,14563,15795,9208,8027,652,742,6958,5709,12792,12857,2782,2111,11389,13055,5815,4788,225,246,181,898,3586,2548,1273,1804,1257,211
130821,23198,21776,26465,29240,6880,5374,34207,34049,4748,2916,6988,8842,16831,12174,9197,7595,7304,9454,15697,17823,2221,2223,21346,15926,5335,6557,6252,4889,14563,13469,11138,10346,15356,17174,3670,2554,6675,7031,7221,8279,1696,1787,14000,13311,10877,10759,15085,16294,9033,9533,21749,14622,6112,5978,17236,18551,24507,23190,13660,10871,18735,9913,8969,14131,8420,12924,26503,24185,9840,5945,7594,7705,7942,8510,2285,2188,8673,8364,1756,1840,17695,22680,8191,6326,34802,31950,4814,5151,20608,22729,16795,17017,8959,9364,755,874,7766,5625,13000,12995,3091,2247,12875,14144,6491,5676,724,559,295,1173,4451,2643,1494,1908,1364,535
130922,22697,20990,24223,25996,5555,5358,34115,33383,5052,4018,6851,9104,17266,12134,8362,8657,6435,8818,13490,15786,1544,1927,18523,14866,4955,6508,5363,4570,13679,12765,10903,10057,14840,16611,3658,2539,6828,6779,7280,8434,1721,1819,14277,12554,10745,10064,14939,15930,8938,7857,20381,12420,5824,4468,17100,18323,22840,22555,11205,9681,17152,8954,8343,13629,8205,11781,22652,21818,8195,5240,7479,7139,7942,8510,2285,2188,8678,8306,1688,1725,16311,20815,7190,4876,30095,29002,3494,3413,18205,19566,17884,17031,9533,10222,715,1126,6835,5159,12624,12932,3653,2834,14415,15526,6416,5508,671,683,254,1076,3797,2513,1518,1837,1232,304
131217,22588,20209,22051,24458,5625,5164,31618,32498,4705,4739,6422,8309,17123,12800,9103,9099,6069,8480,13391,14537,1919,2097,17716,13042,4666,6182,5345,4501,13079,12121,9693,9919,14686,15930,3667,2560,7122,6852,7032,8123,1714,1861,13574,12697,10708,10519,14753,16165,9511,9946,21099,13724,6508,5843,16508,17018,22893,21759,11303,7884,14349,6689,6675,10910,7095,9682,23499,21304,8810,4069,7397,7624,7933,8510,2285,2188,8499,8298,1628,1596,15597,18782,8086,6059,31465,30064,4728,4628,18038,20824,16446,16560,9349,8988,901,1215,7976,6064,12695,13055,3174,1805,13382,11260,6728,6107,604,412,394,1295,4154,2667,1467,1892,1348,445
131419,23022,19960,23251,24623,5935,5775,32895,32151,5546,4578,6477,8361,16310,11959,10261,8971,6638,8405,12997,15806,2212,2227,18073,12819,5462,6105,5545,4668,14235,12529,10845,10132,14717,16366,3683,2355,7145,7290,7126,8022,1703,1921,16138,13945,10904,10348,15690,16752,8805,9998,22062,15070,5853,6427,16954,17362,23145,20303,10341,9092,17227,8842,8682,12215,8485,12716,22788,21208,7006,4485,7670,7698,7942,8510,2285,2188,8688,8358,1787,1760,16848,21360,8051,6489,33406,30652,4386,4536,18811,20817,18022,17151,11762,10674,879,1238,7929,6420,12999,13504,4244,3280,14694,15874,6616,6130,743,716,199,1156,4437,2459,1486,1878,1260,265
131722,24071,22006,25352,27144,6444,6932,35679,34538,5472,5427,7528,8797,17249,12382,9703,9115,7201,9251,15346,17294,2093,2123,20706,15678,5214,6307,5990,5117,14155,12615,11081,10255,15140,17161,3548,2371,6691,6758,7269,8032,1706,1912,15262,13867,11034,10476,15522,17007,8531,9564,20873,14663,6484,6639,17397,18468,24165,22372,12548,11383,16387,8361,8449,12126,8205,12059,24623,22895,9270,5739,7179,7847,7911,8503,2285,2188,8467,8271,1682,1797,16965,21368,8167,7101,34481,32121,4067,4775,23301,24211,19098,18492,11541,11130,934,1296,8245,6504,13560,13888,3908,2551,13601,14540,6384,5592,633,723,109,1002,4770,2872,1436,1812,1351,375
131823,23175,20680,23329,25708,5887,5436,33211,34108,4128,3489,7265,8574,16523,11337,9129,7887,7090,8929,13411,15991,2040,2151,19258,14384,5369,5989,5626,4515,14626,12760,10835,10044,14734,16817,3649,2621,6245,6876,7374,8759,1701,1908,13701,13066,10342,10330,15130,16536,7776,9493,20294,14661,5826,6004,18071,18934,24286,22071,11992,9894,17864,9240,9092,13548,8875,12737,23194,21946,7943,5395,7521,7746,7942,8510,2285,2188,8456,8360,1648,1660,17156,21088,8355,6778,33353,29490,4742,5357,19447,22242,15279,15180,9389,8878,861,945,7196,5795,12979,12986,2890,2060,12563,13734,5987,5325,421,302,251,956,3655,2637,1248,1886,1121,311
131924,19288,18493,21866,23448,5667,5430,30604,33074,4505,2962,6521,8639,16957,12709,10709,10131,6570,8670,11422,14454,2152,2144,17264,14057,5046,6401,5832,4984,13020,11539,9776,9965,13738,16067,3642,2354,6562,5493,7036,8099,1616,1815,16181,12943,9660,9724,15715,16861,7360,8358,20288,14620,6574,6713,17827,19199,21076,21163,9439,10387,15829,8158,8455,13468,8586,12207,23819,22217,7184,5191,6197,5887,7942,8510,2285,2188,8354,7692,1517,1567,15626,19956,6873,6815,32951,29754,4152,6558,21648,23984,17407,17333,8818,9965,980,986,8172,6196,13347,13019,2660,2313,10251,12246,6236,5600,593,365,257,1216,4012,2641,1306,1911,1324,746
132017,22789,21155,23179,26791,6213,5670,30958,31699,5339,5303,6391,8518,15852,11497,10980,9577,5991,8074,14092,16423,1880,2205,18963,13009,5135,5744,4859,4365,13212,11858,10150,9752,14898,16064,3588,2422,6980,7176,6431,8029,1715,1932,15736,14095,10612,10344,15559,16668,7817,9789,22268,15093,6684,6938,15242,17786,24074,23240,10893,11662,16833,8896,8501,12548,8298,11794,24641,24017,9044,5240,7015,7232,7942,8510,2285,2188,8489,8262,1577,1449,16654,21227,8129,7419,35701,30254,4509,5366,17144,21369,17980,18899,10786,13058,855,1171,7846,6069,13180,13561,3542,3010,13043,15492,6554,5567,423,892,130,1235,4288,2848,1561,1899,1291,297
132118,21003,19618,23314,25919,5895,6257,31431,34082,4724,5323,6560,8507,16307,12551,8479,8857,6607,8604,12834,14178,1994,1989,17773,13223,5182,5842,5690,4514,13572,12362,10749,9812,14344,15742,3653,2578,6905,7199,7325,8451,1723,1909,16186,13245,10713,10289,15470,16692,9241,10100,18729,14136,5246,5163,17688,18517,21360,20699,11035,10431,16512,8258,9146,13388,7859,12414,22419,20804,7387,4046,7678,7851,7942,8510,2285,2188,8697,8379,1637,1723,16732,20438,7792,6002,32580,27299,3933,4115,21214,19718,16738,15762,9160,9750,844,1155,7940,6061,12976,13512,2992,2488,11755,14665,6464,6119,496,515,270,1212,3773,2463,1300,1925,1319,491
133019,24381,22387,24560,27282,6649,6600,32480,33107,5490,4883,7272,9340,17806,12695,10916,9952,7011,9557,14076,16774,2024,2211,18407,13734,5215,6099,6239,5583,13942,12711,11157,10248,15286,17175,3705,2601,7198,7105,7202,8480,1732,1917,15932,14240,11129,10630,15585,17414,8627,10137,21569,14721,6235,6069,16839,17186,24831,23517,12435,11533,17213,9134,8288,12752,8374,12362,24292,23297,8398,5574,7646,7876,7942,8510,2285,2188,8700,8389,1752,1843,17503,21889,9153,7987,34806,31330,4699,5014,19524,20268,17456,17323,10179,11887,923,1284,8054,6237,12947,13518,3236,2954,12587,15978,6514,6158,503,662,255,1329,4546,2761,1522,1933,1367,628
133625,21647,20103,23704,28147,6319,5723,33244,34830,5460,5563,6511,8219,15598,11821,9366,8240,6970,9399,12720,15293,1785,1672,20116,14919,5109,6013,5666,4307,13837,12415,10833,10252,13833,16134,3616,2575,6486,7061,7208,8629,1633,1840,14055,13250,8851,8970,15455,16531,6926,8687,19778,13610,6304,6848,17693,19006,22467,19991,9718,8799,15237,7220,8765,12591,8660,11358,22247,21431,7544,4628,7497,7773,7942,8510,2285,2188,8606,8393,1607,1676,16181,20020,8064,7224,33614,30947,4303,5208,20894,23253,16382,15693,8211,8334,704,883,7590,5828,12352,12771,2840,1848,11598,11295,6497,5969,433,367,247,1014,4096,2632,1341,1852,1239,376
133827,23099,20810,24053,27180,6791,6962,34036,33313,4813,5028,6279,8087,15953,11381,7892,6569,6487,8707,12352,14266,2172,2092,16797,13373,5182,5792,6280,5385,13270,11891,10231,9853,13879,16183,3451,2551,6662,7091,7099,8400,1688,1925,15478,13792,9890,9430,14802,15751,8183,8997,20650,14539,6202,6276,17581,19012,25158,22366,11114,9281,17967,8650,9017,13448,8575,12291,22180,21864,7533,4392,7253,7538,7940,8510,2285,2188,8659,8392,1746,1669,15785,18857,5642,5975,32366,28071,3431,3780,21602,22194,16290,15286,8918,8106,968,1286,7815,6347,12570,12764,3154,1899,12848,13402,6551,5870,560,534,219,1332,4023,2475,1359,1657,1275,269
133928,21444,19254,23788,26875,5815,6272,33911,34958,5111,5464,6679,8981,16177,11680,8499,8215,6196,8919,12622,14565,2194,2203,17039,13658,5080,5753,5989,5215,13533,12202,10320,10161,13838,16591,3503,2314,6886,7075,7243,8558,1661,1898,14732,13720,10515,10609,15448,17089,7734,9668,19238,15048,5616,6571,17957,19715,24920,21726,11734,9970,17317,9176,8447,13376,8828,12839,21718,19910,7526,4383,7036,7470,7941,8504,2285,2186,8623,8368,1413,1609,16225,19986,7227,5730,32582,29734,4703,5255,20853,21908,14412,14554,8298,7073,963,1353,8357,6589,13102,13338,3157,1953,12470,13063,6469,6244,439,386,226,1503,4657,2733,1416,1918,1265,303
134021,23519,21045,24144,25125,5634,5486,33345,30163,4710,4087,6953,7936,15761,11350,7870,7794,7333,9076,14137,15778,1749,2139,19516,14997,5301,6326,5167,4139,14605,13415,11081,10291,15095,17009,3538,2370,6294,6901,7427,8084,1672,1791,13748,13423,10657,10353,14627,15890,9158,9709,20268,14591,5394,5570,17846,18954,24896,23633,11774,10517,17994,8991,9489,14508,8475,12317,23225,20884,8325,4699,7445,7213,7942,8510,2285,2188,8625,8272,1775,1761,17489,21341,8046,6201,34180,30805,3885,4146,20199,22086,16094,16310,9750,7848,892,1156,7544,6273,12784,13286,2918,1963,12521,13794,6674,6329,544,446,258,1280,4246,2719,1447,1935,1341,343
134223,23208,21042,24468,26840,6695,6368,33379,34395,5748,4695,6418,8963,16983,12836,9351,8677,7000,8927,13859,16220,2101,2253,19564,14287,5225,6381,5846,5241,14042,13080,10876,10295,15033,16697,3528,2306,7096,7091,7502,8699,1706,1838,14744,13994,10815,10604,15404,16985,9270,10018,21051,15441,5962,6133,17342,18199,24754,23517,11322,9451,17989,9405,9131,14390,8500,13006,25274,23539,8795,5789,7434,7600,7917,8510,2285,2188,8694,8392,1662,1774,16488,20808,6206,5525,32175,31004,3320,3780,18135,20577,14781,14964,7474,7780,839,1040,7967,6184,12977,13085,3095,2117,12818,13925,6521,5888,720,558,247,1040,4166,2627,1494,1928,1312,354
134324,21946,20123,22566,25288,5496,5676,32474,33205,4879,4245,6694,8337,16219,11386,10697,8895,6591,8368,12693,14800,2206,2231,17636,13944,5077,6269,6219,5029,13902,12448,10153,9520,14070,16090,3677,2581,6762,6975,7413,8772,1699,1919,14595,13789,10290,9462,15312,17137,7855,8375,19244,13629,5270,5871,17488,19108,22151,20577,10740,9862,16855,8930,9077,12839,9006,12006,22880,21794,7571,4267,7403,7623,7872,8509,2285,2188,8643,8390,1777,1791,16264,19761,8855,6983,31419,28395,4532,5420,19722,21015,18276,17980,10469,10902,871,1039,7894,6427,13211,13589,3509,2672,12515,14787,5811,4563,484,669,239,1175,4213,2505,1057,1688,1283,264
134425,21878,19848,21628,24731,5222,6021,31754,33417,4109,3767,6709,8335,16108,11589,10958,9392,6202,9128,13093,15389,2187,2239,18887,14098,5176,6090,6286,5244,13937,12511,10452,9996,14434,16191,3649,2443,6999,6997,7543,8684,1661,1873,15442,13536,10474,10695,15453,16489,8303,9944,19472,14240,5772,5942,17029,18278,23926,22242,11693,11913,17219,9626,8127,12512,8613,12925,24569,22577,7272,4704,7179,7569,7942,8510,2285,2188,8694,8377,1642,1724,16396,21020,8314,6820,34330,29890,3965,4970,18441,20964,18433,18143,11007,10948,744,1071,7649,6151,13230,13455,3443,2507,12670,13162,5664,4355,394,336,249,1092,4388,2787,1386,1442,1334,345
134627,21545,19905,22241,24103,4657,5230,30896,31316,4602,3641,6917,7994,15811,11094,9807,10053,6306,8436,12040,15833,1847,2089,17864,13113,4930,5823,4784,4499,12422,11338,9221,9566,13909,16182,3565,2512,6768,6793,7244,8353,1711,1800,15328,12240,11119,10301,15067,15877,8361,9518,21498,14507,6195,5774,17700,19685,23427,21704,11204,10046,16755,8832,8416,13537,8142,11281,20610,20544,7970,5242,6716,6922,7938,8510,2285,2188,8658,8335,1446,1707,15689,19823,8471,7110,29538,27630,4261,5717,20723,21715,16339,16382,8415,8899,750,1192,7864,6458,13300,13342,3059,2444,12944,13723,6103,5425,458,505,237,1157,4332,2672,1406,1714,1288,298
134728,21191,19319,22764,24863,5852,4470,33160,33012,4690,2829,6582,8649,16651,12964,9454,7810,5931,8440,11560,13046,1514,1904,16111,13461,4997,6517,5111,3985,10947,10527,9376,9697,13292,15239,3373,2157,7074,6657,7085,8743,1647,1910,14839,13094,10762,9407,15401,16553,8024,7577,19317,11071,6201,5890,16864,18800,22404,22894,11225,10243,15659,8616,8125,13306,8002,11152,22907,21450,7765,3705,7400,7571,7896,8501,2285,2188,8337,7911,1707,1774,16724,19542,9298,7471,31057,26944,5199,5384,20390,22075,16587,17891,10467,10734,882,1089,7109,5870,12800,13162,3272,2536,11958,14180,6032,5018,534,622,226,1116,3839,2442,1490,1913,1324,351
134829,21047,18787,22660,25379,6752,6704,33257,32574,5437,5760,6183,8083,15572,11536,7296,7164,5993,8357,12478,14609,2087,2041,18373,13944,5021,5973,6096,5404,12506,11557,9837,9883,13723,15727,3630,2432,6672,6724,7139,8183,1569,1608,13492,11665,8929,10083,14101,15054,6262,8557,17717,14476,5504,5869,17527,18572,22994,19645,11040,9572,17433,8832,8529,12460,8311,11660,22373,21595,7452,4189,6913,6221,7942,8510,2285,2188,8674,8343,1492,1196,15736,19376,5855,4247,31566,28157,2427,2868,20851,21090,15784,15474,7718,7674,659,859,7184,5805,13092,13291,2791,2165,13451,15251,6390,5433,619,531,176,1031,3989,2311,1272,1840,1298,313
135124,21562,19123,23620,23227,5184,4076,31791,32158,4231,3166,6754,8805,16949,11602,11203,9287,7013,8578,12780,15333,2140,2149,18301,15032,4891,6018,5372,4022,13893,11925,10614,9916,14574,15878,3454,2424,6559,6786,7404,8419,1688,1766,15385,13596,10589,9917,14688,16330,8890,9134,21990,13980,6055,5396,17162,18713,22341,22113,9776,8910,15686,7761,8327,12527,7884,11976,22474,21209,8255,4496,7385,6511,7912,8510,2285,2188,8671,8226,1689,1656,16480,20684,7827,6451,32547,29221,4564,5029,21221,22596,16251,16230,8371,9651,928,1193,7929,6070,12967,13185,2631,2522,10725,15373,6615,5769,580,762,162,1155,4468,2486,1297,1828,1310,507
135225,22298,19789,24128,26948,6007,6235,32944,33242,4578,4468,6866,8768,16366,11002,9023,7855,7047,8967,13049,15029,2157,2236,20137,14783,5030,6565,5904,4874,14364,12929,10904,10232,14633,16630,3642,2451,7046,6832,7403,8429,1715,1854,14506,13382,10389,9511,14439,15182,8488,8786,20746,13531,6160,5649,16304,17393,22539,20389,9515,9893,17695,8955,8855,13469,8000,11962,22045,19771,6406,5013,7603,7819,7942,8510,2285,2188,8633,8236,1674,1817,16305,21936,8236,7062,33494,31265,4158,5719,17931,21216,17372,16301,9213,10268,912,1253,8006,6041,13015,13078,3563,2302,13934,14479,6703,5308,692,523,158,984,4040,2646,1516,1924,1237,204
135528,22270,20604,24361,27850,5300,5747,32929,33944,4839,4504,6778,8952,17000,12817,9089,7980,7196,9071,14601,17574,1731,1722,21134,15959,5350,6369,4885,3950,14529,13462,11067,10308,15154,17105,3689,2566,7113,6917,7269,8373,1729,1934,14578,13804,10044,10371,15517,16833,7715,9143,20901,14412,6685,6494,16517,18106,24568,23759,11789,12992,17259,9735,8321,13209,8411,12340,25655,23684,8561,5715,7561,7840,7942,8510,2285,2188,8667,8341,1694,1837,17242,22776,9046,7603,35609,32219,4653,5860,20176,24668,18508,18027,10684,10926,925,1315,7889,5583,13306,13571,3362,2623,12753,14655,6377,5653,488,467,189,1042,4350,2811,1446,1854,1294,320
135629,23018,21455,24325,27824,5580,5509,33076,35238,5434,4777,7370,8794,16687,11158,11006,8897,7043,9350,13395,15307,2244,2244,19984,15102,5210,5463,5599,4670,14799,13006,10552,9927,14416,16540,3669,2624,6734,6948,7195,8402,1634,1863,16089,13579,10885,10057,15887,16730,8150,9653,20154,13619,6435,6042,17451,18921,24836,23290,11762,11577,17217,8788,9248,14181,8961,12635,22497,21216,7984,3744,5699,6361,7942,8510,2285,2188,8242,7969,1721,1671,16774,21079,6932,6144,32393,30886,3589,4435,17051,22195,14439,14144,7526,6900,745,965,6929,5724,12418,12928,2831,2028,11949,13796,6263,5506,446,560,336,980,3327,2160,1422,1846,1338,410
