,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
164939,71642,11399,5422,25768,10262,7708,7132,49712,28906,26713,9440,26980,22345,30404,9233,25146,18762,9907,15616,7123,11606,10321,23977,10375,38524,29387,8380,27474,53395,30109,29116,28254,1568,4608,4347,63113,11927,6192,20266,11148,9012,7605,56087,31422,19044,9893,20484,20388,30189,12301,18730,22424,13988,9972,6379,8749,10102,15835,9483,34881,34096,6323,27571,51501,28117,22069,20582,2034,3881,2713
165032,68430,10672,4805,26414,9211,7391,7745,51456,27766,27718,9897,26372,22287,32917,10149,26048,18687,10190,16316,5979,10915,10296,22043,9670,37386,29262,7391,26247,49090,25454,27173,26021,916,5058,4018,61125,11857,5758,20207,11680,8281,8362,60065,31092,18822,9867,23175,21745,32326,13134,15713,22732,13954,9984,5924,10168,9909,14411,9196,33519,34596,6040,27884,48358,26474,18554,18648,1257,3751,2952
165436,71564,11122,5271,27287,10821,8127,7318,51332,29868,30044,9767,26907,22786,34289,8984,24805,19167,13029,17100,7285,11672,10250,23431,10928,40960,31008,7877,26890,56399,30328,28112,28151,1096,6034,4070,63956,11713,6358,21883,13271,9192,7739,59181,33084,20902,9748,20472,20193,32618,12344,17872,23154,15802,9771,5205,10126,10269,16630,9844,36259,36325,6457,28035,51259,29005,21647,20284,1559,5240,2768
165638,74244,11220,5934,28247,11621,8331,7375,51609,30801,28878,10693,25212,20010,34928,8409,26424,19810,13062,16575,6766,11746,10801,26727,11298,42403,32858,8708,27087,62644,33946,30072,29688,1751,5296,4268,65611,12460,6554,20541,13899,9702,8007,57019,34633,16823,10705,24705,18820,33906,11242,21704,24454,15930,10472,5642,9319,10096,18014,9933,35340,36958,6516,28308,54961,32406,24689,21210,1843,5490,2978
165840,73086,10764,5557,27014,10572,7857,9499,52558,28639,31140,9714,25690,23022,33676,10282,27034,19181,10428,15793,6288,10601,10164,22710,10567,39368,27279,7899,27551,57521,28509,29812,27822,1823,6507,4260,62937,12173,6471,20521,13169,8748,9821,59305,33187,21078,10188,22652,23325,33111,13536,19334,24217,14007,10186,5197,8461,9941,16499,9630,34398,34099,6215,29303,56687,26742,22862,20277,2700,5185,2675
165941,73383,11027,5829,29045,10460,7617,8003,51822,30547,29383,9354,27262,22759,33671,10056,25213,18796,11879,16482,6269,11613,9918,25263,10702,41665,30700,8045,28159,60022,29677,29995,29666,1617,4646,4518,63614,12308,6312,21119,12037,8820,9113,59280,34548,18561,10035,23272,21739,33545,13188,17056,23506,14555,10394,6283,10099,9813,17086,9937,36530,36379,6296,29976,56923,28979,19932,22417,2206,4157,2766
166438,70180,11131,5714,28151,7840,7687,6715,52286,28104,27986,10093,25137,23118,32587,9787,23816,18967,11507,17257,7304,11631,10675,23490,10194,40343,30241,8699,29501,58471,31548,29798,28337,1581,4814,4331,63245,12221,6490,22774,9639,8904,7576,59299,32195,18922,9680,22723,22202,32251,12802,17784,23311,15050,11363,6959,10831,10345,16387,9872,36166,36118,6412,33507,53576,30267,21532,21526,1967,3966,3293
166640,74890,11454,5960,28793,10103,8339,7786,51682,32255,30074,10646,26110,21199,34767,8876,25451,19783,13177,16569,6820,11503,10850,25308,10877,41081,32430,8372,28908,61143,33518,29344,29786,1973,5025,4011,64455,12437,6530,21604,11839,9723,8931,59180,35544,20769,10542,22578,21330,33739,12147,17685,23794,16387,11193,7816,10334,10650,17062,10057,37392,37083,6350,31952,57517,34282,21886,22171,2750,4039,3062
167036,72932,10743,5640,26462,11068,7882,7400,50689,29823,28576,10042,26430,21131,33901,8217,26185,18808,11771,15844,6718,11373,10528,22788,10602,38776,29334,8362,27673,55176,30133,28914,27404,1191,5730,3958,63428,11937,6002,20099,12982,8699,8436,59727,32578,21563,10237,18422,19164,33228,11126,18530,22974,13310,10051,6323,9567,10452,16560,9449,36026,35679,6286,29140,53348,30183,20639,19846,1420,5191,2331
167238,75681,11241,6195,28927,11596,8120,9311,53193,31570,31232,10895,25889,22912,32754,10336,26106,19766,13534,16877,6805,11698,10554,26537,11247,42741,31572,8916,28992,65955,30439,29511,30873,1264,5267,4588,65736,12476,6632,22612,13646,9814,8908,59540,36416,20540,10793,24040,22370,33155,12934,18915,24753,16168,10342,5928,9293,9963,16771,10126,37552,36971,6418,29886,58415,29387,21585,22919,2154,3695,3307
167440,71383,11224,5205,28477,7023,8426,8811,52178,29446,29566,10236,29115,22851,34414,9130,25531,19545,12447,17068,6947,11841,10063,25881,9707,40880,30492,8365,28210,61310,31847,30043,28275,1445,5447,4435,62279,12089,6481,21453,6864,10029,9183,59877,32185,21961,9215,23741,21762,32005,13441,19200,25013,14906,10937,5682,10713,8950,17084,9167,36582,36089,6142,27053,54542,30821,21801,20122,1746,4305,3002
167743,73168,10975,6115,29314,10945,6711,7941,52315,29977,30345,10396,27129,23159,33701,11104,25378,19514,12579,17203,6733,11682,10600,25236,10603,42031,30332,8704,28943,62188,31215,30336,29292,1612,5287,4579,64668,12321,6520,22531,12108,8394,8533,60092,34588,20725,10029,24330,22404,33259,14047,17998,24065,15946,11046,6871,10072,10242,17155,9856,37535,36155,6441,30976,57103,31918,19826,21258,1936,4189,3277
168139,68785,10951,6137,28284,11302,8142,5676,44049,29392,28010,9556,29714,21872,28071,7887,26302,18622,12641,16393,7661,11215,8895,23623,10723,41294,30961,8691,27585,63621,30428,30131,27002,1422,3926,4515,62944,12108,6607,20611,12556,8982,6452,51277,32511,19401,10420,23233,21463,27066,10945,22701,23040,15767,10035,5457,7925,9041,15634,9540,36413,35786,6501,27185,58063,29170,24228,19589,2443,4721,3222
168240,70546,10956,5696,25147,10975,7597,6390,51943,28642,27638,9073,27606,19855,34700,7222,24632,18405,10339,16582,6639,10841,10489,22474,10079,38591,27195,7934,27646,51073,29633,28659,27435,1629,5001,4478,62527,11969,6529,19164,12862,8977,7428,59816,28983,18561,10265,20284,18266,33255,10525,17028,22514,14856,10220,6027,8598,10396,15443,9568,33425,35002,6506,28094,50805,27490,20694,19620,2344,4774,2726
168341,69607,10665,5191,28454,7907,6842,7257,50512,29256,27711,9626,27208,21542,33578,8522,25647,18136,12621,15965,7021,11343,10280,24117,9854,40631,31062,8373,26870,59172,29817,28336,26561,1058,5210,3965,61348,11632,6497,21295,9289,8916,7615,58828,31538,20084,9505,23389,21217,32615,11747,17752,22957,15437,10100,6501,9744,10236,17731,9110,37934,35435,6262,27110,53621,30144,21504,19587,2441,3948,2777
168745,71717,11186,5582,27335,11500,7375,6501,49087,28695,26698,10153,28581,22298,34512,8819,25328,18611,11103,15601,6740,11400,10403,22145,10754,38897,28840,8229,26810,55113,29883,29873,29061,1376,5807,3967,63076,12194,6045,20983,13040,8463,7452,57455,33377,18460,10404,20865,21287,32956,12656,16898,22830,15158,8926,6472,9234,9967,16427,9275,33546,34519,6282,26029,50739,29829,20355,20812,1862,4475,2201
168947,73025,11139,6115,26735,8978,8044,7520,51830,27712,28001,10290,27022,22757,34701,9497,26911,19336,12959,16484,7112,11561,10331,23865,10687,41475,31131,8625,27854,61522,33932,29896,27414,1315,5194,4249,62701,12253,6573,19911,9946,9371,8579,60572,29391,21589,10045,21206,21155,32707,12570,18797,23660,16271,11343,7414,10562,9710,17776,9772,34911,36665,6339,27307,55970,33484,23430,20723,2051,5290,2931
169040,70812,10949,5604,27334,10400,6949,7268,51021,26677,27092,9634,26891,21071,33511,8960,25810,18164,10929,16774,6126,11604,10100,22974,10708,39530,28067,8566,28293,57953,28375,29085,27162,1889,6264,4066,62348,12080,6449,21172,12182,7855,8370,57883,32582,19177,10294,20600,19898,32650,11311,19544,22296,15015,10423,6318,10476,10232,15433,9700,35139,34949,6496,29934,53251,27984,21663,20411,2784,5546,2604
169343,74220,11213,5783,28974,9544,8266,7696,53032,31177,31641,10376,27662,22791,34871,9652,26433,18757,12612,16668,6818,11771,10854,25448,10782,41077,31628,8621,29131,64458,33118,29224,29430,1626,5664,4361,64636,12179,6288,21259,10446,9644,8542,61188,36061,23882,10784,20145,22270,33438,13304,20399,24190,15482,10147,6552,9595,10333,16948,9820,35905,36696,6338,30689,59008,33198,20666,22370,2291,3743,3194
169444,73495,11043,5941,26321,10849,8156,8401,52099,29920,30774,10324,26002,22780,34242,9171,26042,18884,11686,15997,6734,11915,10663,22125,10935,38086,30102,8504,27848,61573,27612,28903,28130,1600,6156,4267,64507,11968,6530,20369,12406,8571,9375,60902,33873,20604,10358,21540,22100,33109,12965,16677,23575,14683,10082,5616,9810,10289,15590,9918,34802,35770,6513,30406,55307,28952,20724,21178,2245,5323,2714
169545,75646,11132,5958,29688,11132,8266,8359,51252,28416,28911,10055,26649,23323,33566,10793,25589,19118,12386,16953,7376,11962,10938,24925,11392,41176,30351,8699,29202,62309,31699,30746,28839,628,6770,4404,64121,12218,6573,22486,10856,9870,8585,57599,33897,19903,9773,22730,22776,32235,14003,18360,23860,15797,11239,7030,11378,10291,17907,9988,37413,36189,6406,32656,57367,31498,22161,21714,1037,5630,3167
169747,72911,11335,6037,27977,9393,8070,8623,51738,32147,29224,9586,24694,22796,32372,10436,24761,18630,12834,17050,6615,11962,10931,26435,11028,41131,32064,8130,27390,55640,32743,28576,29604,1465,3605,4359,64766,12209,6640,20864,11488,9867,8290,57778,35818,18358,10225,22156,22321,32484,13511,17014,24317,15253,10402,7311,10273,10346,15935,10020,35426,36077,6408,30711,54047,32256,19330,22507,2357,2781,3035
169949,73879,10762,5439,27397,10696,8334,9305,53284,30965,28560,10455,31358,22275,35427,10505,27334,19979,11616,16015,6154,11013,10761,22884,10537,39273,30327,8018,27814,58464,28857,29996,28558,1192,6435,4353,63109,12277,6143,20143,12234,9604,9891,60785,35038,19292,10611,23293,21451,34224,14133,19890,24119,14315,10498,5111,9226,10436,16245,9555,35032,34967,6125,28256,53272,27030,22964,19850,1826,5152,3026
170631,76362,11350,6096,30038,10744,8711,9140,52021,31022,30250,10560,27350,23077,34212,10256,25698,20146,13442,17210,6731,11939,10875,26774,11391,42524,32860,8702,29419,66377,33599,30285,30510,1467,4734,4470,65498,12194,6599,22786,13059,9828,9042,59840,35137,19726,10801,23316,21108,33733,13598,17780,25398,15683,11041,6529,10236,10603,17960,10012,37797,37694,6538,30854,57927,33456,21223,22297,1803,4246,3170
170934,70722,10934,5691,28832,6712,7937,7658,51686,29202,28498,9880,26243,22547,33412,10744,26689,18839,12838,17004,7243,11413,9930,25252,9645,41232,31794,8441,29118,64312,32368,29511,29213,1214,5288,4256,62867,12493,6631,21594,7973,9523,7973,61221,33620,19064,9253,22258,20574,32868,13833,18303,24446,15545,11484,6840,11471,9691,17328,9378,37694,36051,5979,30432,56742,31998,21670,21072,2029,4641,3174
171330,71515,11078,5807,28954,10199,7508,7541,52231,30560,28865,10259,27523,23047,33011,9339,24597,19587,11889,16671,6094,11461,10443,24852,10970,41192,30368,8505,27933,60978,29424,28796,29426,1663,4423,4125,62595,12260,6588,21660,10066,9205,8232,60363,35865,21307,9560,25019,22298,33185,13120,17382,23816,15444,10456,5128,9267,9063,17360,9640,36427,35718,6295,28496,57171,29949,20064,20868,2059,4144,3084
171431,68679,10523,5573,26489,6264,6809,7310,50611,29632,30545,8356,21469,22721,30279,10172,26141,17580,12558,16487,6013,11238,9370,23538,9856,39576,28919,8490,28071,62485,29025,29967,28575,1992,4671,4331,63484,12013,6578,20887,8073,8347,8113,57291,35140,23295,9424,20399,21150,30297,13524,18098,22751,15431,10416,5088,10004,10149,15442,9253,34089,33529,6124,30929,59396,28462,21118,20507,2405,4404,2657
171532,71361,11013,5636,26988,9067,8020,8912,50378,28377,28481,9775,21476,21622,31861,9807,25320,18965,11061,16372,6725,11301,10467,21864,10501,37984,29190,7996,27796,56912,28088,28772,27377,1363,5628,3671,62253,12165,6619,20407,10472,9323,9150,60008,32865,20643,9519,18109,21204,31825,13470,16000,23012,14840,10166,6111,10258,10225,14648,9920,32716,34706,5936,30614,53557,29200,20740,20805,2451,4877,2898
171633,74447,11022,5877,27596,10808,7822,8192,52319,29590,30700,9789,27014,22174,33674,9822,25595,19330,11409,16597,6050,11568,10502,23817,11063,39986,30513,8514,28551,60723,29409,30691,29033,1877,5754,4156,64318,11814,6324,21380,12626,9163,8838,61911,34489,22038,9938,22622,19941,33532,12967,20204,24212,15164,10200,4348,8412,10245,16857,9716,34155,35785,6457,29750,56279,28530,21419,21895,2733,5514,2871
172029,69908,10464,5339,24067,7932,7411,8293,50436,26196,26206,9233,20823,22351,30908,9700,22116,17984,10352,15809,6369,11117,9720,20061,9897,35258,27053,7989,27341,54872,26685,27813,26702,1515,5816,3656,60218,11316,6296,18914,8159,8192,8801,56665,29081,17654,8441,17870,20185,30561,13195,14773,23012,14078,9848,5444,9370,9230,14577,9280,31285,31597,6082,28158,50159,24143,19623,18776,1800,4665,2503
172130,73219,10778,5626,27773,9571,8147,7762,52379,30084,30600,10604,24272,22681,35186,9997,25828,19816,12594,16377,7006,11345,10554,25162,10632,40311,31636,8544,27995,62180,32138,29798,28798,1726,4801,4516,64002,12203,6580,21359,10243,9410,8381,61449,33261,21018,10207,24100,21639,33375,12873,17823,23962,15447,10573,6081,9644,9832,16303,9920,34525,36092,6140,29988,55896,30003,19800,20366,1785,4278,3047
172332,71768,11368,5949,27497,9003,7736,8908,52445,30512,31046,9775,24509,22869,31635,10449,26076,19209,11579,16690,6526,11443,10574,25625,10615,39945,28831,8351,27909,60540,28953,29639,30159,1196,4315,4455,62907,12296,6530,21716,10033,9017,9589,59547,37070,22099,9178,22971,21683,32280,13579,18643,24212,15567,10582,5458,9562,10323,18138,9705,34536,35502,5977,31893,58017,29639,20095,23960,1832,4467,3319
172433,71114,10735,5265,26467,9517,8043,7638,51583,29774,29470,9883,26099,21833,33406,8909,26488,18319,11104,15854,7134,11057,10302,20453,10196,37714,29143,8251,28075,53530,27634,28732,27566,1454,5540,4024,62628,12371,6267,21078,10830,9862,7952,60609,35192,21495,10212,22664,22345,33245,12175,18595,22865,14810,9453,7373,9938,9875,14618,9420,33793,35268,6264,28089,51464,30212,19685,19539,1959,4003,3183
172534,74653,11381,6131,28555,10744,8448,7318,51347,30942,27363,10464,25303,22700,34033,9982,26216,19771,12075,16604,6975,12007,10844,23287,11173,39820,32106,8830,28415,62784,31297,30348,29185,1277,5768,4316,64288,12289,6588,21264,11737,9931,8125,58191,36149,18325,10286,21288,21352,33523,12875,19663,23664,15942,10406,5991,10031,10538,15233,10027,34981,36366,6508,28754,56410,33650,22440,22022,1776,5193,3148
172635,73141,11084,5576,27308,10870,7708,7544,51152,28974,28764,10326,25435,23397,33866,10452,24023,19161,11519,15583,5924,10914,10279,21088,10611,39203,28094,7997,27616,56675,27481,27195,27365,1669,4596,3387,63030,12135,6260,20252,13688,8743,8576,57640,34063,18617,10362,20260,21676,33311,13482,16759,22796,15013,9382,5811,9615,10046,16232,9652,33778,33944,6232,28290,51792,28054,19660,20947,1836,4175,2453
172938,72697,10719,5560,27284,10121,7291,8317,50677,28386,29919,9930,27596,22753,33978,9964,26281,18969,11002,16267,6660,10886,10439,23791,10261,37774,28573,8390,27797,55030,29607,30180,27712,1619,5986,4316,63367,12121,6271,21372,9903,9353,8862,61294,32184,21463,9114,19788,21305,32843,13334,17859,23790,15001,10399,4826,8624,10005,15984,9187,33464,33821,6311,28223,52882,29477,21153,21201,1383,5621,3107
173132,71351,10780,5362,27672,9368,6967,7534,52534,26838,28607,9808,25289,22543,31348,8865,25819,19210,11444,16509,7252,11903,9653,22698,9889,38359,28624,7883,28076,54981,29168,28540,26249,1098,5980,3865,61514,11615,6025,22347,9467,8715,9188,61294,29436,22699,9632,20148,20086,31745,13112,17385,23637,15087,11016,6242,11099,9242,16204,8953,36312,34764,5968,29724,54866,28827,19361,20231,1568,4975,2654
173233,70453,10967,4682,24614,7735,7472,8124,52228,29907,28051,8770,23136,20972,31105,7877,23600,18738,9872,16070,6936,11341,10502,21798,9765,36907,27360,7963,27421,53909,28290,28274,27647,1301,5500,4189,61742,11900,6232,21139,10418,8842,8867,58505,32958,18957,9824,18798,21104,32481,11172,15341,22849,14357,10224,6568,10494,10392,15234,9341,33115,32545,6262,28523,52009,26991,19772,20237,1662,4697,2750
173334,69125,10788,5607,29463,10101,6810,8479,52133,28455,29421,10033,25725,22669,32953,9977,25439,18477,10850,17073,6916,11829,9467,21388,9696,40891,27317,8440,29313,57819,28502,29967,27082,789,6940,4135,61513,11716,6162,22860,11249,8078,8787,60291,32274,20867,9811,23096,21358,32259,13243,18814,23195,14304,9774,5526,9453,9713,14793,9154,36038,33323,6041,31742,55090,26585,22014,19456,838,6314,2955
173435,68784,10181,5406,25775,7261,7851,7607,51340,26868,30013,8645,25250,21296,31265,8440,25481,17839,11217,15962,6773,11405,9868,22781,8880,39463,28680,8287,27209,56806,27017,28941,28016,1727,6484,4179,61351,11919,6402,20305,7854,9734,8430,59258,32036,20870,8851,22298,20637,31757,11845,17426,21625,15108,10001,5663,8976,8841,16154,8620,35698,32784,6127,27062,53388,28758,21572,21359,2264,5006,2903
173536,74778,11108,5906,28546,11577,8230,8156,53197,30009,31406,9851,26407,21439,34474,9433,25898,19256,12420,17329,6797,11744,10879,25931,11363,42458,31369,8482,29213,60032,31654,29909,29704,1633,5512,4469,65655,12463,6449,20945,13024,9736,8837,61041,34425,20728,10104,24420,20566,33999,11624,17642,24342,16069,10952,5435,9517,10319,18534,9926,36429,36098,6227,28313,53772,32487,21831,21206,1448,5058,3045
173637,74170,11436,6237,29755,11203,8087,8691,52223,31494,29111,10538,29079,23395,33935,11209,26116,19214,13194,17545,6106,11944,10791,25623,11438,42973,31340,8684,29024,65175,31617,29843,29832,1090,5334,4392,64890,12355,6664,24042,12572,9767,8953,60219,35367,20875,9952,25669,22477,33207,14269,18176,24753,15811,11387,5153,11045,10272,16868,10094,37979,36710,6445,31250,60403,30919,21543,21055,1293,4851,3079
173738,68253,10258,4818,25161,8305,6219,6581,48063,25517,28814,8849,23139,20142,32112,6834,23994,18082,10515,14786,6201,10441,9613,19532,9517,35261,25546,7571,24556,48845,26658,26398,25938,1272,5352,4063,59889,11055,6184,17421,8154,6299,7429,56072,29021,19677,8831,15819,20186,31564,11300,17584,22191,14462,8914,5594,8990,9451,12711,9014,30763,31949,5653,23749,48120,24879,18733,18879,2114,3599,2373
173839,72706,10963,5986,29408,9125,7896,7213,49064,27940,29806,10126,29612,22541,34791,8719,26733,19011,13148,16900,7761,11902,10635,26856,10388,42355,31949,8453,28131,62817,31759,29407,28466,1962,5686,4402,64257,12168,6536,20969,10402,9248,8260,58104,32514,20386,10167,21232,20912,33694,11791,18759,22693,16228,10626,7132,10735,10014,19255,9424,37831,35718,6260,28159,56241,30987,21911,21999,2353,5114,2983
173940,71005,10972,5650,26568,10115,7499,6416,50348,28396,28113,9954,27596,21824,33638,8681,25720,18236,11539,15498,6622,10599,10215,20512,10442,38557,29093,8235,27885,55641,29044,28393,26373,1573,5706,3820,62919,11744,6121,19414,11662,9380,8034,58493,31052,21815,10262,21955,21147,33118,11273,21264,21985,15207,9229,5735,8596,9890,15146,9689,32749,35707,6260,28285,53677,31023,19902,18469,2247,5089,2741
174437,75867,11261,5642,27060,9625,7893,8329,52595,28872,28171,10136,27829,20893,34631,11154,26186,20094,12547,16424,6746,11750,10734,25186,11017,40116,31603,8387,28808,60837,29830,30269,27724,1555,3251,4195,64283,12075,6548,20545,10472,9489,8581,60117,32795,20119,9895,21769,20855,33585,14305,18632,24897,15576,10183,6235,9742,10301,17632,9955,34787,36798,6042,29103,55485,31859,22315,21828,2763,2754,2844
174841,70949,10685,5555,26588,10101,7899,7704,51522,28674,28819,9875,23640,21584,34003,9344,25708,18378,11682,15846,5675,11051,9831,21322,10455,37452,29811,8385,27715,60565,29285,28217,26882,1845,6068,3866,62450,12118,6391,20238,10267,8965,8910,58804,32738,18610,9235,22323,20188,32912,13064,17457,22464,14057,10184,4016,8452,9524,14698,9404,34608,33786,6061,29247,55253,27162,20617,20226,2082,5278,2786
175035,74300,11191,6201,28488,11859,7892,7478,51620,30158,29791,10693,29084,21446,35286,10123,27365,19275,13045,16793,6172,11704,10829,26364,11403,42122,31642,8632,28733,62593,32323,30591,28584,1853,5705,4183,64468,12237,6631,21052,13064,9434,7458,60333,36014,22324,10310,20758,19626,34049,13200,23409,23611,16111,9960,5890,9568,10183,17417,10033,36967,37259,6448,29039,59485,34580,23380,20787,2633,4477,3026
175136,73289,11191,5927,28930,11262,8595,6897,51249,30010,27787,10166,26322,23676,32998,9155,26593,18617,13310,16822,7274,11979,11017,25963,10957,41149,32715,8228,28408,61343,31908,29460,28855,967,6257,4185,64674,12210,6500,22574,13414,10189,8278,59737,33617,20136,10510,23497,21192,33745,12051,19682,23708,16209,10028,5417,10347,10641,17887,9872,36727,37173,6502,29628,58887,33395,23535,20723,1653,4701,3007
175237,71465,11105,5531,25599,9564,8266,7675,51543,28754,30215,9464,27840,21805,34250,9400,25493,18520,11078,15873,6598,11122,10424,20640,10496,37705,30561,8384,26257,57739,31273,29460,28567,1697,5585,4146,62549,12356,6444,19477,11750,10057,8215,57967,34267,21919,9916,19004,20431,33504,13333,20879,22836,15053,10206,6384,9178,10428,14357,9892,34752,34576,6290,29127,55203,30315,22193,21075,1956,4526,2757
175338,71624,11075,5819,28041,10506,7748,8437,51714,29177,25208,9478,29940,23577,34299,9925,23112,18452,12136,16406,6745,11373,10429,23325,9885,40754,27962,8331,27300,56448,28121,30656,29016,984,5885,4471,63882,12320,6560,21008,11744,8529,9472,58576,33399,17352,10195,24484,23408,33382,13439,15882,23333,14959,10666,5643,9385,10037,17777,9597,36279,35095,6277,27729,52897,28401,24573,21064,2014,5248,3262
175439,73318,11213,5535,26906,9792,7882,8008,52519,30278,30331,9634,24312,19971,34186,8229,24233,18800,12580,16144,6428,11164,10519,24616,10445,40330,29907,8340,28460,58240,30432,27645,28269,1828,6155,4022,63513,12156,6422,20284,10579,9204,8376,59987,34296,20810,9548,19030,20759,33617,11849,16747,22971,15338,10739,6297,8794,10214,17551,9550,36763,34790,6079,29134,52163,29783,20603,22153,2560,5086,2822
175540,71258,10851,5780,28052,9228,7849,9208,52929,28942,30330,10075,26105,22769,34548,10494,24687,19242,12506,15649,6086,10541,10227,23654,10791,39724,30549,8436,28335,60208,28797,29261,28527,1647,4926,4139,61971,11737,6322,21544,8750,8764,8971,60752,34686,21200,9447,22013,21777,33331,14117,16409,23751,15206,9524,4619,8398,10065,16640,9558,35764,35128,5941,30227,54469,27851,20911,22159,2189,4079,2730
175742,74362,11260,5845,25669,9907,7606,9523,52163,31344,28875,10323,27130,23030,33453,10380,25301,20124,11141,16214,6719,11399,10790,22549,10765,38745,28836,8498,27001,57569,27338,29998,28088,1412,5004,4417,63866,12372,6586,21033,11838,8927,9636,60112,33641,18861,10122,21956,21538,33252,13694,17714,24162,14940,9892,5243,8998,10507,15575,9950,33935,34647,6252,27763,55003,26674,21932,21010,1720,4867,3019
176037,74340,11051,5929,27508,11381,7840,7401,50292,29188,27500,9701,25560,22693,34038,9427,26915,18839,11284,16615,6894,11650,10875,22789,11174,39986,30287,8495,28248,58366,30518,30273,28271,1492,4772,4389,64060,12083,6269,20281,11592,8927,7810,57922,34175,16637,9642,22585,21201,33074,12595,20247,23079,14242,9969,6328,9524,10131,15495,9755,34177,35526,6404,28423,54293,28639,22098,19799,2370,4006,3013
176239,71340,10507,5593,25972,9907,8035,7210,50626,30213,30374,9214,24006,20076,33001,9586,25825,17937,11449,15728,5928,10956,10289,20424,10930,37148,30212,8289,28313,57135,28199,28972,27640,1951,6029,4277,62255,12171,6446,18586,11956,9042,8592,60384,33516,21491,9696,20778,19289,31867,11938,18244,22534,14442,10002,4914,9056,9980,15254,9764,32627,35258,6521,28674,51024,27230,20694,20089,2474,5868,2999
176441,69909,10717,5526,26575,10676,7839,7243,52351,30752,28509,9628,27247,22108,31887,8103,25699,18549,11438,15960,6504,10780,10737,23498,10533,38937,30235,8209,27525,52823,30838,29128,28852,1430,6406,4326,62158,12275,6345,21292,11835,9528,8563,61095,34139,20705,10212,20808,20359,32806,12093,17408,22612,13527,9179,4629,8201,9988,16010,9627,36662,34360,6457,28051,51674,26446,20115,19858,1857,5666,3092
176542,75844,11239,6159,27777,12021,8291,7239,51692,30751,27066,10656,25045,21724,33609,9319,27508,18517,12580,16628,7001,11729,10558,24992,11366,39462,30845,8789,28655,63651,31171,30159,29004,1617,4956,4354,65235,12369,6620,20765,13758,9894,8401,60848,32981,21461,10372,21674,20143,33722,11618,23830,23400,15936,10547,5850,9519,10301,16855,9914,35192,35991,6449,32392,57000,32459,24041,21228,2041,4586,3014
176744,72066,10978,5682,27128,10421,8215,6826,49790,29165,27455,9874,23816,20762,32698,9714,25697,18271,11345,16096,5764,11248,10827,22855,10695,39586,28601,8207,27826,56400,29735,27936,29201,1395,6331,3799,62818,11984,6393,20728,12140,8961,8087,58134,35935,19527,9900,21345,21343,32171,13116,19635,21961,15429,9698,6531,9679,10084,16579,9723,35231,35647,6294,29507,53580,31408,18806,20697,1980,4910,2780
176845,74142,11500,5665,28007,11442,7728,7222,51238,29198,27287,10330,28711,22706,33959,10078,25691,18559,12993,17026,5987,11801,10256,24059,11241,40882,30796,8413,28981,57084,31419,29224,29523,1648,5637,4417,63123,12351,6519,21452,13483,9209,8520,57894,33037,17461,10579,21837,20622,32456,13510,18721,23016,14803,11726,6065,11849,10177,18893,9798,38294,35910,6265,32938,53206,31373,22469,21109,2553,4590,2879
177140,75975,11358,6199,28779,12128,8602,6967,51939,32737,29154,10665,26884,21055,34650,10275,27169,19202,13151,16838,6441,12018,10833,25534,11594,40312,32866,8859,28389,61833,33323,30388,30079,1880,4188,4569,64990,12369,6587,21228,13262,10048,7847,60327,35740,20822,10741,19049,21660,33456,13644,19177,24157,15868,10326,6116,9718,10406,17823,10019,36936,37299,6536,28359,58801,33552,21522,23087,2634,3018,3050
177241,71130,10694,5146,25787,9260,7801,7135,52025,30191,29268,9507,24721,21643,34187,9977,26733,18916,9731,16377,7233,11540,10785,21894,9892,36921,28931,8082,27896,52994,29990,29977,28945,1584,6588,4328,62787,12328,6442,19503,10849,9079,7679,59648,34847,21097,10111,20708,20931,33345,13050,18666,22763,14870,8599,5601,8246,10169,15177,9692,33485,33916,6302,29468,53116,28608,20698,20148,1648,6004,3148
177342,73148,11193,5896,29136,10195,8098,8552,52951,32588,31300,10562,28473,23049,34121,10267,24410,20011,13085,16895,6493,11604,10573,26783,10554,42157,32785,8536,28728,62214,32616,30784,30082,1267,5425,4390,64184,11794,6562,22863,11093,9852,8851,61229,37244,21311,9795,22419,21167,33287,13542,16725,24443,15630,10340,5112,9302,10213,18522,9741,36965,36720,6210,30977,56844,31618,20856,23531,2339,5163,2617
177645,75089,11428,5855,28240,9878,8384,8250,51756,31802,28480,10466,28836,24144,35163,10548,25476,19713,12103,16616,6851,11808,10729,24512,10986,42084,30881,8316,28123,57523,30359,29650,29934,972,3130,4349,64518,12194,6273,22205,10020,9557,8468,59453,35701,20849,10297,24544,23339,33123,13545,17339,24600,14870,10649,7029,10879,10498,18156,9679,38318,36917,5969,31319,54325,30831,21006,20925,1430,3456,2793
177746,73720,11284,6056,27875,11435,8082,8467,50883,30078,29127,9533,23239,21200,30589,9173,26392,18873,12485,17040,5712,11857,10114,26710,11209,40927,31848,8471,29031,59757,32356,30030,30036,1666,6342,4470,64701,12154,6503,19827,12802,9923,8633,57402,35231,19166,10428,21786,19048,33492,11898,21115,23133,15778,10310,4641,9439,10502,17443,9972,34478,36634,6454,29485,54994,32843,22992,22089,1739,5796,3162
